Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
38.88,SDPAOperation (in0:dram_interleaved),7333.66,2,Compute,,,,,
26.50,MatmulDeviceOperation (in0:dram_interleaved),4999.73,18,Compute,16.44,69.90,49.39,19.76,53.74
21.46,ReshapeViewDeviceOperation (in0:dram_interleaved),4048.28,4,TM,,,,,
5.83,TransposeDeviceOperation (in0:dram_interleaved),1099.11,4,TM,,,,,
2.06,BinaryNgDeviceOperation (in0:dram_interleaved),389.10,6,Compute,,,,,
1.61,ConcatDeviceOperation (in0:dram_interleaved),304.54,5,TM,,,,,
1.10,LayerNormDeviceOperation (in0:dram_interleaved),207.99,8,Compute,,,,,
1.10,SliceDeviceOperation (in0:dram_interleaved),206.58,16,TM,,,,,
1.00,UnaryDeviceOperation (in0:dram_interleaved),189.49,2,Compute,,,,,
0.38,RotaryEmbeddingLlamaDeviceOperation (in0:dram_interleaved),71.55,4,Compute,,,,,
0.07,PagedFillCacheDeviceOperation (in0:dram_interleaved),13.41,2,Other,,,,,
