Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
78.82,MatmulDeviceOperation (in0:width_sharded),18285.86,226,Compute,41.09,50.92,48.36,2.50,48.74
5.60,ArgMaxDeviceOperation (in0:l1_interleaved),1299.29,1,Compute,,,,,
4.20,LayerNormDeviceOperation (in0:width_sharded),975.31,169,Compute,,,,,
3.39,SdpaDecodeDeviceOperation (in0:height_sharded),785.35,42,Compute,,,,,
1.87,PagedFusedUpdateCacheDeviceOperation (in0:dram_interleaved),433.36,42,Other,,,,,
1.43,BinaryNgDeviceOperation (in0:width_sharded),330.82,126,Compute,,,,,
1.37,NLPCreateQKVHeadsDecodeDeviceOperation (in0:width_sharded),317.78,42,Other,,,,,
1.01,ReshardDeviceOperation (in0:width_sharded),235.04,127,DM,,,,,
0.60,RotaryEmbeddingLlamaFusedQKDeviceOperation (in0:height_sharded),139.18,42,Other,,,,,
0.37,ShardedToInterleavedDeviceOperation (in0:width_sharded),86.85,58,DM,,,,,
0.26,InterleavedToShardedDeviceOperation (in0:l1_interleaved),60.71,42,DM,,,,,
0.25,UntilizeDeviceOperation (in0:l1_interleaved),58.45,1,TM,,,,,
0.25,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),56.93,42,TM,,,,,
0.16,InterleavedToShardedDeviceOperation (in0:dram_interleaved),36.81,47,DM,,,,,
0.13,EmbeddingsDeviceOperation (in0:dram_interleaved),29.36,5,Compute,,,,,
0.11,ConcatDeviceOperation (in0:l1_interleaved),24.84,1,TM,,,,,
0.07,TransposeDeviceOperation (in0:dram_interleaved),17.08,4,TM,,,,,
0.06,ReshardDeviceOperation (in0:height_sharded),14.25,42,DM,,,,,
0.03,SliceDeviceOperation (in0:dram_interleaved),6.13,4,TM,,,,,
0.02,BinaryNgDeviceOperation (in0:dram_interleaved),4.04,1,Compute,,,,,
0.01,PlusOneDeviceOperation (in0:dram_interleaved),1.62,2,Other,,,,,
