GLOBAL CALL COUNT,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,DEVICE ID,DEVICE ARCH,OP NAME,CORE COUNT,AVAILABLE WORKER CORE COUNT,DEVICE TRACE FIRMWARE DURATION [ns],DEVICE TRACE KERNEL DURATION [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE FW DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,DEVICE KERNEL DURATION [ns],DEVICE KERNEL START CYCLE,DEVICE KERNEL END CYCLE,DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DM START CYCLE,DEVICE KERNEL DM END CYCLE,DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns]
1027,,,3,blackhole,,102,110,15818240,15802864,160824,15818240,12627983851910,12628005206534,15802864,12627983872463,12628005206330,,,,,,,,,,0,
2051,,,3,blackhole,,102,110,15823395,15807936,160961,15823395,12628005236460,12628026598043,15807936,12628005257114,12628026597827,,,,,,,,,,37618,
3075,,,3,blackhole,,102,110,15856017,15840713,160793,15856017,12628026619315,12628048024938,15840713,12628026639777,12628048024739,,,,,,,,,,31074,
4099,,,3,blackhole,,102,110,15861142,15845654,160961,15861142,12628048045768,12628069458310,15845654,12628048066478,12628069458111,,,,,,,,,,30918,
5123,,,3,blackhole,,102,110,15798583,15783029,160819,15798583,12628069485737,12628090813824,15783029,12628069506528,12628090813617,,,,,,,,,,35864,
6147,,,3,blackhole,,102,110,15830796,15815295,160806,15830796,12628090834239,12628112205813,15815295,12628090854960,12628112205608,,,,,,,,,,30624,
7171,,,3,blackhole,,102,110,15805557,15790116,160956,15805557,12628112225802,12628133563304,15790116,12628112246444,12628133563101,,,,,,,,,,30249,
8195,,,3,blackhole,,102,110,15817316,15801941,160902,15817316,12628133586473,12628154939850,15801941,12628133607029,12628154939649,,,,,,,,,,32539,
9219,,,3,blackhole,,102,110,15792849,15777436,160962,15792849,12628154975565,12628176295911,15777436,12628154996175,12628176295713,,,,,,,,,,41871,
10243,,,3,blackhole,,102,110,15841759,15826336,161055,15841759,12628176317139,12628197703514,15826336,12628176337761,12628197703314,,,,,,,,,,31147,
11267,,,3,blackhole,,102,110,15832688,15817161,161001,15832688,12628197759571,12628219133700,15817161,12628197780334,12628219133501,,,,,,,,,,57052,
12291,,,3,blackhole,,102,110,15813934,15798397,160776,15813934,12628219158148,12628240506959,15798397,12628219178917,12628240506753,,,,,,,,,,33641,
13315,,,3,blackhole,,102,110,15807383,15792105,160881,15807383,12628240532247,12628261872214,15792105,12628240552675,12628261872017,,,,,,,,,,34016,
14339,,,3,blackhole,,102,110,15814053,15798627,160901,15814053,12628261902386,12628283251358,15798627,12628261923007,12628283251153,,,,,,,,,,37770,
15363,,,3,blackhole,,102,110,15833947,15818553,160904,15833947,12628283278833,12628304654661,15818553,12628283299415,12628304654462,,,,,,,,,,35750,
16387,,,3,blackhole,,102,110,15835379,15820027,160747,15835379,12628304675355,12628326053116,15820027,12628304695870,12628326052907,,,,,,,,,,30673,
17411,,,3,blackhole,,102,110,15819152,15803780,160728,15819152,12628326073893,12628347429748,15803780,12628326094436,12628347429539,,,,,,,,,,30762,
18435,,,3,blackhole,,102,110,15825529,15810213,160765,15825529,12628347449680,12628368814144,15810213,12628347470158,12628368813946,,,,,,,,,,30088,
