ID,Total %,Bound,OP Code,Device,Device Time,Op-to-Op Gap,Cores,DRAM,DRAM %,FLOPs,FLOPs %,Math Fidelity,Output Datatype,Input 0 Datatype,Input 1 Datatype,DRAM Sharded,Input 0 Memory,Inner Dim Block Size,Output Subblock H,Output Subblock W,Global Call Count,Raw OP Code
152,0.12605258720237575,,LayerNormDeviceOperation,1,104.434,,32,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,153601.0,LayerNormDeviceOperation
153,10.889807016330288,SLOW,MatmulDeviceOperation b={32} x 32 x 5120 x 10240,1,9021.612,0.544,107.0,15.109814077572832,2.951135562025944,11.901884319565063,4.023168537841903,HiFi2 BF16 x BF16 => BF16,BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,2,1,3,154625.0,MatmulDeviceOperation
154,0.18075294531778321,,NlpCreateHeadsDeviceOperation,1,149.101,0.652,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,155649.0,NlpCreateHeadsDeviceOperation
155,0.12721372810369797,,LayerNormDeviceOperation,1,104.912,0.484,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,156673.0,LayerNormDeviceOperation
156,0.023034524907311206,,LayerNormDeviceOperation,1,18.493,0.591,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,157697.0,LayerNormDeviceOperation
157,0.36515105230084,,RotaryEmbeddingDeviceOperation,1,302.041,0.485,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,158721.0,RotaryEmbeddingDeviceOperation
158,0.06404380064881224,,RotaryEmbeddingDeviceOperation,1,52.57,0.49,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,159745.0,RotaryEmbeddingDeviceOperation
159,0.10714361281556285,,SliceDeviceOperation,1,88.292,0.476,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,160769.0,SliceDeviceOperation
160,0.01539779051784579,,SliceDeviceOperation,1,12.167,0.59,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,161793.0,SliceDeviceOperation
161,0.0020422561382923165,,SliceDeviceOperation,1,1.034,0.658,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,162817.0,SliceDeviceOperation
162,0.0027640464283034305,,SliceDeviceOperation,1,1.09,1.2,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,163841.0,SliceDeviceOperation
163,0.0040772702335410424,,UpdateKVCacheOperation,1,2.844,0.534,8,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,164865.0,UpdateKVCacheOperation
164,0.004288496488979078,,UpdateKVCacheOperation,1,2.824,0.729,8,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,165889.0,UpdateKVCacheOperation
165,0.0027314572346072764,,SliceDeviceOperation,1,1.658,0.605,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,166913.0,SliceDeviceOperation
166,0.0027145591341722337,,SliceDeviceOperation,1,1.653,0.596,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,167937.0,SliceDeviceOperation
167,0.0042438372235436075,,UpdateKVCacheOperation,1,2.967,0.549,8,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,168961.0,UpdateKVCacheOperation
168,0.004281254445935487,,UpdateKVCacheOperation,1,2.952,0.595,8,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,169985.0,UpdateKVCacheOperation
169,0.0027592183996077036,,SliceDeviceOperation,1,1.671,0.615,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,171009.0,SliceDeviceOperation
170,0.002748355335042319,,SliceDeviceOperation,1,1.654,0.623,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,172033.0,SliceDeviceOperation
171,0.0042547002881089925,,UpdateKVCacheOperation,1,2.941,0.584,8,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,173057.0,UpdateKVCacheOperation
172,0.004356088890719249,,UpdateKVCacheOperation,1,2.982,0.627,8,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,174081.0,UpdateKVCacheOperation
173,0.002761632413955567,,SliceDeviceOperation,1,1.67,0.618,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,175105.0,SliceDeviceOperation
174,0.002736285263303003,,SliceDeviceOperation,1,1.627,0.64,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,176129.0,SliceDeviceOperation
175,0.004311429625283779,,UpdateKVCacheOperation,1,3.007,0.565,8,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,177153.0,UpdateKVCacheOperation
176,0.00427521941006583,,UpdateKVCacheOperation,1,2.939,0.603,8,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,178177.0,UpdateKVCacheOperation
177,0.0028316388300436016,,SliceDeviceOperation,1,1.715,0.631,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,179201.0,SliceDeviceOperation
178,0.0027881865717820633,,SliceDeviceOperation,1,1.694,0.616,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,180225.0,SliceDeviceOperation
179,0.004372986991154291,,UpdateKVCacheOperation,1,3.053,0.57,8,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,181249.0,UpdateKVCacheOperation
180,0.004330741740066684,,UpdateKVCacheOperation,1,3.002,0.586,8,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,182273.0,UpdateKVCacheOperation
181,0.0027918075933038577,,SliceDeviceOperation,1,1.686,0.627,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,183297.0,SliceDeviceOperation
182,0.002749562342216251,,SliceDeviceOperation,1,1.649,0.629,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,184321.0,SliceDeviceOperation
183,0.00427521941006583,,UpdateKVCacheOperation,1,2.968,0.574,8,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,185345.0,UpdateKVCacheOperation
