ID,Total %,Bound,OP Code,Device,Device Time,Op-to-Op Gap,Cores,DRAM,DRAM %,FLOPs,FLOPs %,Math Fidelity,Output Datatype,Input 0 Datatype,Input 1 Datatype,DRAM Sharded,Input 0 Memory,Inner Dim Block Size,Output Subblock H,Output Subblock W,Global Call Count,Advice,Raw OP Code
4231,0.1189375475096762,,LayerNormDeviceOperation,3,26.211,,1,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_2_DRAM_INTERLEAVED,,,,1956867.0,,LayerNormDeviceOperation
4235,0.4810729073417016,SLOW,MatmulDeviceOperation 32 x 2048 x 6176,3,48.944,57.073,97.0,269.1807780320366,52.574370709382144,16.53932396207911,6.167118578357343,HiFi2 BF16 x BFP8 => BF16,BFLOAT16,BFLOAT16,BFLOAT8_B,False,DEV_2_DRAM_INTERLEAVED,2,1,2,1957891.0,If possible place input 0 in L1 (currently in DEV_2_DRAM_INTERLEAVED) • in0_block_w=2 and output subblock 1x2 look good 🤷 • If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy,MatmulDeviceOperation
4240,0.02946779724267816,,SliceDeviceOperation,2,1.957,4.537,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1958914.0,,SliceDeviceOperation
4246,0.19226217572717486,,SliceDeviceOperation,1,1.247,41.123,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1959937.0,,SliceDeviceOperation
4248,0.09929386191319424,,SliceDeviceOperation,2,0.755,21.127,1,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1960962.0,,SliceDeviceOperation
4252,0.5996111376112554,,UntilizeWithUnpaddingDeviceOperation,2,3.567,128.573,97,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1961986.0,,UntilizeWithUnpaddingDeviceOperation
4257,0.011743557016330624,,SliceDeviceOperation,0,1.344,1.244,5,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1963008.0,,SliceDeviceOperation
4262,0.015296572914239002,,TilizeWithValPaddingDeviceOperation,1,2.133,1.238,1,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1964033.0,,TilizeWithValPaddingDeviceOperation
4264,0.523727248900244,,UntilizeWithUnpaddingDeviceOperation,2,2.306,113.111,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1965058.0,,UntilizeWithUnpaddingDeviceOperation
4269,0.1555159142440816,,UntilizeWithUnpaddingDeviceOperation,0,2.275,31.997,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1966080.0,,UntilizeWithUnpaddingDeviceOperation
4272,0.15790274229299578,,UntilizeWithUnpaddingDeviceOperation,2,2.259,32.539,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1967106.0,,UntilizeWithUnpaddingDeviceOperation
4276,0.20790815122652107,,UntilizeWithUnpaddingDeviceOperation,2,3.355,42.463,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1968130.0,,UntilizeWithUnpaddingDeviceOperation
4281,0.018631779408444182,,ConcatDeviceOperation,0,1.69,2.416,8,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_2_DRAM_INTERLEAVED,,,,1969152.0,,ConcatDeviceOperation
4283,0.32593815955410066,,TilizeWithValPaddingDeviceOperation,3,7.176,64.653,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1970179.0,,TilizeWithValPaddingDeviceOperation
4288,0.10989391956008311,,SliceDeviceOperation,2,1.951,22.267,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1971202.0,,SliceDeviceOperation
4292,0.33522682308285984,,BinaryNgDeviceOperation,2,3.846,70.03,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_2_DRAM_INTERLEAVED,,,,1972226.0,,BinaryNgDeviceOperation
4297,0.38911649971575873,,UntilizeWithUnpaddingDeviceOperation,0,4.173,81.579,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1973248.0,,UntilizeWithUnpaddingDeviceOperation
4301,0.011870612501824153,,SliceDeviceOperation,0,1.648,0.968,5,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1974272.0,,SliceDeviceOperation
4303,0.29205064649461177,,TilizeWithValPaddingDeviceOperation,3,6.362,57.999,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1975299.0,,TilizeWithValPaddingDeviceOperation
4309,0.13622616892861733,,BinaryNgDeviceOperation,0,3.973,26.048,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_1_DRAM_INTERLEAVED,,,,1976320.0,,BinaryNgDeviceOperation
4314,0.2209948662323548,,BinaryNgDeviceOperation,1,2.816,45.886,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_2_DRAM_INTERLEAVED,,,,1977345.0,,BinaryNgDeviceOperation
4315,0.29205972188643275,,UntilizeWithUnpaddingDeviceOperation,3,4.176,60.187,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1978371.0,,UntilizeWithUnpaddingDeviceOperation
4321,0.012129261168721699,,SliceDeviceOperation,0,1.57,1.103,5,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1979392.0,,SliceDeviceOperation
4325,0.1876791028575868,,TilizeWithValPaddingDeviceOperation,0,6.353,35.007,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1980416.0,,TilizeWithValPaddingDeviceOperation
4329,0.10404482953147022,,BinaryNgDeviceOperation,0,3.829,19.1,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_1_DRAM_INTERLEAVED,,,,1981440.0,,BinaryNgDeviceOperation
4331,0.19352819288619968,,BinaryNgDeviceOperation,3,2.891,39.758,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_2_DRAM_INTERLEAVED,,,,1982467.0,,BinaryNgDeviceOperation
4338,0.27662248039896875,,UntilizeWithUnpaddingDeviceOperation,1,4.19,56.771,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1983489.0,,UntilizeWithUnpaddingDeviceOperation
4342,0.011920527156839469,,SliceDeviceOperation,1,1.606,1.021,5,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1984513.0,,SliceDeviceOperation
4346,0.17753735249765673,,TilizeWithValPaddingDeviceOperation,1,6.409,32.716,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1985537.0,,TilizeWithValPaddingDeviceOperation
4348,0.10329610970624045,,BinaryNgDeviceOperation,2,3.861,18.903,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_2_DRAM_INTERLEAVED,,,,1986562.0,,BinaryNgDeviceOperation
4352,0.18706197621376108,,BinaryNgDeviceOperation,2,2.816,38.408,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_2_DRAM_INTERLEAVED,,,,1987586.0,,BinaryNgDeviceOperation
4357,0.28332465725875255,,UntilizeWithUnpaddingDeviceOperation,0,2.285,60.153,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1988608.0,,UntilizeWithUnpaddingDeviceOperation
4360,0.13293633939351698,,UntilizeWithUnpaddingDeviceOperation,2,2.245,27.051,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1989634.0,,UntilizeWithUnpaddingDeviceOperation
4364,0.1351280465182804,,UntilizeWithUnpaddingDeviceOperation,2,2.251,27.528,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1990658.0,,UntilizeWithUnpaddingDeviceOperation
4369,0.1299550731803295,,UntilizeWithUnpaddingDeviceOperation,0,2.287,26.352,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1991680.0,,UntilizeWithUnpaddingDeviceOperation
4372,0.14243373693415842,,UntilizeWithUnpaddingDeviceOperation,2,3.324,28.065,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1992706.0,,UntilizeWithUnpaddingDeviceOperation
4375,0.014448023778978634,,ConcatDeviceOperation,3,2.034,1.15,9,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_2_DRAM_INTERLEAVED,,,,1993731.0,,ConcatDeviceOperation
4379,0.3111407331900148,,TilizeWithValPaddingDeviceOperation,3,7.421,61.147,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1994755.0,,TilizeWithValPaddingDeviceOperation
4384,0.3124339765245025,,UntilizeWithUnpaddingDeviceOperation,2,4.459,64.394,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1995778.0,,UntilizeWithUnpaddingDeviceOperation
4389,0.011956828724123335,,SliceDeviceOperation,0,1.619,1.016,4,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1996800.0,,SliceDeviceOperation
4393,0.26302300575525045,,TilizeWithValPaddingDeviceOperation,0,6.1,51.864,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1997824.0,,TilizeWithValPaddingDeviceOperation
4396,0.07155946450832068,,SliceDeviceOperation,2,1.916,13.854,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1998850.0,,SliceDeviceOperation
4401,0.34872193072063695,,UntilizeWithUnpaddingDeviceOperation,0,3.056,73.794,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,1999872.0,,UntilizeWithUnpaddingDeviceOperation
4405,0.01065904769372513,,SliceDeviceOperation,0,1.013,1.336,1,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,2000896.0,,SliceDeviceOperation
4407,0.17415223134843624,,TilizeWithValPaddingDeviceOperation,3,5.022,33.357,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,2001923.0,,TilizeWithValPaddingDeviceOperation
4413,0.19340113740070616,,UntilizeWithUnpaddingDeviceOperation,0,3.046,39.575,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,2002944.0,,UntilizeWithUnpaddingDeviceOperation
4417,0.010777027787397694,,SliceDeviceOperation,0,1.079,1.296,1,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,2003968.0,,SliceDeviceOperation
4420,0.16230884502207502,,TilizeWithValPaddingDeviceOperation,2,4.945,30.824,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,2004994.0,,TilizeWithValPaddingDeviceOperation
4424,0.14136284069928437,,UntilizeWithUnpaddingDeviceOperation,2,3.08,28.073,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,2006018.0,,UntilizeWithUnpaddingDeviceOperation
