GLOBAL CALL COUNT,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,DEVICE ID,DEVICE ARCH,OP NAME,CORE COUNT,AVAILABLE WORKER CORE COUNT,DEVICE TRACE FIRMWARE DURATION [ns],DEVICE TRACE KERNEL DURATION [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE FW DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,DEVICE KERNEL DURATION [ns],DEVICE KERNEL START CYCLE,DEVICE KERNEL END CYCLE,DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DM START CYCLE,DEVICE KERNEL DM END CYCLE,DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns]
1026,,,2,blackhole,,4,110,,,273,2625,416008219068,416008222612,2139,416008219572,416008222460,2053,416008219688,416008222460,1950,1197,1217,184,1276,,0,0
2050,,,2,blackhole,,4,110,,,117,2625,416008832878,416008836422,2024,416008833544,416008836276,2024,416008833544,416008836276,1996,1164,1230,174,1321,,452721,452721
3074,,,2,blackhole,,1,110,,,87,2417,416015178884,416015182147,1887,416015179454,416015182002,1887,416015179454,416015182002,1800,1493,1480,99,1522,,4697636,4697636
4098,,,2,blackhole,,1,110,,,100,2429,416015713618,416015716897,1904,416015714180,416015716750,1892,416015714196,416015716750,1804,1493,1468,99,1515,,394267,394249
5122,,,2,blackhole,,86,110,,,368,8001,427403941323,427403952124,6705,427403942924,427403951976,6705,427403942924,427403951976,6705,5477,5528,260,5619,,8435490112,8435490112
6146,,,2,blackhole,,86,110,,,195,8120,427405233891,427405244853,6701,427405235661,427405244707,6701,427405235661,427405244707,6701,5394,5456,261,5533,,950915,950915
7170,,,2,blackhole,,86,110,,,201,10082,427505705838,427505719449,8646,427505707610,427505719282,8645,427505707611,427505719282,8645,7416,7475,259,7561,,74417603,74415372
8194,,,2,blackhole,,86,110,,,177,8173,427507416221,427507427255,6746,427507418002,427507427109,6746,427507418002,427507427109,6746,5296,5350,261,5427,,1258325,1258325
9218,,,2,blackhole,,8,110,,,139,3019,427508311979,427508316055,2408,427508312656,427508315907,2408,427508312656,427508315907,2398,1201,1266,183,1311,,655920,655920
10242,,,2,blackhole,,8,110,,,81,3046,427508637151,427508641263,2427,427508637841,427508641117,2427,427508637841,427508641117,2412,1170,1233,183,1354,,238502,238502
11266,,,2,blackhole,,1,110,,,247,134657,427515729855,427515911642,134113,427515730441,427515911494,133956,427515730654,427515911494,133866,121669,133002,133132,133306,,5251338,5251526
12290,,,2,blackhole,,8,110,,,218,63879,427522816918,427522903155,62893,427522818088,427522902994,62847,427522818150,427522902994,62827,58832,62072,62030,62127,,5115968,5116008
13314,,,2,blackhole,,1,110,,,7,33115,427525887784,427525932489,32567,427525888375,427525932340,32567,427525888375,427525932340,32567,32236,,,,,2211416,2211416
14338,,,2,blackhole,,4,110,,,73,1372,427528594242,427528596094,787,427528594889,427528595951,787,427528594889,427528595951,786,542,,,,,1973094,1973094
15362,,,2,blackhole,,4,110,,,80,1385,427528800614,427528802484,778,427528801292,427528802342,778,427528801292,427528802342,773,541,,,,,152148,152148
