2026-08-14 08:48:53.208 | DEBUG    | ttnn:<module>:79 - Initial ttnn.CONFIG:
Config{cache_path=/home/mvasiljevic/.cache/ttnn,model_cache_path=/home/mvasiljevic/.cache/ttnn/models,tmp_dir=/tmp/ttnn,enable_model_cache=false,enable_fast_runtime_mode=true,throw_exception_on_fallback=false,enable_logging=false,enable_graph_report=false,enable_graph_python_stack_traces=false,enable_detailed_buffer_report=false,enable_detailed_tensor_report=false,enable_comparison_mode=false,comparison_mode_should_raise_exception=false,comparison_mode_pcc=0.9999,root_report_path=generated/ttnn/reports,report_name=std::nullopt,std::nullopt}
2026-08-14 08:48:53.247 | info     |          Device | Opening user mode device driver (tt_cluster.cpp:228)
2026-08-14 08:48:53.247 | info     |             UMD | Cluster constructor started. (cluster.cpp:348)
2026-08-14 08:48:53.247 | info     |             UMD | Creating TopologyDiscovery for architecture: blackhole (topology_discovery.cpp:91)
2026-08-14 08:48:53.247 | info     |             UMD | Starting topology discovery. (topology_discovery.cpp:110)
2026-08-14 08:48:53.248 | info     |             UMD | Established firmware bundle version: 19.9.0 (topology_discovery.cpp:569)
2026-08-14 08:48:53.248 | info     |             UMD | Firmware bundle version 19.9.0 on the system is newer than the latest fully tested version 19.5.0 for blackhole architecture. Newest features may not be supported. (topology_discovery.cpp:601)
2026-08-14 08:48:53.252 | info     |             UMD | Completed topology discovery. (topology_discovery.cpp:114)
2026-08-14 08:48:53.394 | warning  |             UMD | Sysmem (0x40000000 bytes) using regular pages; pre-allocate hugepages for better DMA performance (e.g. 1 × 1GB or 512 × 2MB; on AArch64 also 2 × 512MB). (silicon_sysmem_manager.cpp:106)
2026-08-14 08:48:53.525 | warning  |             UMD | Sysmem (0x40000000 bytes) using regular pages; pre-allocate hugepages for better DMA performance (e.g. 1 × 1GB or 512 × 2MB; on AArch64 also 2 × 512MB). (silicon_sysmem_manager.cpp:106)
2026-08-14 08:48:53.641 | warning  |             UMD | Sysmem (0x40000000 bytes) using regular pages; pre-allocate hugepages for better DMA performance (e.g. 1 × 1GB or 512 × 2MB; on AArch64 also 2 × 512MB). (silicon_sysmem_manager.cpp:106)
2026-08-14 08:48:53.750 | warning  |             UMD | Sysmem (0x40000000 bytes) using regular pages; pre-allocate hugepages for better DMA performance (e.g. 1 × 1GB or 512 × 2MB; on AArch64 also 2 × 512MB). (silicon_sysmem_manager.cpp:106)
2026-08-14 08:48:53.750 | info     |             UMD | Opening local chip ids/PCIe ids: {0, 1, 2, 3}/[0, 1, 2, 3] and remote chip ids {} (cluster.cpp:168)
2026-08-14 08:48:53.750 | info     |             UMD | IOMMU: enabled (cluster.cpp:142)
2026-08-14 08:48:53.750 | info     |             UMD | KMD version: 2.10.0 (cluster.cpp:145)
2026-08-14 08:48:53.750 | info     |             UMD | Cluster constructor completed. (cluster.cpp:520)
2026-08-14 08:48:53.752 | info     |             UMD | Starting devices in cluster (cluster.cpp:1024)
