Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
82.36,MatmulDeviceOperation (in0:dram_interleaved),8234.13,5,Compute,3.39,20.25,12.41,6.04,13.28
6.06,BinaryNgDeviceOperation (in0:dram_interleaved),605.55,4,Compute,,,,,
4.04,RepeatDeviceOperation (in0:dram_interleaved),403.69,1,TM,,,,,
2.80,SliceDeviceOperation (in0:dram_interleaved),279.89,4,TM,,,,,
1.72,FastReduceNCDeviceOperation (in0:dram_interleaved),172.31,1,Compute,,,,,
0.67,NlpCreateHeadsDeviceOperation (in0:dram_interleaved),67.42,1,TM,,,,,
0.54,NLPConcatHeadsDeviceOperation (in0:dram_interleaved),53.96,1,TM,,,,,
0.38,RotaryEmbeddingDeviceOperation (in0:dram_interleaved),38.24,2,Compute,,,,,
0.28,SDPAOperation (in0:dram_interleaved),28.07,1,Compute,,,,,
0.26,LayerNormDeviceOperation (in0:dram_interleaved),26.14,1,Compute,,,,,
0.25,TopKDeviceOperation (in0:dram_interleaved),24.79,1,Other,,,,,
0.21,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),20.85,2,TM,,,,,
0.18,ReshapeViewDeviceOperation (in0:dram_interleaved),18.21,1,TM,,,,,
0.07,ScatterDeviceOperation (in0:dram_interleaved),6.55,1,Other,,,,,
0.05,UnaryDeviceOperation (in0:dram_interleaved),4.85,2,Compute,,,,,
0.05,UntilizeDeviceOperation (in0:dram_interleaved),4.75,1,TM,,,,,
0.04,PagedFillCacheDeviceOperation (in0:dram_interleaved),4.05,2,Other,,,,,
0.03,TilizeDeviceOperation (in0:dram_interleaved),2.76,1,TM,,,,,
0.02,TransposeDeviceOperation (in0:dram_interleaved),2.04,1,TM,,,,,
