Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
51.23,MatmulDeviceOperation (in0:dram_interleaved),12907.38,265,Compute,7.81,221.07,15.11,20.71,14.94
21.65,SparseMatmulDeviceOperation (in0:dram_interleaved),5455.29,57,Compute,,,,,
4.27,LayerNormDeviceOperation (in0:dram_interleaved),1075.46,48,Compute,,,,,
4.07,BinaryNgDeviceOperation (in0:dram_interleaved),1026.30,320,Compute,,,,,
3.66,SdpaDecodeDeviceOperation (in0:dram_interleaved),921.28,32,Compute,,,,,
2.40,FillPadDeviceOperation (in0:dram_interleaved),605.35,96,TM,,,,,
2.10,SliceDeviceOperation (in0:dram_interleaved),529.54,304,TM,,,,,
1.87,UntilizeCodegenDeviceOperation (in0:dram_interleaved),471.52,76,Other,,,,,
1.70,UnaryDeviceOperation (in0:dram_interleaved),427.49,128,Compute,,,,,
1.53,TransposeDeviceOperation (in0:dram_interleaved),386.72,128,TM,,,,,
1.41,GatherDeviceOperation (in0:dram_interleaved),355.72,12,Other,,,,,
0.66,TopKDeviceOperation (in0:dram_interleaved),165.17,12,Other,,,,,
0.58,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),146.85,36,TM,,,,,
0.35,ReshapeViewDeviceOperation (in0:dram_interleaved),87.80,32,TM,,,,,
0.33,FastReduceNCDeviceOperation (in0:dram_interleaved),83.64,32,Compute,,,,,
0.33,ConcatDeviceOperation (in0:dram_interleaved),81.93,64,TM,,,,,
0.29,PermuteDeviceOperation (in0:dram_interleaved),73.88,24,TM,,,,,
0.21,PagedUpdateCacheDeviceOperation (in0:dram_interleaved),53.54,12,DM,,,,,
0.21,TypecastDeviceOperation (in0:dram_interleaved),51.70,32,TM,,,,,
0.20,InterleavedToShardedDeviceOperation (in0:dram_interleaved),50.04,84,DM,,,,,
0.19,ShardedToInterleavedDeviceOperation (in0:width_sharded),48.39,29,DM,,,,,
0.19,ReduceDeviceOperation (in0:dram_interleaved),46.67,24,Compute,,,,,
0.18,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),45.81,29,TM,,,,,
0.18,RotaryEmbeddingLlamaDeviceOperation (in0:height_sharded),44.96,24,Compute,,,,,
0.11,EmbeddingsDeviceOperation (in0:dram_interleaved),26.49,24,Compute,,,,,
0.05,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),13.12,11,TM,,,,,
0.05,ShardedToInterleavedDeviceOperation (in0:height_sharded),12.47,24,DM,,,,,
