Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
65.07,MatmulDeviceOperation (in0:width_sharded),99.82,4,Compute,35.06,37.43,36.30,0.97,36.48
5.87,SdpaDecodeDeviceOperation (in0:height_sharded),9.01,1,Compute,,,,,
5.81,BinaryNgDeviceOperation (in0:width_sharded),8.92,3,Compute,,,,,
4.23,SliceDeviceOperation (in0:width_sharded),6.50,3,TM,,,,,
3.80,LayerNormDeviceOperation (in0:width_sharded),5.83,1,Compute,,,,,
3.53,PagedFusedUpdateCacheDeviceOperation (in0:dram_interleaved),5.41,1,Other,,,,,
2.98,NLPCreateQKVHeadsDecodeDeviceOperation (in0:width_sharded),4.58,1,Other,,,,,
2.64,InterleavedToShardedDeviceOperation (in0:dram_interleaved),4.06,5,DM,,,,,
2.40,RotaryEmbeddingHfDeviceOperation (in0:height_sharded),3.68,2,Other,,,,,
1.64,TransposeDeviceOperation (in0:width_sharded),2.52,1,TM,,,,,
0.93,ReshardDeviceOperation (in0:width_sharded),1.42,1,DM,,,,,
0.85,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),1.31,1,TM,,,,,
0.22,ReshardDeviceOperation (in0:height_sharded),0.34,1,DM,,,,,
