Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
80.07,MatmulDeviceOperation (in0:dram_interleaved),20238.71,48,Compute,4.16,7.08,5.03,1.15,4.53
14.14,LayerNormDeviceOperation (in0:dram_interleaved),3574.83,48,Compute,,,,,
1.29,BinaryNgDeviceOperation (in0:dram_interleaved),325.20,80,Compute,,,,,
1.12,SdpaDecodeDeviceOperation (in0:dram_interleaved),283.57,8,Compute,,,,,
0.71,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),178.96,32,TM,,,,,
0.50,UnaryDeviceOperation (in0:dram_interleaved),125.48,32,Compute,,,,,
0.40,NLPCreateQKVHeadsDecodeDeviceOperation (in0:l1_interleaved),102.16,8,Other,,,,,
0.29,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),74.01,32,TM,,,,,
0.28,RepeatDeviceOperation (in0:dram_interleaved),70.44,32,TM,,,,,
0.27,SliceDeviceOperation (in0:dram_interleaved),67.62,40,TM,,,,,
0.23,PagedUpdateCacheDeviceOperation (in0:dram_interleaved),59.12,16,DM,,,,,
0.13,TransposeDeviceOperation (in0:dram_interleaved),32.90,16,TM,,,,,
0.13,TilizeDeviceOperation (in0:dram_interleaved),32.54,16,TM,,,,,
0.11,ConcatDeviceOperation (in0:dram_interleaved),26.80,16,TM,,,,,
0.07,EmbeddingsDeviceOperation (in0:dram_interleaved),17.76,16,Compute,,,,,
0.07,CopyDeviceOperation (in0:dram_interleaved),17.04,8,DM,,,,,
0.06,InterleavedToShardedDeviceOperation (in0:dram_interleaved),14.31,24,DM,,,,,
0.05,ShardedToInterleavedDeviceOperation (in0:height_sharded),13.30,24,DM,,,,,
0.05,ShardedToInterleavedDeviceOperation (in0:width_sharded),12.30,8,DM,,,,,
0.04,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),10.58,8,TM,,,,,
