Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
80.06,MatmulDeviceOperation (in0:dram_interleaved),20243.45,48,Compute,4.15,7.09,5.03,1.16,4.53
14.14,LayerNormDeviceOperation (in0:dram_interleaved),3574.70,48,Compute,,,,,
1.29,BinaryNgDeviceOperation (in0:dram_interleaved),325.35,80,Compute,,,,,
1.14,SdpaDecodeDeviceOperation (in0:dram_interleaved),287.16,8,Compute,,,,,
0.71,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),179.03,32,TM,,,,,
0.50,UnaryDeviceOperation (in0:dram_interleaved),125.52,32,Compute,,,,,
0.40,NLPCreateQKVHeadsDecodeDeviceOperation (in0:l1_interleaved),102.16,8,Other,,,,,
0.29,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),74.17,32,TM,,,,,
0.28,RepeatDeviceOperation (in0:dram_interleaved),70.40,32,TM,,,,,
0.27,SliceDeviceOperation (in0:dram_interleaved),68.08,40,TM,,,,,
0.23,PagedUpdateCacheDeviceOperation (in0:dram_interleaved),57.41,16,DM,,,,,
0.13,TransposeDeviceOperation (in0:dram_interleaved),33.07,16,TM,,,,,
0.13,TilizeDeviceOperation (in0:dram_interleaved),32.48,16,TM,,,,,
0.11,ConcatDeviceOperation (in0:dram_interleaved),26.96,16,TM,,,,,
0.07,EmbeddingsDeviceOperation (in0:dram_interleaved),17.70,16,Compute,,,,,
0.07,CopyDeviceOperation (in0:dram_interleaved),16.94,8,DM,,,,,
0.06,InterleavedToShardedDeviceOperation (in0:dram_interleaved),14.14,24,DM,,,,,
0.05,ShardedToInterleavedDeviceOperation (in0:height_sharded),13.28,24,DM,,,,,
0.05,ShardedToInterleavedDeviceOperation (in0:width_sharded),12.08,8,DM,,,,,
0.04,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),10.54,8,TM,,,,,
