GLOBAL CALL COUNT,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,DEVICE ID,DEVICE ARCH,OP NAME,CORE COUNT,AVAILABLE WORKER CORE COUNT,DEVICE TRACE FIRMWARE DURATION [ns],DEVICE TRACE KERNEL DURATION [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE FW DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,DEVICE KERNEL DURATION [ns],DEVICE KERNEL START CYCLE,DEVICE KERNEL END CYCLE,DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DM START CYCLE,DEVICE KERNEL DM END CYCLE,DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns]
1027,,,3,blackhole,,108,110,,,433,300317,12175879898064,12175880303492,299366,12175879899192,12175880303336,299363,12175879899196,12175880303336,299363,297348,297502,297422,297763,,0,0
2051,,,3,blackhole,,100,110,,,273,151837,12175904794941,12175904999921,149823,12175904797512,12175904999773,149817,12175904797520,12175904999773,149817,148346,148461,134959,148663,,18143839,18143836
3075,,,3,blackhole,,88,110,,,247,484964,12175969996771,12175970651472,479450,12175970004066,12175970651323,479449,12175970004067,12175970651323,479449,476481,476804,476689,477081,,48151365,48151340
4099,,,3,blackhole,,96,110,,,250,338629,12176005713717,12176006170866,337587,12176005714976,12176006170718,337586,12176005714977,12176006170718,337585,335574,335719,335646,335981,,25973102,25973083
5123,,,3,blackhole,,110,110,,,197,167873,12176016148044,12176016374673,165919,12176016150532,12176016374523,165910,12176016150545,12176016374523,165893,165613,165653,165249,165267,,7392443,7392481
6147,,,3,blackhole,,110,110,,,226,60096,12176023224958,12176023306087,58065,12176023227550,12176023305938,58061,12176023227556,12176023305938,58056,57681,57714,57312,57338,,5076300,5076343
7171,,,3,blackhole,,110,110,,,216,295765,12176030339427,12176030738710,293710,12176030342052,12176030738561,293703,12176030342062,12176030738561,293702,293331,293371,292961,292986,,5211930,5211944
8195,,,3,blackhole,,110,110,,,198,153182,12176037071098,12176037277894,151218,12176037073602,12176037277746,151209,12176037073614,12176037277746,151190,150912,150942,150547,150570,,4692630,4692635
9219,,,3,blackhole,,110,110,,,164,96918,12176039901587,12176040032426,96324,12176039902239,12176040032277,96324,12176039902239,12176040032277,96324,96039,,,,,1944060,1944060
10243,,,3,blackhole,,96,110,,,220,15422,12176071407799,12176071428619,14381,12176071409059,12176071428473,14377,12176071409064,12176071428473,14376,14036,14056,260,14100,,23242480,23242005
11267,,,3,blackhole,,1,110,,,199,44716,12176077543121,12176077603487,44176,12176077543699,12176077603337,44068,12176077543845,12176077603337,43978,42810,43113,43207,43412,,4529767,4529890
12291,,,3,blackhole,,96,110,,,299,74030,12176085120716,12176085220656,72093,12176085123165,12176085220491,72092,12176085123167,12176085220491,72091,67780,68034,67956,68204,,5570217,5570256
13315,,,3,blackhole,,32,110,,,234,57215,12176087934350,12176088011590,56271,12176087935464,12176088011430,56271,12176087935464,12176088011430,55629,56270,,,,,2011087,2011087
14339,,,3,blackhole,,1,110,,,10,1546,12176092958741,12176092960828,993,12176092959346,12176092960686,989,12176092959351,12176092960686,982,533,629,144,207,,3666627,3665538
15363,,,3,blackhole,,1,110,,,33,2976,12176098002757,12176098006775,2433,12176098003343,12176098006628,2433,12176098003343,12176098006628,2400,1724,1801,110,1853,,3734790,3734790
16387,,,3,blackhole,,1,110,,,62,2960,12176098125538,12176098129534,2441,12176098126090,12176098129385,2434,12176098126099,12176098129385,2381,1718,1802,114,1822,,88500,88494
17411,,,3,blackhole,,32,110,,,170,1912,12176100714555,12176100717136,969,12176100715678,12176100716986,969,12176100715678,12176100716986,962,210,,,,,1915992,1915992
18435,,,3,blackhole,,32,110,,,170,1941,12176100811114,12176100813734,1009,12176100812223,12176100813585,1009,12176100812223,12176100813585,1009,198,,,,,70554,70554
19459,,,3,blackhole,,64,110,,,125,2234,12176103232465,12176103235481,1242,12176103233660,12176103235337,1242,12176103233660,12176103235337,1241,833,,,,,1792327,1792327
20483,,,3,blackhole,,32,110,,,213,4549,12176108206517,12176108212658,3638,12176108207595,12176108212506,3638,12176108207595,12176108212506,3638,1520,1574,1576,1875,,3683379,3683379
21507,,,3,blackhole,,110,110,,,161,7329,12176110753266,12176110763160,6734,12176110753927,12176110763018,6734,12176110753927,12176110763018,6730,6060,,,,,1882513,1882513
22531,,,3,blackhole,,32,110,,,127,4928,12176115909291,12176115915944,3948,12176115910466,12176115915796,3947,12176115910468,12176115915796,3947,3174,3102,213,550,,3812781,3813248
23555,,,3,blackhole,,110,110,,,170,2048,12176121403528,12176121406293,1466,12176121404167,12176121406146,1461,12176121404173,12176121406146,1424,835,884,944,383,,4065665,4064125
24579,,,3,blackhole,,32,110,,,130,11134,12176126643625,12176126658656,10164,12176126644787,12176126658508,10164,12176126644787,12176126658508,10161,1319,1370,1361,1655,,3880588,3880588
25603,,,3,blackhole,,32,110,,,113,11134,12176126755847,12176126770878,10173,12176126756997,12176126770731,10172,12176126756999,12176126770731,10172,1320,1381,1370,1647,,72952,72957
26627,,,3,blackhole,,64,110,,,137,6991,12176132094938,12176132104376,5993,12176132096136,12176132104226,5990,12176132096140,12176132104226,5990,4206,4441,4353,4759,,3945013,3944991
27651,,,3,blackhole,,64,110,,,138,6914,12176132197320,12176132206654,5916,12176132198522,12176132206508,5915,12176132198523,12176132206508,5915,4109,4329,4241,4662,,69854,69852
28675,,,3,blackhole,,110,110,,,164,12912,12176134686216,12176134703647,12324,12176134686862,12176134703500,12324,12176134686862,12176134703500,12317,12033,,,,,1837233,1837233
29699,,,3,blackhole,,96,110,,,175,8942,12176137450619,12176137462691,7900,12176137451878,12176137462543,7899,12176137451880,12176137462543,7899,6000,6234,6147,6550,,2035836,2035961
30723,,,3,blackhole,,32,110,,,121,4628,12176141979953,12176141986201,3670,12176141981098,12176141986052,3667,12176141981101,12176141986052,3666,2618,2525,210,2613,,3347416,3346708
31747,,,3,blackhole,,110,110,,,181,3813,12176147365420,12176147370567,3221,12176147366070,12176147370419,3220,12176147366072,12176147370419,3190,2214,2275,2796,367,,3984603,3985200
32771,,,3,blackhole,,110,110,,,184,4086,12176147560416,12176147565932,3501,12176147561057,12176147565783,3500,12176147561058,12176147565783,3465,2507,2581,3090,382,,141224,141214
33795,,,3,blackhole,,110,110,,,166,2717,12176151637934,12176151641602,2130,12176151638579,12176151641455,2124,12176151638587,12176151641455,2091,1664,1683,288,415,,3016361,3016261
34819,,,3,blackhole,,64,110,,,126,2259,12176151858304,12176151861354,1254,12176151859518,12176151861211,1254,12176151859518,12176151861211,1254,824,,,,,161519,161519
35843,,,3,blackhole,,32,110,,,228,4624,12176151910075,12176151916318,3687,12176151911196,12176151916173,3687,12176151911196,12176151916173,3685,1573,1625,1622,1919,,37029,37029
36867,,,3,blackhole,,110,110,,,167,7232,12176151964427,12176151974190,6647,12176151965075,12176151974048,6647,12176151965075,12176151974048,6644,5990,,,,,36226,36226
37891,,,3,blackhole,,32,110,,,119,4995,12176152004567,12176152011310,4021,12176152005730,12176152011159,4020,12176152005732,12176152011159,4020,3219,3153,215,600,,23465,23470
38915,,,3,blackhole,,110,110,,,176,2141,12176152070964,12176152073855,1553,12176152071612,12176152073709,1549,12176152071618,12176152073709,1519,850,895,961,402,,44770,44788
39939,,,3,blackhole,,32,110,,,113,11118,12176152124155,12176152139164,10139,12176152125327,12176152139015,10135,12176152125333,12176152139015,10135,1296,1350,1346,1624,,38235,38241
40963,,,3,blackhole,,32,110,,,112,11114,12176152142968,12176152157972,10140,12176152144136,12176152157825,10140,12176152144136,12176152157825,10140,1307,1350,1347,1632,,3793,3793
41987,,,3,blackhole,,64,110,,,1151,11740,12176152150541,12176152166390,5718,12176152158523,12176152166242,5717,12176152158524,12176152166242,5717,4018,4247,4156,4588,,517,518
43011,,,3,blackhole,,64,110,,,133,7088,12176152167283,12176152176852,6113,12176152168453,12176152176705,6111,12176152168455,12176152176705,6111,4277,4504,4418,4816,,1638,1639
44035,,,3,blackhole,,110,110,,,164,12780,12176152210814,12176152228067,12189,12176152211463,12176152227918,12189,12176152211463,12176152227918,12181,11899,,,,,25747,25747
45059,,,3,blackhole,,96,110,,,179,8884,12176152232972,12176152244966,7831,12176152234247,12176152244819,7831,12176152234247,12176152244819,7830,5918,6151,6061,6460,,4688,4688
46083,,,3,blackhole,,32,110,,,120,4515,12176152260005,12176152266100,3538,12176152261176,12176152265952,3538,12176152261176,12176152265952,3536,2552,2469,209,2563,,12117,12117
47107,,,3,blackhole,,110,110,,,171,3789,12176152324556,12176152329671,3196,12176152325207,12176152329521,3189,12176152325216,12176152329521,3153,2184,2253,2763,393,,43899,43901
48131,,,3,blackhole,,110,110,,,187,3882,12176152370196,12176152375437,3302,12176152370832,12176152375290,3296,12176152370840,12176152375290,3273,2285,2380,2880,389,,30599,30604
49155,,,3,blackhole,,110,110,,,176,2776,12176152413922,12176152417670,2178,12176152414581,12176152417521,2178,12176152414581,12176152417521,2163,1753,1751,275,412,,29107,29107
50179,,,3,blackhole,,32,110,,,170,1932,12176154835342,12176154837950,959,12176154836469,12176154837764,959,12176154836469,12176154837764,958,952,,,,,1791329,1791329
51203,,,3,blackhole,,32,110,,,164,1922,12176154934011,12176154936606,970,12176154935140,12176154936450,970,12176154935140,12176154936450,970,962,,,,,72103,72103
