Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
53.80,MatmulDeviceOperation (in0:width_sharded),290.14,5,Compute,40.21,49.27,45.37,4.41,45.29
7.86,ReduceScatterDeviceOperation (in0:dram_interleaved),42.38,2,DM,,,,,
7.48,AllGatherDeviceOperation (in0:dram_interleaved),40.35,2,Other,,,,,
5.79,RotaryEmbeddingDeviceOperation (in0:dram_interleaved),31.24,2,Other,,,,,
5.18,LayerNormDeviceOperation (in0:width_sharded),27.96,4,Compute,,,,,
4.73,LayerNormDeviceOperation (in0:dram_interleaved),25.51,3,Compute,,,,,
2.60,ShardedToInterleavedDeviceOperation (in0:width_sharded),14.01,8,DM,,,,,
2.58,InterleavedToShardedDeviceOperation (in0:dram_interleaved),13.91,10,DM,,,,,
2.30,BinaryNgDeviceOperation (in0:dram_interleaved),12.39,3,Compute,,,,,
1.77,SdpaDecodeDeviceOperation (in0:dram_interleaved),9.55,1,Other,,,,,
1.52,EmbeddingsDeviceOperation (in0:dram_interleaved),8.19,2,Compute,,,,,
1.29,NLPCreateQKVHeadsDecodeDeviceOperation (in0:l1_interleaved),6.95,1,Other,,,,,
0.98,BinaryNgDeviceOperation (in0:width_sharded),5.29,1,Compute,,,,,
0.93,PagedFusedUpdateCacheDeviceOperation (in0:dram_interleaved),5.01,1,Other,,,,,
0.51,ShardedToInterleavedDeviceOperation (in0:height_sharded),2.73,3,DM,,,,,
0.40,SliceDeviceOperation (in0:dram_interleaved),2.14,1,TM,,,,,
0.29,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),1.57,1,TM,,,,,
