Detected CSV format: v2.1 (with device arch and worker core count)
Using architecture from CSV: blackhole
Architecture: blackhole, Worker cores: 110
Warning: 'HOST START TS' column not found. CSV will not be sorted.
Using operations after 'PERF_PREFILL'.
Using operations until 'PERF_PREFILL_END'.
Detected data from 1 devices. Merging device data...

🚀 Performance Report 🚀
========================

ID   Total %  Bound  OP Code                                   Device   Device Time  Op-to-Op Gap  Cores  DRAM      DRAM %  FLOPs         FLOPs %  Math Fidelity
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------
681    0.1 %         UpdateKVCacheOperation                          0         4 μs          1 μs      4                                                 BFP8, BFP8 => BFP8
682    0.1 %         UpdateKVCacheOperation                          0         4 μs          1 μs      4                                                 BFP8, BFP8 => BFP8
683    0.0 %         SliceDeviceOperation                            0         2 μs          1 μs     32                                                       BF16 => BF16
684    0.0 %         SliceDeviceOperation                            0         2 μs          1 μs     32                                                       BF16 => BF16
685    0.0 %         TypecastDeviceOperation                         0         2 μs          1 μs     32                                                       BF16 => BFP8
686    0.0 %         TypecastDeviceOperation                         0         1 μs          1 μs     32                                                       BF16 => BFP8
687    0.1 %         UpdateKVCacheOperation                          0         4 μs          1 μs      4                                                 BFP8, BFP8 => BFP8
688    0.1 %         UpdateKVCacheOperation                          0         4 μs          1 μs      4                                                 BFP8, BFP8 => BFP8
689    0.0 %         SliceDeviceOperation                            0         2 μs          1 μs     32                                                       BF16 => BF16
690    0.0 %         SliceDeviceOperation                            0         2 μs          1 μs     32                                                       BF16 => BF16
691    0.0 %         TypecastDeviceOperation                         0         1 μs          2 μs     32                                                       BF16 => BFP8
692    0.1 %         TypecastDeviceOperation                         0         1 μs          3 μs     32                                                       BF16 => BFP8
693    0.1 %         UpdateKVCacheOperation                          0         4 μs          1 μs      4                                                 BFP8, BFP8 => BFP8
694    0.1 %         UpdateKVCacheOperation                          0         4 μs          1 μs      4                                                 BFP8, BFP8 => BFP8
695    0.0 %         SliceDeviceOperation                            0         2 μs          1 μs     32                                                       BF16 => BF16
696    0.0 %         SliceDeviceOperation                            0         2 μs          1 μs     32                                                       BF16 => BF16
697    0.0 %         TypecastDeviceOperation                         0         1 μs          2 μs     32                                                       BF16 => BFP8
698    0.1 %         TypecastDeviceOperation                         0         1 μs          3 μs     32                                                       BF16 => BFP8
699    0.1 %         UpdateKVCacheOperation                          0         4 μs          1 μs      4                                                 BFP8, BFP8 => BFP8
700    0.1 %         UpdateKVCacheOperation                          0         4 μs          1 μs      4                                                 BFP8, BFP8 => BFP8
701    0.0 %         SliceDeviceOperation                            0         2 μs          1 μs     32                                                       BF16 => BF16
702    0.0 %         SliceDeviceOperation                            0         2 μs          1 μs     32                                                       BF16 => BF16
703    0.0 %         TypecastDeviceOperation                         0         1 μs          2 μs     32                                                       BF16 => BFP8
704    0.1 %         TypecastDeviceOperation                         0         1 μs          3 μs     32                                                       BF16 => BFP8
705    0.1 %         UpdateKVCacheOperation                          0         4 μs          1 μs      4                                                 BFP8, BFP8 => BFP8
706    0.1 %         UpdateKVCacheOperation                          0         4 μs          1 μs      4                                                 BFP8, BFP8 => BFP8
707    0.0 %         SliceDeviceOperation                            0         2 μs          1 μs     32                                                       BF16 => BF16
708    0.0 %         SliceDeviceOperation                            0         2 μs          1 μs     32                                                       BF16 => BF16
709    0.0 %         TypecastDeviceOperation                         0         1 μs          2 μs     32                                                       BF16 => BFP8
710    0.1 %         TypecastDeviceOperation                         0         1 μs          3 μs     32                                                       BF16 => BFP8
711    0.1 %         UpdateKVCacheOperation                          0         4 μs          1 μs      4                                                 BFP8, BFP8 => BFP8
712    0.1 %         UpdateKVCacheOperation                          0         4 μs          2 μs      4                                                 BFP8, BFP8 => BFP8
713    0.0 %         SliceDeviceOperation                            0         2 μs          1 μs     32                                                       BF16 => BF16
714    0.0 %         SliceDeviceOperation                            0         2 μs          1 μs     32                                                       BF16 => BF16
715    0.0 %         TypecastDeviceOperation                         0         1 μs          2 μs     32                                                       BF16 => BFP8
716    0.1 %         TypecastDeviceOperation                         0         1 μs          3 μs     32                                                       BF16 => BFP8
717    0.1 %         UpdateKVCacheOperation                          0         4 μs          1 μs      4                                                 BFP8, BFP8 => BFP8
718    0.1 %         UpdateKVCacheOperation                          0         4 μs          1 μs      4                                                 BFP8, BFP8 => BFP8
719    0.0 %         SliceDeviceOperation                            0         2 μs          1 μs     32                                                       BF16 => BF16
720    0.0 %         SliceDeviceOperation                            0         2 μs          1 μs     32                                                       BF16 => BF16
721    0.0 %         TypecastDeviceOperation                         0         1 μs          2 μs     32                                                       BF16 => BFP8
722    0.1 %         TypecastDeviceOperation                         0         1 μs          3 μs     32                                                       BF16 => BFP8
723    0.1 %         UpdateKVCacheOperation                          0         4 μs          1 μs      4                                                 BFP8, BFP8 => BFP8
724    0.1 %         UpdateKVCacheOperation                          0         4 μs          1 μs      4                                                 BFP8, BFP8 => BFP8
725    0.0 %         SliceDeviceOperation                            0         2 μs          1 μs     32                                                       BF16 => BF16
726    0.0 %         SliceDeviceOperation                            0         2 μs          1 μs     32                                                       BF16 => BF16
727    0.0 %         TypecastDeviceOperation                         0         1 μs          2 μs     32                                                       BF16 => BFP8
728    0.1 %         TypecastDeviceOperation                         0         1 μs          3 μs     32                                                       BF16 => BFP8
729    0.1 %         UpdateKVCacheOperation                          0         4 μs          1 μs      4                                                 BFP8, BFP8 => BFP8
730    0.1 %         UpdateKVCacheOperation                          0         4 μs          1 μs      4                                                 BFP8, BFP8 => BFP8
731    0.0 %         SliceDeviceOperation                            0         2 μs          1 μs     32                                                       BF16 => BF16
732    0.0 %         SliceDeviceOperation                            0         2 μs          1 μs     32                                                       BF16 => BF16
733    0.0 %         TypecastDeviceOperation                         0         1 μs          2 μs     32                                                       BF16 => BFP8
734    0.1 %         TypecastDeviceOperation                         0         1 μs          3 μs     32                                                       BF16 => BFP8
735    0.1 %         UpdateKVCacheOperation                          0         4 μs          1 μs      4                                                 BFP8, BFP8 => BFP8
736    0.1 %         UpdateKVCacheOperation                          0         4 μs          2 μs      4                                                 BFP8, BFP8 => BFP8
737    0.0 %         SliceDeviceOperation                            0         2 μs          1 μs     32                                                       BF16 => BF16
738    0.0 %         SliceDeviceOperation                            0         2 μs          1 μs     32                                                       BF16 => BF16
739    0.0 %         TypecastDeviceOperation                         0         1 μs          2 μs     32                                                       BF16 => BFP8
740    0.1 %         TypecastDeviceOperation                         0         1 μs          3 μs     32                                                       BF16 => BFP8
741    0.1 %         UpdateKVCacheOperation                          0         4 μs          1 μs      4                                                 BFP8, BFP8 => BFP8
742    0.1 %         UpdateKVCacheOperation                          0         4 μs          1 μs      4                                                 BFP8, BFP8 => BFP8
743    0.0 %         SliceDeviceOperation                            0         2 μs          1 μs     32                                                       BF16 => BF16
744    0.0 %         SliceDeviceOperation                            0         2 μs          1 μs     32                                                       BF16 => BF16
745    0.0 %         TypecastDeviceOperation                         0         1 μs          2 μs     32                                                       BF16 => BFP8
746    0.1 %         TypecastDeviceOperation                         0         1 μs          3 μs     32                                                       BF16 => BFP8
747    0.1 %         UpdateKVCacheOperation                          0         4 μs          1 μs      4                                                 BFP8, BFP8 => BFP8
748    0.1 %         UpdateKVCacheOperation                          0         4 μs          1 μs      4                                                 BFP8, BFP8 => BFP8
749    0.0 %         SliceDeviceOperation                            0         2 μs          1 μs     32                                                       BF16 => BF16
750    0.0 %         SliceDeviceOperation                            0         2 μs          1 μs     32                                                       BF16 => BF16
751    0.0 %         TypecastDeviceOperation                         0         1 μs          2 μs     32                                                       BF16 => BFP8
752    0.1 %         TypecastDeviceOperation                         0         1 μs          3 μs     32                                                       BF16 => BFP8
753    0.1 %         UpdateKVCacheOperation                          0         4 μs          1 μs      4                                                 BFP8, BFP8 => BFP8
754    0.1 %         UpdateKVCacheOperation                          0         4 μs          1 μs      4                                                 BFP8, BFP8 => BFP8
755    0.0 %         SliceDeviceOperation                            0         1 μs          1 μs     32                                                       BF16 => BF16
756    0.2 %         SliceDeviceOperation                            0         1 μs         11 μs     32                                                       BF16 => BF16
757    0.1 %         TypecastDeviceOperation                         0         1 μs          5 μs     32                                                       BF16 => BFP8
758    0.1 %         TypecastDeviceOperation                         0         1 μs          5 μs     32                                                       BF16 => BFP8
759    0.1 %         UpdateKVCacheOperation                          0         4 μs          2 μs      4                                                 BFP8, BFP8 => BFP8
760    0.1 %         UpdateKVCacheOperation                          0         4 μs          2 μs      4                                                 BFP8, BFP8 => BFP8
761    0.2 %         SliceDeviceOperation                            0         1 μs         11 μs     32                                                       BF16 => BF16
762    0.1 %         SliceDeviceOperation                            0         1 μs          9 μs     32                                                       BF16 => BF16
763    0.1 %         TypecastDeviceOperation                         0         1 μs          5 μs     32                                                       BF16 => BFP8
764    0.1 %         TypecastDeviceOperation                         0         1 μs          5 μs     32                                                       BF16 => BFP8
765    0.1 %         UpdateKVCacheOperation                          0         4 μs          3 μs      4                                                 BFP8, BFP8 => BFP8
766    0.1 %         UpdateKVCacheOperation                          0         4 μs          1 μs      4                                                 BFP8, BFP8 => BFP8
767    0.2 %         SliceDeviceOperation                            0         1 μs         11 μs     32                                                       BF16 => BF16
768    0.1 %         SliceDeviceOperation                            0         1 μs         10 μs     32                                                       BF16 => BF16
769    0.1 %         TypecastDeviceOperation                         0         1 μs          6 μs     32                                                       BF16 => BFP8
770    0.1 %         TypecastDeviceOperation                         0         1 μs          4 μs     32                                                       BF16 => BFP8
771    0.1 %         UpdateKVCacheOperation                          0         4 μs          3 μs      4                                                 BFP8, BFP8 => BFP8
772    0.1 %         UpdateKVCacheOperation                          0         3 μs          2 μs      4                                                 BFP8, BFP8 => BFP8
773    0.2 %         SliceDeviceOperation                            0         1 μs         12 μs     32                                                       BF16 => BF16
774    0.1 %         SliceDeviceOperation                            0         1 μs         10 μs     32                                                       BF16 => BF16
775    0.1 %         TypecastDeviceOperation                         0         1 μs          5 μs     32                                                       BF16 => BFP8
776    0.1 %         TypecastDeviceOperation                         0         1 μs          5 μs     32                                                       BF16 => BFP8
777    0.1 %         UpdateKVCacheOperation                          0         4 μs          2 μs      4                                                 BFP8, BFP8 => BFP8
778    0.1 %         UpdateKVCacheOperation                          0         4 μs          2 μs      4                                                 BFP8, BFP8 => BFP8
779    0.2 %         SliceDeviceOperation                            0         1 μs         11 μs     32                                                       BF16 => BF16
780    0.1 %         SliceDeviceOperation                            0         1 μs          9 μs     32                                                       BF16 => BF16
781    0.1 %         TypecastDeviceOperation                         0         1 μs          6 μs     32                                                       BF16 => BFP8
782    0.1 %         TypecastDeviceOperation                         0         1 μs          5 μs     32                                                       BF16 => BFP8
783    0.1 %         UpdateKVCacheOperation                          0         4 μs          4 μs      4                                                 BFP8, BFP8 => BFP8
784    0.1 %         UpdateKVCacheOperation                          0         4 μs          2 μs      4                                                 BFP8, BFP8 => BFP8
785    0.2 %         SliceDeviceOperation                            0         1 μs         12 μs     32                                                       BF16 => BF16
786    0.1 %         SliceDeviceOperation                            0         1 μs          9 μs     32                                                       BF16 => BF16
787    0.1 %         TypecastDeviceOperation                         0         1 μs          7 μs     32                                                       BF16 => BFP8
788    0.1 %         TypecastDeviceOperation                         0         1 μs          4 μs     32                                                       BF16 => BFP8
789    0.1 %         UpdateKVCacheOperation                          0         4 μs          3 μs      4                                                 BFP8, BFP8 => BFP8
790    0.1 %         UpdateKVCacheOperation                          0         4 μs          1 μs      4                                                 BFP8, BFP8 => BFP8
791    0.2 %         SliceDeviceOperation                            0         1 μs         11 μs     32                                                       BF16 => BF16
792    0.1 %         SliceDeviceOperation                            0         1 μs         10 μs     32                                                       BF16 => BF16
793    0.1 %         TypecastDeviceOperation                         0         1 μs          5 μs     32                                                       BF16 => BFP8
794    0.1 %         TypecastDeviceOperation                         0         1 μs          5 μs     32                                                       BF16 => BFP8
795    0.1 %         UpdateKVCacheOperation                          0         4 μs          2 μs      4                                                 BFP8, BFP8 => BFP8
796    0.1 %         UpdateKVCacheOperation                          0         4 μs          1 μs      4                                                 BFP8, BFP8 => BFP8
797    0.2 %         SliceDeviceOperation                            0         1 μs         12 μs     32                                                       BF16 => BF16
798    0.1 %         SliceDeviceOperation                            0         1 μs          9 μs     32                                                       BF16 => BF16
799    0.1 %         TypecastDeviceOperation                         0         1 μs          6 μs     32                                                       BF16 => BFP8
800    0.1 %         TypecastDeviceOperation                         0         1 μs          4 μs     32                                                       BF16 => BFP8
801    0.1 %         UpdateKVCacheOperation                          0         4 μs          3 μs      4                                                 BFP8, BFP8 => BFP8
802    0.1 %         UpdateKVCacheOperation                          0         4 μs          2 μs      4                                                 BFP8, BFP8 => BFP8
803    0.2 %         SliceDeviceOperation                            0         1 μs         12 μs     32                                                       BF16 => BF16
804    0.1 %         SliceDeviceOperation                            0         1 μs          9 μs     32                                                       BF16 => BF16
805    0.1 %         TypecastDeviceOperation                         0         1 μs          5 μs     32                                                       BF16 => BFP8
806    0.1 %         TypecastDeviceOperation                         0         1 μs          5 μs     32                                                       BF16 => BFP8
807    0.1 %         UpdateKVCacheOperation                          0         4 μs          2 μs      4                                                 BFP8, BFP8 => BFP8
808    0.1 %         UpdateKVCacheOperation                          0         4 μs          2 μs      4                                                 BFP8, BFP8 => BFP8
809    0.2 %         SliceDeviceOperation                            0         1 μs         11 μs     32                                                       BF16 => BF16
810    0.1 %         SliceDeviceOperation                            0         1 μs          9 μs     32                                                       BF16 => BF16
811    0.1 %         TypecastDeviceOperation                         0         1 μs          5 μs     32                                                       BF16 => BFP8
812    0.1 %         TypecastDeviceOperation                         0         1 μs          5 μs     32                                                       BF16 => BFP8
813    0.1 %         UpdateKVCacheOperation                          0         4 μs          2 μs      4                                                 BFP8, BFP8 => BFP8
814    0.1 %         UpdateKVCacheOperation                          0         4 μs          2 μs      4                                                 BFP8, BFP8 => BFP8
815    0.2 %         SliceDeviceOperation                            0         1 μs         11 μs     32                                                       BF16 => BF16
816    0.1 %         SliceDeviceOperation                            0         1 μs          9 μs     32                                                       BF16 => BF16
817    0.1 %         TypecastDeviceOperation                         0         1 μs          6 μs     32                                                       BF16 => BFP8
818    0.1 %         TypecastDeviceOperation                         0         1 μs          4 μs     32                                                       BF16 => BFP8
819    0.1 %         UpdateKVCacheOperation                          0         4 μs          3 μs      4                                                 BFP8, BFP8 => BFP8
820    0.1 %         UpdateKVCacheOperation                          0         4 μs          1 μs      4                                                 BFP8, BFP8 => BFP8
821    0.2 %         SliceDeviceOperation                            0         1 μs         12 μs     32                                                       BF16 => BF16
822    0.1 %         SliceDeviceOperation                            0         1 μs         10 μs     32                                                       BF16 => BF16
823    0.1 %         TypecastDeviceOperation                         0         1 μs          5 μs     32                                                       BF16 => BFP8
824    0.1 %         TypecastDeviceOperation                         0         1 μs          5 μs     32                                                       BF16 => BFP8
825    0.1 %         UpdateKVCacheOperation                          0         4 μs          4 μs      4                                                 BFP8, BFP8 => BFP8
826    0.1 %         UpdateKVCacheOperation                          0         4 μs          2 μs      4                                                 BFP8, BFP8 => BFP8
827    0.2 %         SliceDeviceOperation                            0         1 μs         12 μs     32                                                       BF16 => BF16
828    0.1 %         SliceDeviceOperation                            0         1 μs          9 μs     32                                                       BF16 => BF16
829    0.1 %         TypecastDeviceOperation                         0         1 μs          5 μs     32                                                       BF16 => BFP8
830    0.1 %         TypecastDeviceOperation                         0         1 μs          5 μs     32                                                       BF16 => BFP8
831    0.1 %         UpdateKVCacheOperation                          0         4 μs          2 μs      4                                                 BFP8, BFP8 => BFP8
832    0.1 %         UpdateKVCacheOperation                          0         4 μs          2 μs      4                                                 BFP8, BFP8 => BFP8
833    0.2 %         SliceDeviceOperation                            0         1 μs         11 μs     32                                                       BF16 => BF16
834    0.1 %         SliceDeviceOperation                            0         1 μs          9 μs     32                                                       BF16 => BF16
835    0.1 %         TypecastDeviceOperation                         0         1 μs          6 μs     32                                                       BF16 => BFP8
836    0.1 %         TypecastDeviceOperation                         0         1 μs          5 μs     32                                                       BF16 => BFP8
837    0.1 %         UpdateKVCacheOperation                          0         4 μs          2 μs      4                                                 BFP8, BFP8 => BFP8
838    0.1 %         UpdateKVCacheOperation                          0         4 μs          2 μs      4                                                 BFP8, BFP8 => BFP8
839    0.2 %         SliceDeviceOperation                            0         1 μs         10 μs     32                                                       BF16 => BF16
840    0.1 %         SliceDeviceOperation                            0         1 μs         10 μs     32                                                       BF16 => BF16
841    0.1 %         TypecastDeviceOperation                         0         1 μs          5 μs     32                                                       BF16 => BFP8
842    0.1 %         TypecastDeviceOperation                         0         1 μs          6 μs     32                                                       BF16 => BFP8
843    0.1 %         UpdateKVCacheOperation                          0         4 μs          2 μs      4                                                 BFP8, BFP8 => BFP8
844    0.1 %         UpdateKVCacheOperation                          0         4 μs          2 μs      4                                                 BFP8, BFP8 => BFP8
845    0.2 %         SliceDeviceOperation                            0         1 μs         12 μs     32                                                       BF16 => BF16
846    0.2 %         SliceDeviceOperation                            0         1 μs         12 μs     32                                                       BF16 => BF16
847    0.1 %         TypecastDeviceOperation                         0         1 μs         10 μs     32                                                       BF16 => BFP8
848    0.1 %         TypecastDeviceOperation                         0         1 μs          7 μs     32                                                       BF16 => BFP8
849    0.1 %         UpdateKVCacheOperation                          0         4 μs          3 μs      4                                                 BFP8, BFP8 => BFP8
850    0.1 %         UpdateKVCacheOperation                          0         4 μs          2 μs      4                                                 BFP8, BFP8 => BFP8
851    1.2 %         SDPAOperation                                   0        65 μs         22 μs     64                                                 BF16, BF16 => BF16
852    0.6 %         NLPConcatHeadsDeviceOperation                   0        44 μs          1 μs     32                                                       BF16 => BF16
853    1.2 %         ReshapeViewDeviceOperation                      0        90 μs          0 μs    110                                                       BF16 => BF16
854    0.7 %   SLOW  MatmulDeviceOperation 544 x 3072 x 3072         0        54 μs          1 μs     99  210 GB/s  41.0 %  189.1 TFLOPs   34.5 %  LoFi BF16 x BFP4 => BF16
855    0.3 %         BinaryNgDeviceOperation                         0        23 μs          1 μs    110                                                 BF16, BF16 => BF16
856    0.4 %         LayerNormDeviceOperation                        0        31 μs          1 μs     17                                                 BF16, BF16 => BF16
857    4.5 %   SLOW  MatmulDeviceOperation 544 x 3072 x 23040        0       335 μs          1 μs     99  190 GB/s  37.2 %  229.6 TFLOPs   41.9 %  LoFi BF16 x BFP4 => BF16
858    4.5 %   SLOW  MatmulDeviceOperation 544 x 3072 x 23040        0       336 μs          1 μs     99  190 GB/s  37.1 %  229.3 TFLOPs   41.9 %  LoFi BF16 x BFP4 => BF16
859    2.7 %         BinaryNgDeviceOperation                         0       199 μs          1 μs    110                                                 BF16, BF16 => BF16
860    4.3 %   SLOW  MatmulDeviceOperation 544 x 23040 x 3072        0       321 μs          0 μs     99  199 GB/s  38.8 %  239.7 TFLOPs   43.8 %  LoFi BF16 x BFP4 => BF16
861    0.3 %         BinaryNgDeviceOperation                         0        23 μs          1 μs    110                                                 BF16, BF16 => BF16
862    1.5 %         ReshapeViewDeviceOperation                      0       112 μs          0 μs    110                                                       BF16 => BF16
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     100.0 %         430 device ops, 0 host ops, 0 signposts               5,377 μs      2,058 μs          82 GB/s  16.0 %

💡 Advice 💡
============

High Op-to-Op Gap
----------------
434    0.6 %         LayerNormDeviceOperation                        0        31 μs         11 μs     17                                                 BF16, BF16 => BF16
435    1.8 %   SLOW  MatmulDeviceOperation 544 x 3072 x 5120         0        84 μs         47 μs     99  200 GB/s  39.0 %  203.6 TFLOPs   37.2 %  LoFi BF16 x BFP4 => BF16
480    0.2 %         SliceDeviceOperation                            0         1 μs         13 μs     32                                                       BF16 => BF16
481    0.2 %         SliceDeviceOperation                            0         1 μs         11 μs     32                                                       BF16 => BF16
486    0.3 %         SliceDeviceOperation                            0         1 μs         18 μs     32                                                       BF16 => BF16
487    0.1 %         SliceDeviceOperation                            0         1 μs         10 μs     32                                                       BF16 => BF16
492    0.2 %         SliceDeviceOperation                            0         1 μs         17 μs     32                                                       BF16 => BF16
493    0.2 %         SliceDeviceOperation                            0         1 μs         11 μs     32                                                       BF16 => BF16
498    0.3 %         SliceDeviceOperation                            0         1 μs         19 μs     32                                                       BF16 => BF16
499    0.2 %         SliceDeviceOperation                            0         1 μs         10 μs     32                                                       BF16 => BF16
500    0.1 %         TypecastDeviceOperation                         0         1 μs          7 μs     32                                                       BF16 => BFP8
504    0.2 %         SliceDeviceOperation                            0         1 μs         16 μs     32                                                       BF16 => BF16
505    0.2 %         SliceDeviceOperation                            0         1 μs         11 μs     32                                                       BF16 => BF16
510    0.2 %         SliceDeviceOperation                            0         1 μs         17 μs     32                                                       BF16 => BF16
511    0.2 %         SliceDeviceOperation                            0         1 μs         11 μs     32                                                       BF16 => BF16
516    0.3 %         SliceDeviceOperation                            0         1 μs         18 μs     32                                                       BF16 => BF16
517    0.1 %         SliceDeviceOperation                            0         1 μs         10 μs     32                                                       BF16 => BF16
522    0.2 %         SliceDeviceOperation                            0         1 μs         16 μs     32                                                       BF16 => BF16
523    0.1 %         SliceDeviceOperation                            0         1 μs         10 μs     32                                                       BF16 => BF16
528    0.2 %         SliceDeviceOperation                            0         1 μs         17 μs     32                                                       BF16 => BF16
529    0.2 %         SliceDeviceOperation                            0         1 μs         10 μs     32                                                       BF16 => BF16
534    0.2 %         SliceDeviceOperation                            0         1 μs         17 μs     32                                                       BF16 => BF16
535    0.1 %         SliceDeviceOperation                            0         1 μs          9 μs     32                                                       BF16 => BF16
540    0.2 %         SliceDeviceOperation                            0         1 μs         16 μs     32                                                       BF16 => BF16
541    0.2 %         SliceDeviceOperation                            0         1 μs         10 μs     32                                                       BF16 => BF16
544    0.5 %         UpdateKVCacheOperation                          0         4 μs         33 μs      4                                                 BFP8, BFP8 => BFP8
546    0.2 %         SliceDeviceOperation                            0         1 μs         16 μs     32                                                       BF16 => BF16
547    0.2 %         SliceDeviceOperation                            0         1 μs         10 μs     32                                                       BF16 => BF16
552    0.2 %         SliceDeviceOperation                            0         1 μs         17 μs     32                                                       BF16 => BF16
553    0.2 %         SliceDeviceOperation                            0         1 μs         10 μs     32                                                       BF16 => BF16
558    0.2 %         SliceDeviceOperation                            0         1 μs         17 μs     32                                                       BF16 => BF16
559    0.1 %         SliceDeviceOperation                            0         1 μs         10 μs     32                                                       BF16 => BF16
564    0.3 %         SliceDeviceOperation                            0         1 μs         19 μs     32                                                       BF16 => BF16
565    0.2 %         SliceDeviceOperation                            0         1 μs         10 μs     32                                                       BF16 => BF16
570    0.2 %         SliceDeviceOperation                            0         1 μs         17 μs     32                                                       BF16 => BF16
571    0.1 %         SliceDeviceOperation                            0         1 μs         10 μs     32                                                       BF16 => BF16
576    0.2 %         SliceDeviceOperation                            0         1 μs         17 μs     32                                                       BF16 => BF16
577    0.2 %         SliceDeviceOperation                            0         1 μs         17 μs     32                                                       BF16 => BF16
582    0.2 %         SliceDeviceOperation                            0         1 μs         17 μs     32                                                       BF16 => BF16
583    0.1 %         SliceDeviceOperation                            0         1 μs         10 μs     32                                                       BF16 => BF16
584    0.1 %         TypecastDeviceOperation                         0         1 μs          7 μs     32                                                       BF16 => BFP8
588    0.2 %         SliceDeviceOperation                            0         1 μs         17 μs     32                                                       BF16 => BF16
589    0.2 %         SliceDeviceOperation                            0         1 μs         10 μs     32                                                       BF16 => BF16
594    0.2 %         SliceDeviceOperation                            0         1 μs         17 μs     32                                                       BF16 => BF16
595    0.2 %         SliceDeviceOperation                            0         1 μs         10 μs     32                                                       BF16 => BF16
600    0.3 %         SliceDeviceOperation                            0         1 μs         19 μs     32                                                       BF16 => BF16
601    0.1 %         SliceDeviceOperation                            0         1 μs          9 μs     32                                                       BF16 => BF16
606    0.3 %         SliceDeviceOperation                            0         1 μs         18 μs     32                                                       BF16 => BF16
607    0.1 %         SliceDeviceOperation                            0         1 μs          9 μs     32                                                       BF16 => BF16
612    0.3 %         SliceDeviceOperation                            0         1 μs         18 μs     32                                                       BF16 => BF16
613    0.2 %         SliceDeviceOperation                            0         1 μs         12 μs     32                                                       BF16 => BF16
618    0.2 %         SliceDeviceOperation                            0         1 μs         17 μs     32                                                       BF16 => BF16
619    0.1 %         SliceDeviceOperation                            0         1 μs         10 μs     32                                                       BF16 => BF16
624    0.2 %         SliceDeviceOperation                            0         1 μs         16 μs     32                                                       BF16 => BF16
625    0.1 %         SliceDeviceOperation                            0         1 μs         10 μs     32                                                       BF16 => BF16
630    0.2 %         SliceDeviceOperation                            0         1 μs         16 μs     32                                                       BF16 => BF16
631    0.1 %         SliceDeviceOperation                            0         1 μs         10 μs     32                                                       BF16 => BF16
636    1.3 %         SDPAOperation                                   0        64 μs         35 μs     64                                                 BF16, BF16 => BF16
648    2.0 %         ReshapeViewDeviceOperation                      0        91 μs         58 μs    110                                                       BF16 => BF16
756    0.2 %         SliceDeviceOperation                            0         1 μs         11 μs     32                                                       BF16 => BF16
761    0.2 %         SliceDeviceOperation                            0         1 μs         11 μs     32                                                       BF16 => BF16
762    0.1 %         SliceDeviceOperation                            0         1 μs          9 μs     32                                                       BF16 => BF16
767    0.2 %         SliceDeviceOperation                            0         1 μs         11 μs     32                                                       BF16 => BF16
768    0.1 %         SliceDeviceOperation                            0         1 μs         10 μs     32                                                       BF16 => BF16
773    0.2 %         SliceDeviceOperation                            0         1 μs         12 μs     32                                                       BF16 => BF16
774    0.1 %         SliceDeviceOperation                            0         1 μs         10 μs     32                                                       BF16 => BF16
779    0.2 %         SliceDeviceOperation                            0         1 μs         11 μs     32                                                       BF16 => BF16
780    0.1 %         SliceDeviceOperation                            0         1 μs          9 μs     32                                                       BF16 => BF16
785    0.2 %         SliceDeviceOperation                            0         1 μs         12 μs     32                                                       BF16 => BF16
786    0.1 %         SliceDeviceOperation                            0         1 μs          9 μs     32                                                       BF16 => BF16
787    0.1 %         TypecastDeviceOperation                         0         1 μs          7 μs     32                                                       BF16 => BFP8
791    0.2 %         SliceDeviceOperation                            0         1 μs         11 μs     32                                                       BF16 => BF16
792    0.1 %         SliceDeviceOperation                            0         1 μs         10 μs     32                                                       BF16 => BF16
797    0.2 %         SliceDeviceOperation                            0         1 μs         12 μs     32                                                       BF16 => BF16
798    0.1 %         SliceDeviceOperation                            0         1 μs          9 μs     32                                                       BF16 => BF16
803    0.2 %         SliceDeviceOperation                            0         1 μs         12 μs     32                                                       BF16 => BF16
804    0.1 %         SliceDeviceOperation                            0         1 μs          9 μs     32                                                       BF16 => BF16
809    0.2 %         SliceDeviceOperation                            0         1 μs         11 μs     32                                                       BF16 => BF16
810    0.1 %         SliceDeviceOperation                            0         1 μs          9 μs     32                                                       BF16 => BF16
815    0.2 %         SliceDeviceOperation                            0         1 μs         11 μs     32                                                       BF16 => BF16
816    0.1 %         SliceDeviceOperation                            0         1 μs          9 μs     32                                                       BF16 => BF16
821    0.2 %         SliceDeviceOperation                            0         1 μs         12 μs     32                                                       BF16 => BF16
822    0.1 %         SliceDeviceOperation                            0         1 μs         10 μs     32                                                       BF16 => BF16
827    0.2 %         SliceDeviceOperation                            0         1 μs         12 μs     32                                                       BF16 => BF16
828    0.1 %         SliceDeviceOperation                            0         1 μs          9 μs     32                                                       BF16 => BF16
833    0.2 %         SliceDeviceOperation                            0         1 μs         11 μs     32                                                       BF16 => BF16
834    0.1 %         SliceDeviceOperation                            0         1 μs          9 μs     32                                                       BF16 => BF16
839    0.2 %         SliceDeviceOperation                            0         1 μs         10 μs     32                                                       BF16 => BF16
840    0.1 %         SliceDeviceOperation                            0         1 μs         10 μs     32                                                       BF16 => BF16
845    0.2 %         SliceDeviceOperation                            0         1 μs         12 μs     32                                                       BF16 => BF16
846    0.2 %         SliceDeviceOperation                            0         1 μs         12 μs     32                                                       BF16 => BF16
847    0.1 %         TypecastDeviceOperation                         0         1 μs         10 μs     32                                                       BF16 => BFP8
