Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
24.67,LayerNormDeviceOperation (in0:dram_interleaved),298.75,7,Compute,,,,,
18.29,SparseMatmulDeviceOperation (in0:l1_interleaved),221.54,3,Compute,8.58,19.31,15.73,6.19,16.95
10.46,MatmulDeviceOperation (in0:dram_interleaved),126.63,2,Compute,3.48,11.27,7.38,5.51,5.76
8.29,MatmulDeviceOperation (in0:width_sharded),100.45,3,Compute,33.50,42.83,37.63,4.76,39.28
5.53,TransposeDeviceOperation (in0:l1_interleaved),66.98,4,TM,,,,,
5.49,LayerNormDeviceOperation (in0:l1_interleaved),66.55,4,Compute,,,,,
4.77,RotaryEmbeddingHfDeviceOperation (in0:dram_interleaved),57.80,2,Other,,,,,
4.61,UnaryDeviceOperation (in0:l1_interleaved),55.88,4,Compute,,,,,
4.49,SdpaDecodeDeviceOperation (in0:height_sharded),54.41,1,Other,,,,,
2.15,NLPCreateQKVHeadsDecodeDeviceOperation (in0:dram_interleaved),25.98,1,Other,,,,,
2.03,TopKDeviceOperation (in0:dram_interleaved),24.60,1,Other,,,,,
1.75,BinaryNgDeviceOperation (in0:dram_interleaved),21.26,8,Compute,,,,,
0.89,PagedUpdateCacheDeviceOperation (in0:dram_interleaved),10.81,2,DM,,,,,
0.71,TransposeDeviceOperation (in0:dram_interleaved),8.58,4,TM,,,,,
0.67,InterleavedToShardedDeviceOperation (in0:dram_interleaved),8.14,7,DM,,,,,
0.56,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),6.80,4,TM,,,,,
0.55,BinaryNgDeviceOperation (in0:l1_interleaved),6.67,2,Compute,,,,,
0.52,ShardedToInterleavedDeviceOperation (in0:width_sharded),6.31,4,DM,,,,,
0.46,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),5.59,1,TM,,,,,
0.45,SliceDeviceOperation (in0:dram_interleaved),5.42,5,TM,,,,,
0.44,SoftmaxDeviceOperation (in0:dram_interleaved),5.29,1,Compute,,,,,
0.40,TypecastDeviceOperation (in0:dram_interleaved),4.82,3,TM,,,,,
0.33,FillPadDeviceOperation (in0:dram_interleaved),3.94,1,TM,,,,,
0.28,ReshapeViewDeviceOperation (in0:dram_interleaved),3.39,1,Other,,,,,
0.25,ScatterDeviceOperation (in0:dram_interleaved),3.06,1,Other,,,,,
0.23,UnaryDeviceOperation (in0:dram_interleaved),2.77,2,Compute,,,,,
0.22,ShardedToInterleavedDeviceOperation (in0:height_sharded),2.64,3,DM,,,,,
0.21,ReduceDeviceOperation (in0:l1_interleaved),2.48,1,Compute,,,,,
0.19,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),2.29,1,TM,,,,,
0.11,CopyDeviceOperation (in0:dram_interleaved),1.31,1,DM,,,,,
