ID,Total %,Bound,OP Code,Device,Device Time,Op-to-Op Gap,Cores,DRAM,DRAM %,FLOPs,FLOPs %,Math Fidelity,Output Datatype,Input 0 Datatype,Input 1 Datatype,DRAM Sharded,Input 0 Memory,Inner Dim Block Size,Output Subblock H,Output Subblock W,Global Call Count,Advice,Raw OP Code
1253,0.19865167831794164,,LayerNormDeviceOperation,0,26.247,,2,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_3_DRAM_INTERLEAVED,,,,1278976.0,,LayerNormDeviceOperation
1254,0.7860088427886951,DRAM,MatmulDeviceOperation 64 x 2048 x 9216,0,59.144,44.708,96.0,343.5033139456242,67.09049100500472,40.8480844041661,15.389933420502878,HiFi2 BF16 x BFP8 => BF16,BFLOAT16,BFLOAT16,BFLOAT8_B,False,DEV_3_DRAM_INTERLEAVED,2,2,3,1280000.0,Try a DRAM-sharded program config (MatmulMultiCoreReuseMultiCastDRAMShardedProgramConfig) to improve throughput further • If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy,MatmulDeviceOperation
1255,0.04984645686752635,,SliceDeviceOperation,0,6.042,0.544,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1281024.0,,SliceDeviceOperation
1256,0.09935989762479287,,SliceDeviceOperation,0,1.03,12.098,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1282048.0,,SliceDeviceOperation
1257,0.1765212440815847,,SliceDeviceOperation,0,1.067,22.256,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1283072.0,,SliceDeviceOperation
1258,0.7887562256983385,,ReshapeViewDeviceOperation,0,70.626,33.589,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1284096.0,,ReshapeViewDeviceOperation
1259,0.028064175837350085,,SliceDeviceOperation,0,3.244,0.464,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1285120.0,,SliceDeviceOperation
1260,0.0291767523875363,,SliceDeviceOperation,0,3.379,0.476,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1286144.0,,SliceDeviceOperation
1261,0.5236905390274446,,ReshapeViewDeviceOperation,0,58.654,10.539,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1287168.0,,ReshapeViewDeviceOperation
1262,0.059519061160981955,,TransposeDeviceOperation,0,7.372,0.492,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1288192.0,,TransposeDeviceOperation
1263,0.07857666492539606,,ReshapeViewDeviceOperation,0,7.563,2.819,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1289216.0,,ReshapeViewDeviceOperation
1264,0.2018228999133704,,TransposeDeviceOperation,0,3.61,23.056,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1290240.0,,TransposeDeviceOperation
1265,0.1179558199636195,,ReshapeViewDeviceOperation,0,7.436,8.149,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1291264.0,,ReshapeViewDeviceOperation
1266,0.11854616670453463,,TransposeDeviceOperation,0,3.207,12.456,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1292288.0,,TransposeDeviceOperation
1267,0.34775964168677503,,LayerNormDeviceOperation,0,7.698,38.25,32,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_3_DRAM_INTERLEAVED,,,,1293312.0,,LayerNormDeviceOperation
1268,0.14888847547798026,,LayerNormDeviceOperation,0,6.036,13.636,4,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_3_DRAM_INTERLEAVED,,,,1294336.0,,LayerNormDeviceOperation
1269,0.23283880945529611,,SliceDeviceOperation,0,1.918,28.846,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1295360.0,,SliceDeviceOperation
1270,0.31997550212396164,,SliceDeviceOperation,0,3.13,39.147,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1296384.0,,SliceDeviceOperation
1271,0.2444111192868248,,RotaryEmbeddingDeviceOperation,0,4.925,27.368,32,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_3_DRAM_INTERLEAVED,,,,1297408.0,,RotaryEmbeddingDeviceOperation
1272,0.2002486419375967,,SliceDeviceOperation,0,1.234,25.224,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1298432.0,,SliceDeviceOperation
1273,0.38131101479545165,,ConcatDeviceOperation,0,3.394,46.987,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_3_DRAM_INTERLEAVED,,,,1299456.0,,ConcatDeviceOperation
