GLOBAL CALL COUNT,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,DEVICE ID,DEVICE ARCH,OP NAME,CORE COUNT,AVAILABLE WORKER CORE COUNT,DEVICE TRACE FIRMWARE DURATION [ns],DEVICE TRACE KERNEL DURATION [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE FW DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,DEVICE KERNEL DURATION [ns],DEVICE KERNEL START CYCLE,DEVICE KERNEL END CYCLE,DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DM START CYCLE,DEVICE KERNEL DM END CYCLE,DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns]
1027,,,3,blackhole,,90,110,,,411,170373,14106811114815,14106811344819,163724,14106811123636,14106811344664,163721,14106811123641,14106811344664,163720,162185,162295,149031,162486,,0,0
2051,,,3,blackhole,,91,110,,,244,160616,14106839163161,14106839379992,148316,14106839179617,14106839379844,148316,14106839179617,14106839379844,148313,146873,146986,133792,147184,,20618443,20618443
3075,,,3,blackhole,,64,110,,,137,4346,14106846289138,14106846295005,3340,14106846290348,14106846294857,3340,14106846290348,14106846294857,3339,2941,2961,222,3004,,5118892,5118892
4099,,,3,blackhole,,96,110,,,237,121156,14106859010547,14106859174108,120113,14106859011806,14106859173959,120113,14106859011807,14106859173959,120105,118969,119016,105672,119201,,9419936,9419995
5123,,,3,blackhole,,96,110,,,223,120510,14106863967476,14106864130164,119459,14106863968749,14106864130018,119458,14106863968750,14106864130018,119458,118259,118312,104286,118490,,3551711,3551704
6147,,,3,blackhole,,96,110,,,210,64556,14106876084338,14106876171489,63495,14106876085614,14106876171332,63495,14106876085614,14106876171332,63492,49375,50648,50527,50921,,8856023,8856023
7171,,,3,blackhole,,108,110,,,461,180975,14106909319842,14106909564158,172331,14106909331363,14106909564010,172331,14106909331363,14106909564010,172325,170790,170894,157226,171105,,24562970,24562970
8195,,,3,blackhole,,64,110,,,143,80604,14107324268597,14107324377413,79607,14107324269803,14107324377272,79606,14107324269804,14107324377272,79605,79210,79237,71950,79279,,307190763,307189763
9219,,,3,blackhole,,32,110,,,110,7721,14107330816842,14107330827266,6760,14107330817994,14107330827120,6760,14107330817994,14107330827120,6760,4887,4950,205,5038,,4770905,4770905
10243,,,3,blackhole,,32,110,,,108,7644,14107331050234,14107331060554,6682,14107331051382,14107331060403,6681,14107331051383,14107331060403,6681,4905,4938,210,5056,,166114,166109
11267,,,3,blackhole,,32,110,,,337,38831,14107337335628,14107337388050,37893,14107337336743,14107337387898,37893,14107337336743,14107337387898,37893,24651,36990,36931,37306,,4649191,4649191
