Detected CSV format: v2.1 (with device arch and worker core count)
Using architecture from CSV: blackhole
Architecture: blackhole, Worker cores: 110
Sorting CSV by 'HOST START TS' column...
Using operations after 'OPT_PREFILL_B32'.
Using operations until 'OPT_PREFILL_B32_END'.
Detected data from 1 devices. Merging device data...

🚀 Performance Report 🚀
========================

ID     Total %  Bound  OP Code                                            Device   Device Time  Op-to-Op Gap  Cores  DRAM     DRAM %  FLOPs         FLOPs %  Math Fidelity
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 1162    0.7 %         LayerNormDeviceOperation                                 3       151 μs                  110                                                BF16, BF16 => BF16
 1163    8.6 %   SLOW  MatmulDeviceOperation b={32} x 128 x 3072 x 9216         3     1,967 μs          0 μs     64  58 GB/s  11.4 %  117.9 TFLOPs   33.3 %  LoFi BF16 x BFP4 => BF16
 1164    1.6 %         NlpCreateHeadsDeviceOperation                            3       363 μs          1 μs    110                                                      BF16 => BF16
 1165    0.4 %         SliceDeviceOperation                                     3        92 μs          0 μs    110                                                      BF16 => BF16
 1166    0.8 %         UntilizeDeviceOperation                                  3       171 μs          1 μs    108                                                      BF16 => BF16
 1167    2.8 %         SliceDeviceOperation                                     3       628 μs          1 μs    110                                                      BF16 => BF16
 1168    1.3 %         TilizeWithValPaddingDeviceOperation                      3       297 μs          0 μs    108                                                      BF16 => BF16
 1169    0.4 %         UnaryDeviceOperation                                     3        87 μs          0 μs    110                                                      BF16 => BF16
 1170    1.5 %         UntilizeWithUnpaddingDeviceOperation                     3       338 μs          1 μs    108                                                      BF16 => BF16
 1171    1.5 %         UntilizeWithUnpaddingDeviceOperation                     3       338 μs          0 μs    108                                                      BF16 => BF16
 1172    2.4 %         PermuteDeviceOperation                                   3       547 μs          0 μs    110                                                      BF16 => BF16
 1173    2.4 %         PermuteDeviceOperation                                   3       550 μs          1 μs    110                                                      BF16 => BF16
 1174    1.6 %         ConcatDeviceOperation                                    3       370 μs          1 μs    110                                                BF16, BF16 => BF16
 1175    3.9 %         PermuteDeviceOperation                                   3       882 μs          0 μs    110                                                      BF16 => BF16
 1176    1.3 %         TilizeWithValPaddingDeviceOperation                      3       293 μs          1 μs    108                                                      BF16 => BF16
 1177    0.0 %         TilizeDeviceOperation                                    3         3 μs          1 μs      4                                                      BF16 => BF16
 1178    0.9 %         BinaryNgDeviceOperation                                  3       201 μs          0 μs    110                                                BF16, BF16 => BF16
 1179    0.0 %         TilizeDeviceOperation                                    3         2 μs          1 μs      4                                                      BF16 => BF16
 1180    0.9 %         BinaryNgDeviceOperation                                  3       202 μs          0 μs    110                                                BF16, BF16 => BF16
 1181    0.8 %         BinaryNgDeviceOperation                                  3       181 μs          0 μs    110                                                BF16, BF16 => BF16
 1182    0.4 %         SliceDeviceOperation                                     3        92 μs          0 μs    110                                                      BF16 => BF16
 1183    0.8 %         UntilizeDeviceOperation                                  3       174 μs          1 μs    108                                                      BF16 => BF16
 1184    2.8 %         SliceDeviceOperation                                     3       626 μs          1 μs    110                                                      BF16 => BF16
 1185    1.3 %         TilizeWithValPaddingDeviceOperation                      3       297 μs          0 μs    108                                                      BF16 => BF16
 1186    0.4 %         UnaryDeviceOperation                                     3        88 μs          1 μs    110                                                      BF16 => BF16
 1187    1.5 %         UntilizeWithUnpaddingDeviceOperation                     3       338 μs          1 μs    108                                                      BF16 => BF16
 1188    1.5 %         UntilizeWithUnpaddingDeviceOperation                     3       338 μs          1 μs    108                                                      BF16 => BF16
 1189    2.4 %         PermuteDeviceOperation                                   3       548 μs          0 μs    110                                                      BF16 => BF16
 1190    2.4 %         PermuteDeviceOperation                                   3       550 μs          1 μs    110                                                      BF16 => BF16
 1191    1.6 %         ConcatDeviceOperation                                    3       370 μs          1 μs    110                                                BF16, BF16 => BF16
 1192    3.9 %         PermuteDeviceOperation                                   3       884 μs          1 μs    110                                                      BF16 => BF16
 1193    1.3 %         TilizeWithValPaddingDeviceOperation                      3       286 μs          1 μs    108                                                      BF16 => BF16
 1194    0.0 %         TilizeDeviceOperation                                    3         2 μs          1 μs      4                                                      BF16 => BF16
 1195    0.9 %         BinaryNgDeviceOperation                                  3       199 μs          0 μs    110                                                BF16, BF16 => BF16
 1196    0.0 %         TilizeDeviceOperation                                    3         2 μs          1 μs      4                                                      BF16 => BF16
 1197    0.9 %         BinaryNgDeviceOperation                                  3       200 μs          0 μs    110                                                BF16, BF16 => BF16
 1198    0.8 %         BinaryNgDeviceOperation                                  3       182 μs          0 μs    110                                                BF16, BF16 => BF16
 1199    0.0 %         SliceDeviceOperation                                     3         5 μs          1 μs    110                                                      BF16 => BF16
 1200    0.0 %         SliceDeviceOperation                                     3         5 μs          0 μs    110                                                      BF16 => BF16
 1201    0.0 %         TypecastDeviceOperation                                  3         5 μs          0 μs    110                                                      BF16 => BFP8
 1202    0.0 %         TypecastDeviceOperation                                  3         5 μs          0 μs    110                                                      BF16 => BFP8
 1203    0.0 %         PagedFillCacheDeviceOperation                            3         3 μs          1 μs    110                                                BFP8, BFP8 => BFP8
 1204    0.0 %         PagedFillCacheDeviceOperation                            3         3 μs          1 μs    110                                                BFP8, BFP8 => BFP8
 1205    0.0 %         SliceDeviceOperation                                     3         5 μs          1 μs    110                                                      BF16 => BF16
 1206    0.0 %         SliceDeviceOperation                                     3         5 μs          1 μs    110                                                      BF16 => BF16
