ID,Total %,Bound,OP Code,Device,Device Time,Op-to-Op Gap,Cores,DRAM,DRAM %,FLOPs,FLOPs %,Math Fidelity,Output Datatype,Input 0 Datatype,Input 1 Datatype,DRAM Sharded,Input 0 Memory,Inner Dim Block Size,Output Subblock H,Output Subblock W,Global Call Count,Advice,Raw OP Code
1253,0.2972655116803731,,LayerNormDeviceOperation,0,26.171,,2,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_3_DRAM_INTERLEAVED,,,,1278976.0,,LayerNormDeviceOperation
1254,1.237574560587484,DRAM,MatmulDeviceOperation 64 x 2048 x 9216,0,58.759,50.196,96.0,345.75401215132996,67.53008049830663,41.11572872240848,15.490771153733421,HiFi2 BF16 x BFP8 => BF16,BFLOAT16,BFLOAT16,BFLOAT8_B,False,DEV_3_DRAM_INTERLEAVED,2,2,3,1280000.0,Try a DRAM-sharded program config (MatmulMultiCoreReuseMultiCastDRAMShardedProgramConfig) to improve throughput further • If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy,MatmulDeviceOperation
1255,0.07593213654744922,,SliceDeviceOperation,0,6.154,0.531,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1281024.0,,SliceDeviceOperation
1256,0.1649720794637476,,SliceDeviceOperation,0,1.034,13.49,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1282048.0,,SliceDeviceOperation
1257,0.26530245524888135,,SliceDeviceOperation,0,1.054,22.303,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1283072.0,,SliceDeviceOperation
1258,1.1809293003089305,,ReshapeViewDeviceOperation,0,71.741,32.227,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1284096.0,,ReshapeViewDeviceOperation
1259,0.04149290872218879,,SliceDeviceOperation,0,3.194,0.459,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1285120.0,,SliceDeviceOperation
1260,0.043423868065953386,,SliceDeviceOperation,0,3.356,0.467,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1286144.0,,SliceDeviceOperation
1261,0.8393880267344728,,ReshapeViewDeviceOperation,0,58.309,15.59,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1287168.0,,ReshapeViewDeviceOperation
1262,0.085950407966275,,TransposeDeviceOperation,0,7.075,0.492,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1288192.0,,TransposeDeviceOperation
1263,0.10780432430394025,,ReshapeViewDeviceOperation,0,7.276,2.215,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1289216.0,,ReshapeViewDeviceOperation
1264,0.2960501431522389,,TransposeDeviceOperation,0,3.282,22.782,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1290240.0,,TransposeDeviceOperation
1265,0.17913623417947971,,ReshapeViewDeviceOperation,0,7.33,8.441,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1291264.0,,ReshapeViewDeviceOperation
1266,0.19699192881711472,,TransposeDeviceOperation,0,3.23,14.113,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1292288.0,,TransposeDeviceOperation
1267,0.49206523371309624,,LayerNormDeviceOperation,0,7.932,35.389,32,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_3_DRAM_INTERLEAVED,,,,1293312.0,,LayerNormDeviceOperation
1268,0.20092199901089444,,LayerNormDeviceOperation,0,6.026,11.663,4,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_3_DRAM_INTERLEAVED,,,,1294336.0,,LayerNormDeviceOperation
1269,0.3559325999776917,,SliceDeviceOperation,0,1.912,29.424,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1295360.0,,SliceDeviceOperation
1270,0.4848752498036668,,SliceDeviceOperation,0,2.757,39.931,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1296384.0,,SliceDeviceOperation
1271,0.368540628634037,,RotaryEmbeddingDeviceOperation,0,5.11,27.336,32,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_3_DRAM_INTERLEAVED,,,,1297408.0,,RotaryEmbeddingDeviceOperation
1272,0.3059434701429387,,SliceDeviceOperation,0,1.239,25.696,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1298432.0,,SliceDeviceOperation
1273,0.5621590578917512,,ConcatDeviceOperation,0,3.536,45.956,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_3_DRAM_INTERLEAVED,,,,1299456.0,,ConcatDeviceOperation
1274,0.24282381677058631,,SliceDeviceOperation,0,1.171,20.207,8,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1300480.0,,SliceDeviceOperation
1275,0.28856483604905725,,SliceDeviceOperation,0,0.978,24.427,24,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1301504.0,,SliceDeviceOperation
1276,0.24918462402063443,,RotaryEmbeddingDeviceOperation,0,4.352,17.586,4,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_3_DRAM_INTERLEAVED,,,,1302528.0,,RotaryEmbeddingDeviceOperation
1277,0.18771196538266954,,SliceDeviceOperation,0,0.859,15.667,8,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1303552.0,,SliceDeviceOperation
