Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
31.05,MatmulDeviceOperation (in0:width_sharded),170.12,3,Compute,47.31,51.24,49.21,1.97,49.16
25.92,MatmulDeviceOperation (in0:dram_interleaved),142.00,2,Compute,6.68,8.24,7.46,1.10,7.75
7.80,ReduceScatterDeviceOperation (in0:dram_interleaved),42.73,2,DM,,,,,
7.49,AllGatherDeviceOperation (in0:dram_interleaved),41.05,2,Other,,,,,
5.09,LayerNormDeviceOperation (in0:width_sharded),27.87,4,Compute,,,,,
3.17,RotaryEmbeddingDeviceOperation (in0:dram_interleaved),17.34,2,Other,,,,,
3.11,LayerNormDeviceOperation (in0:dram_interleaved),17.02,3,Compute,,,,,
2.53,BinaryNgDeviceOperation (in0:width_sharded),13.87,1,Compute,,,,,
2.27,BinaryNgDeviceOperation (in0:dram_interleaved),12.46,3,Compute,,,,,
2.20,PagedUpdateCacheDeviceOperation (in0:dram_interleaved),12.07,2,DM,,,,,
1.99,ShardedToInterleavedDeviceOperation (in0:width_sharded),10.90,6,DM,,,,,
1.84,InterleavedToShardedDeviceOperation (in0:dram_interleaved),10.09,8,DM,,,,,
1.70,SdpaDecodeDeviceOperation (in0:dram_interleaved),9.34,1,Other,,,,,
1.38,NLPCreateQKVHeadsDecodeDeviceOperation (in0:l1_interleaved),7.54,1,Other,,,,,
1.13,EmbeddingsDeviceOperation (in0:dram_interleaved),6.20,2,Compute,,,,,
0.40,CopyDeviceOperation (in0:dram_interleaved),2.21,1,DM,,,,,
0.37,ShardedToInterleavedDeviceOperation (in0:height_sharded),2.03,3,DM,,,,,
0.31,SliceDeviceOperation (in0:dram_interleaved),1.71,1,TM,,,,,
0.25,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),1.37,1,TM,,,,,
