Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
56.44,MatmulDeviceOperation (in0:width_sharded),271.94,4,Compute,41.12,54.28,47.19,6.70,48.33
6.49,RotaryEmbeddingDeviceOperation (in0:dram_interleaved),31.27,2,Other,,,,,
5.80,LayerNormDeviceOperation (in0:width_sharded),27.96,4,Compute,,,,,
5.33,LayerNormDeviceOperation (in0:dram_interleaved),25.69,3,Compute,,,,,
5.08,AllReduceAsyncDeviceOperation (in0:width_sharded),24.50,2,Other,,,,,
3.67,InterleavedToShardedDeviceOperation (in0:dram_interleaved),17.66,12,DM,,,,,
3.30,ShardedToInterleavedDeviceOperation (in0:width_sharded),15.88,9,DM,,,,,
2.54,BinaryNgDeviceOperation (in0:dram_interleaved),12.23,3,Compute,,,,,
2.01,SdpaDecodeDeviceOperation (in0:dram_interleaved),9.70,1,Other,,,,,
1.67,EmbeddingsDeviceOperation (in0:dram_interleaved),8.07,2,Compute,,,,,
1.45,NLPCreateQKVHeadsDecodeDeviceOperation (in0:l1_interleaved),6.97,1,Other,,,,,
1.33,SliceDeviceOperation (in0:dram_interleaved),6.38,3,TM,,,,,
1.05,PagedFusedUpdateCacheDeviceOperation (in0:dram_interleaved),5.05,1,Other,,,,,
0.95,TypecastDeviceOperation (in0:dram_interleaved),4.60,2,TM,,,,,
0.64,ReshardDeviceOperation (in0:width_sharded),3.09,2,DM,,,,,
0.57,ShardedToInterleavedDeviceOperation (in0:height_sharded),2.76,3,DM,,,,,
0.53,UnaryDeviceOperation (in0:dram_interleaved),2.55,1,Compute,,,,,
0.45,BinaryNgDeviceOperation (in0:width_sharded),2.16,1,Compute,,,,,
0.37,TypecastDeviceOperation (in0:width_sharded),1.80,1,TM,,,,,
0.33,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),1.57,1,TM,,,,,
