ID,Total %,Bound,OP Code,Device,Device Time,Op-to-Op Gap,Cores,DRAM,DRAM %,FLOPs,FLOPs %,Math Fidelity,Output Datatype,Input 0 Datatype,Input 1 Datatype,DRAM Sharded,Input 0 Memory,Inner Dim Block Size,Output Subblock H,Output Subblock W,Global Call Count,Advice,Raw OP Code
20079,3.151470874143219,SLOW,MatmulDeviceOperation 32 x 2048 x 6176,3,49.521,,97.0,266.0443852103148,51.9617939863896,16.346614002140505,6.095261640498411,HiFi2 BF16 x BFP8 => BF16,BFLOAT16,BFLOAT16,BFLOAT8_B,False,DEV_8_DRAM_INTERLEAVED,2,1,2,6546435.0,If possible place input 0 in L1 (currently in DEV_8_DRAM_INTERLEAVED) • in0_block_w=2 and output subblock 1x2 look good 🤷 • If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy,MatmulDeviceOperation
20081,0.14426979406075563,,SliceDeviceOperation,3,1.735,0.532,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_8_DRAM_INTERLEAVED,,,,6548483.0,,SliceDeviceOperation
20084,0.16889811796967152,,SliceDeviceOperation,3,1.153,1.501,1,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_8_DRAM_INTERLEAVED,,,,6551555.0,,SliceDeviceOperation
20088,0.22630056801060736,,BinaryNgDeviceOperation,3,3.059,0.497,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_2_DRAM_INTERLEAVED,,,,6555651.0,,BinaryNgDeviceOperation
20089,0.27466626871028726,,BinaryNgDeviceOperation,3,3.851,0.465,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_2_DRAM_INTERLEAVED,,,,6556675.0,,BinaryNgDeviceOperation
20090,0.2598383631010433,,BinaryNgDeviceOperation,3,3.547,0.536,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_2_DRAM_INTERLEAVED,,,,6557699.0,,BinaryNgDeviceOperation
20098,0.41365401914199884,,SliceDeviceOperation,3,1.264,5.236,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_8_DRAM_INTERLEAVED,,,,6565891.0,,SliceDeviceOperation
20105,0.1479608606930996,,ConcatDeviceOperation,3,1.713,0.612,16,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_8_DRAM_INTERLEAVED,,,,6573059.0,,ConcatDeviceOperation
20107,0.718548850789586,,ReshapeViewDeviceOperation,3,10.678,0.613,4,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_8_DRAM_INTERLEAVED,,,,6575107.0,,ReshapeViewDeviceOperation
20110,0.18945354076703547,,ReshapeViewDeviceOperation,3,2.44,0.537,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_8_DRAM_INTERLEAVED,,,,6578179.0,,ReshapeViewDeviceOperation
