Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
79.44,MatmulDeviceOperation (in0:dram_interleaved),20213.41,48,Compute,4.18,7.11,5.04,1.16,4.53
16.63,SdpaDecodeDeviceOperation (in0:height_sharded),4230.95,8,Compute,,,,,
1.63,LayerNormDeviceOperation (in0:width_sharded),415.55,32,Compute,,,,,
0.63,BinaryNgDeviceOperation (in0:dram_interleaved),160.01,16,Compute,,,,,
0.40,NLPCreateQKVHeadsDecodeDeviceOperation (in0:l1_interleaved),102.39,8,Other,,,,,
0.27,ShardedToInterleavedDeviceOperation (in0:width_sharded),68.59,32,DM,,,,,
0.24,InterleavedToShardedDeviceOperation (in0:dram_interleaved),59.98,32,DM,,,,,
0.23,LayerNormDeviceOperation (in0:l1_interleaved),59.46,16,Compute,,,,,
0.23,PagedUpdateCacheDeviceOperation (in0:dram_interleaved),58.99,16,DM,,,,,
0.13,BinaryNgDeviceOperation (in0:width_sharded),32.87,16,Compute,,,,,
0.06,SliceDeviceOperation (in0:dram_interleaved),15.26,8,TM,,,,,
0.04,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),10.52,8,TM,,,,,
0.04,ShardedToInterleavedDeviceOperation (in0:height_sharded),8.96,16,DM,,,,,
0.03,InterleavedToShardedDeviceOperation (in0:l1_interleaved),7.85,16,DM,,,,,
