Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
82.30,MatmulDeviceOperation (in0:dram_interleaved),8240.11,5,Compute,3.39,19.63,12.28,5.84,13.27
5.97,BinaryNgDeviceOperation (in0:dram_interleaved),598.11,4,Compute,,,,,
4.07,RepeatDeviceOperation (in0:dram_interleaved),407.37,1,Other,,,,,
2.68,SliceDeviceOperation (in0:dram_interleaved),268.30,4,TM,,,,,
2.00,FastReduceNCDeviceOperation (in0:dram_interleaved),199.81,1,Other,,,,,
0.66,NlpCreateHeadsDeviceOperation (in0:dram_interleaved),65.90,1,TM,,,,,
0.54,NLPConcatHeadsDeviceOperation (in0:dram_interleaved),54.07,1,TM,,,,,
0.38,RotaryEmbeddingDeviceOperation (in0:dram_interleaved),38.09,2,Other,,,,,
0.28,SDPAOperation (in0:dram_interleaved),28.10,1,Compute,,,,,
0.26,LayerNormDeviceOperation (in0:dram_interleaved),26.22,1,Compute,,,,,
0.25,TopKDeviceOperation (in0:dram_interleaved),24.99,1,Other,,,,,
0.19,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),18.91,2,TM,,,,,
0.18,ReshapeViewDeviceOperation (in0:dram_interleaved),18.10,1,Other,,,,,
0.06,ScatterDeviceOperation (in0:dram_interleaved),5.88,1,Other,,,,,
0.05,UnaryDeviceOperation (in0:dram_interleaved),4.88,2,Compute,,,,,
0.05,UntilizeDeviceOperation (in0:dram_interleaved),4.71,1,TM,,,,,
0.04,PagedFillCacheDeviceOperation (in0:dram_interleaved),4.03,2,Other,,,,,
0.02,TransposeDeviceOperation (in0:dram_interleaved),2.16,1,TM,,,,,
0.02,TilizeDeviceOperation (in0:dram_interleaved),2.02,1,TM,,,,,
