Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
34.45,MatmulDeviceOperation (in0:width_sharded),2147.89,40,Compute,44.02,52.36,49.61,3.20,50.85
30.74,SdpaDecodeDeviceOperation (in0:height_sharded),1916.62,10,Other,,,,,
6.14,PagedFusedUpdateCacheDeviceOperation (in0:dram_interleaved),383.03,10,Other,,,,,
5.86,UntilizeWithUnpaddingDeviceOperation (in0:l1_interleaved),365.24,40,TM,,,,,
3.48,NLPCreateQKVHeadsDecodeDeviceOperation (in0:width_sharded),217.18,10,Other,,,,,
2.26,TilizeWithValPaddingDeviceOperation (in0:l1_interleaved),140.90,40,TM,,,,,
2.10,BinaryNgDeviceOperation (in0:height_sharded),130.75,60,Compute,,,,,
2.04,LayerNormDeviceOperation (in0:width_sharded),127.29,20,Compute,,,,,
1.65,ConcatDeviceOperation (in0:l1_interleaved),102.74,20,TM,,,,,
1.29,TransposeDeviceOperation (in0:dram_interleaved),80.34,20,TM,,,,,
1.17,BinaryNgDeviceOperation (in0:dram_interleaved),72.67,10,Compute,,,,,
1.02,UntilizeDeviceOperation (in0:height_sharded),63.86,20,TM,,,,,
1.01,SliceDeviceOperation (in0:dram_interleaved),63.03,20,TM,,,,,
0.88,InterleavedToShardedDeviceOperation (in0:dram_interleaved),55.01,40,DM,,,,,
0.85,SliceDeviceOperation (in0:l1_interleaved),53.12,20,TM,,,,,
0.80,EmbeddingsDeviceOperation (in0:dram_interleaved),49.60,20,Compute,,,,,
0.77,UnaryDeviceOperation (in0:dram_interleaved),48.18,10,Compute,,,,,
0.74,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),46.26,10,TM,,,,,
0.62,ShardedToInterleavedDeviceOperation (in0:width_sharded),38.95,10,DM,,,,,
0.54,BinaryNgDeviceOperation (in0:width_sharded),33.64,20,Compute,,,,,
0.41,SliceDeviceOperation (in0:height_sharded),25.25,20,TM,,,,,
0.39,UnaryDeviceOperation (in0:l1_interleaved),24.41,20,Compute,,,,,
0.32,InterleavedToShardedDeviceOperation (in0:l1_interleaved),20.05,20,DM,,,,,
0.20,ReshardDeviceOperation (in0:width_sharded),12.47,10,DM,,,,,
0.14,TypecastDeviceOperation (in0:dram_interleaved),9.00,10,TM,,,,,
0.13,ReshardDeviceOperation (in0:height_sharded),8.12,10,DM,,,,,
