define,register_file,addr32,shamt,mask,setter,value,function,condition,file,line,target_expression,resolution,invocation
ADDR_MOD_PACK_SEC1_YsrcCR,Thread,38,4,0x10,TTI_SETC16,pack_val(),set,unconditional; target-select: addr_mod_pack_reg_addr[mod_index],tt_llk_blackhole/common/inc/ckernel_addrmod.h,192,addr_mod_pack_reg_addr[mod_index],resolved,"TTI_SETC16(addr_mod_pack_reg_addr[mod_index], pack_val())"
ADDR_MOD_PACK_SEC1_YsrcClear,Thread,38,5,0x20,TTI_SETC16,pack_val(),set,unconditional; target-select: addr_mod_pack_reg_addr[mod_index],tt_llk_blackhole/common/inc/ckernel_addrmod.h,192,addr_mod_pack_reg_addr[mod_index],resolved,"TTI_SETC16(addr_mod_pack_reg_addr[mod_index], pack_val())"
ADDR_MOD_PACK_SEC1_YsrcIncr,Thread,38,0,0xf,TTI_SETC16,pack_val(),set,unconditional; target-select: addr_mod_pack_reg_addr[mod_index],tt_llk_blackhole/common/inc/ckernel_addrmod.h,192,addr_mod_pack_reg_addr[mod_index],resolved,"TTI_SETC16(addr_mod_pack_reg_addr[mod_index], pack_val())"
ADDR_MOD_PACK_SEC1_ZdstClear,Thread,38,15,0x8000,TTI_SETC16,pack_val(),set,unconditional; target-select: addr_mod_pack_reg_addr[mod_index],tt_llk_blackhole/common/inc/ckernel_addrmod.h,192,addr_mod_pack_reg_addr[mod_index],resolved,"TTI_SETC16(addr_mod_pack_reg_addr[mod_index], pack_val())"
ADDR_MOD_PACK_SEC1_ZdstIncr,Thread,38,14,0x4000,TTI_SETC16,pack_val(),set,unconditional; target-select: addr_mod_pack_reg_addr[mod_index],tt_llk_blackhole/common/inc/ckernel_addrmod.h,192,addr_mod_pack_reg_addr[mod_index],resolved,"TTI_SETC16(addr_mod_pack_reg_addr[mod_index], pack_val())"
ADDR_MOD_PACK_SEC1_ZsrcClear,Thread,38,13,0x2000,TTI_SETC16,pack_val(),set,unconditional; target-select: addr_mod_pack_reg_addr[mod_index],tt_llk_blackhole/common/inc/ckernel_addrmod.h,192,addr_mod_pack_reg_addr[mod_index],resolved,"TTI_SETC16(addr_mod_pack_reg_addr[mod_index], pack_val())"
ADDR_MOD_PACK_SEC1_ZsrcIncr,Thread,38,12,0x1000,TTI_SETC16,pack_val(),set,unconditional; target-select: addr_mod_pack_reg_addr[mod_index],tt_llk_blackhole/common/inc/ckernel_addrmod.h,192,addr_mod_pack_reg_addr[mod_index],resolved,"TTI_SETC16(addr_mod_pack_reg_addr[mod_index], pack_val())"
ADDR_MOD_PACK_SEC2_YdstCR,Thread,39,10,0x400,TTI_SETC16,pack_val(),set,unconditional; target-select: addr_mod_pack_reg_addr[mod_index],tt_llk_blackhole/common/inc/ckernel_addrmod.h,192,addr_mod_pack_reg_addr[mod_index],resolved,"TTI_SETC16(addr_mod_pack_reg_addr[mod_index], pack_val())"
ADDR_MOD_PACK_SEC2_YdstClear,Thread,39,11,0x800,TTI_SETC16,pack_val(),set,unconditional; target-select: addr_mod_pack_reg_addr[mod_index],tt_llk_blackhole/common/inc/ckernel_addrmod.h,192,addr_mod_pack_reg_addr[mod_index],resolved,"TTI_SETC16(addr_mod_pack_reg_addr[mod_index], pack_val())"
ADDR_MOD_PACK_SEC2_YdstIncr,Thread,39,6,0x3c0,TTI_SETC16,pack_val(),set,unconditional; target-select: addr_mod_pack_reg_addr[mod_index],tt_llk_blackhole/common/inc/ckernel_addrmod.h,192,addr_mod_pack_reg_addr[mod_index],resolved,"TTI_SETC16(addr_mod_pack_reg_addr[mod_index], pack_val())"
