timestamp,model,label,batch,in_ch,out_ch,H,W,filter,stride,shard,abh,fp32_accum,bias,mode,per_core_M,per_core_N,sbm,trm,used,median_ns,min_ns,max_ns,n,spread_pct,pcc,status
2026-06-05T17:34:42,stable_diffusion,SMOKE_B_SD_320<-16_64x64,2,16,320,64,64,3,1,HS,64,true,true,helper_trm,2,10,1x2,2x2,2x2,53530,53530,53530,1,0.0,0.999996227057186,ok
2026-06-05T18:07:51,resnet50,VERIFY_RN50_L3_256_BS_real,8,256,256,14,14,3,1,BS,none,false,true,main,7,1,7x1,7x1,7x1,,,,0,,,FATAL
2026-06-05T18:08:09,resnet50,VERIFY_RN50_L3_256_BS_real,8,256,256,14,14,3,1,BS,none,false,true,helper_sbm,7,1,7x1,7x1,7x1,,,,0,,,FATAL
2026-06-05T18:10:25,resnet50,VERIFY_RN50_L3_256_BS_real,8,256,256,14,14,3,1,BS,none,false,true,main,7,1,7x1,7x1,7x1,95926,95851,96001,2,0.2,0.9998608206748699,ok
2026-06-05T18:10:46,resnet50,VERIFY_RN50_L3_256_BS_real,8,256,256,14,14,3,1,BS,none,false,true,helper_sbm,7,1,7x1,7x1,7x1,88122,88085,88159,2,0.1,0.9998608206748699,ok
2026-06-05T18:14:46,resnet50,rn50_L1_64<-64_56x56_s1_HS,20,64,64,56,56,3,1,HS,,false,true,main,31,2,1x2,1x2,1x2,96456,96426,96486,2,0.1,0.9998773557271555,ok
2026-06-05T18:15:06,resnet50,rn50_L1_64<-64_56x56_s1_HS,20,64,64,56,56,3,1,HS,,false,true,helper_sbm,31,2,1x2,1x2,1x2,96052,95985,96119,2,0.1,0.9998773557271555,ok
2026-06-05T18:15:27,resnet50,rn50_L2a_128<-128_56x56_s2_HS,20,128,128,56,56,3,2,HS,,false,true,main,8,4,2x4,8x1,2x4,58342,58325,58358,2,0.1,0.9998659506306756,ok
2026-06-05T18:15:47,resnet50,rn50_L2a_128<-128_56x56_s2_HS,20,128,128,56,56,3,2,HS,,false,true,helper_sbm,8,4,2x4,8x1,2x4,57902,57871,57932,2,0.1,0.9998659506306756,ok
2026-06-05T18:16:07,resnet50,rn50_L2b_128<-128_28x28_s1_HS,20,128,128,28,28,3,1,HS,,false,true,main,8,4,2x4,8x1,2x4,58374,58368,58381,2,0.0,0.9998639588619391,ok
2026-06-05T18:16:25,resnet50,rn50_L2b_128<-128_28x28_s1_HS,20,128,128,28,28,3,1,HS,,false,true,helper_sbm,8,4,2x4,8x1,2x4,57773,57757,57789,2,0.1,0.9998639588619391,ok
2026-06-05T18:16:46,resnet50,rn50_L3a_256<-256_28x28_s2_BS,20,256,256,28,28,3,2,BS,,false,true,main,16,1,8x1,8x1,8x1,191232,190952,191513,2,0.3,0.9998615079857229,ok
2026-06-05T18:17:05,resnet50,rn50_L3a_256<-256_28x28_s2_BS,20,256,256,28,28,3,2,BS,,false,true,helper_sbm,16,1,8x1,8x1,8x1,189586,188002,191169,2,1.7,0.9998615079857229,ok
