timestamp,model,label,batch,in_ch,out_ch,H,W,filter,stride,shard,abh,fp32_accum,bias,mode,per_core_M,per_core_N,sbm,trm,used,median_ns,min_ns,max_ns,n,spread_pct,pcc,status
2026-06-05T19:20:09,resnet50,SMOKE_BH_rn50_L1,20,64,64,56,56,3,1,HS,none,false,true,main,18,2,3x2,6x1,3x2,25774,25774,25774,1,0.0,0.9998773557271555,ok
2026-06-05T19:20:21,resnet50,SMOKE_BH_rn50_L1,20,64,64,56,56,3,1,HS,none,false,true,helper_sbm,18,2,3x2,6x1,3x2,25521,25521,25521,1,0.0,0.9998773557271555,ok
2026-06-05T19:21:02,resnet50,rn50_L1_64<-64_56x56_s1_HS,20,64,64,56,56,3,1,HS,,false,true,main,18,2,3x2,6x1,3x2,25754,25730,25777,2,0.2,0.9998773557271555,ok
2026-06-05T19:21:25,resnet50,rn50_L1_64<-64_56x56_s1_HS,20,64,64,56,56,3,1,HS,,false,true,helper_sbm,18,2,3x2,6x1,3x2,25512,25498,25527,2,0.1,0.9998773557271555,ok
2026-06-05T19:21:48,resnet50,rn50_L2a_128<-128_56x56_s2_HS,20,128,128,56,56,3,2,HS,,false,true,main,5,4,1x4,5x1,1x4,20424,20381,20468,2,0.4,0.9998659506306756,ok
2026-06-05T19:22:11,resnet50,rn50_L2a_128<-128_56x56_s2_HS,20,128,128,56,56,3,2,HS,,false,true,helper_sbm,5,4,1x4,5x1,1x4,20082,20064,20100,2,0.2,0.9998659506306756,ok
2026-06-05T19:22:33,resnet50,rn50_L2b_128<-128_28x28_s1_HS,20,128,128,28,28,3,1,HS,,false,true,main,5,4,1x4,5x1,1x4,20401,20384,20418,2,0.2,0.9998639588619391,ok
2026-06-05T19:22:54,resnet50,rn50_L2b_128<-128_28x28_s1_HS,20,128,128,28,28,3,1,HS,,false,true,helper_sbm,5,4,1x4,5x1,1x4,20084,20082,20087,2,0.0,0.9998639588619391,ok
2026-06-05T19:23:18,resnet50,rn50_L3a_256<-256_28x28_s2_BS,20,256,256,28,28,3,2,BS,,false,true,main,13,1,1x1,1x1,1x1,102627,102609,102645,2,0.0,0.999855953152251,ok
2026-06-05T19:23:41,resnet50,rn50_L3a_256<-256_28x28_s2_BS,20,256,256,28,28,3,2,BS,,false,true,helper_sbm,13,1,1x1,1x1,1x1,100488,100487,100490,2,0.0,0.999855953152251,ok
2026-06-05T19:24:04,resnet50,rn50_L3b_256<-256_14x14_s1_BS,20,256,256,14,14,3,1,BS,,false,true,main,13,1,1x1,1x1,1x1,102781,102766,102796,2,0.0,0.9998569843394857,ok
2026-06-05T19:24:25,resnet50,rn50_L3b_256<-256_14x14_s1_BS,20,256,256,14,14,3,1,BS,,false,true,helper_sbm,13,1,1x1,1x1,1x1,100470,100468,100472,2,0.0,0.9998569843394857,ok
2026-06-05T19:24:49,resnet50,rn50_L4a_512<-512_14x14_s2_BS,20,512,512,14,14,3,2,BS,,false,true,main,4,2,4x2,4x2,4x2,69916,69916,69916,2,0.0,0.9998531294269348,ok
2026-06-05T19:25:11,resnet50,rn50_L4a_512<-512_14x14_s2_BS,20,512,512,14,14,3,2,BS,,false,true,helper_sbm,4,2,4x2,4x2,4x2,62633,62590,62676,2,0.1,0.9998531294269348,ok
2026-06-05T19:25:34,resnet50,rn50_L4b_512<-512_7x7_s1_BS,20,512,512,7,7,3,1,BS,,false,true,main,4,2,4x2,4x2,4x2,69941,69930,69952,2,0.0,0.999854020156493,ok
2026-06-05T19:25:55,resnet50,rn50_L4b_512<-512_7x7_s1_BS,20,512,512,7,7,3,1,BS,,false,true,helper_sbm,4,2,4x2,4x2,4x2,62610,62592,62627,2,0.1,0.999854020156493,ok
2026-06-05T19:26:18,resnet50,rn50_DS1_256<-64_56x56_1x1s2_HS,20,64,256,56,56,1,2,HS,,false,true,main,5,8,1x8,1x8,1x8,5615,5611,5619,2,0.1,0.9999114394267676,ok
2026-06-05T19:26:41,resnet50,rn50_DS1_256<-64_56x56_1x1s2_HS,20,64,256,56,56,1,2,HS,,false,true,helper_sbm,5,8,1x8,1x8,1x8,5694,5681,5706,2,0.4,0.9999114394267676,ok
2026-06-05T19:27:05,resnet50,rn50_DS2_1024<-512_28x28_1x1s2_BS,20,512,1024,28,28,1,2,BS,,false,true,main,13,3,1x3,1x3,1x3,34649,34648,34650,2,0.0,0.9998763895221982,ok
2026-06-05T19:27:27,resnet50,rn50_DS2_1024<-512_28x28_1x1s2_BS,20,512,1024,28,28,1,2,BS,,false,true,helper_sbm,13,3,1x3,1x3,1x3,35069,35056,35082,2,0.1,0.9998763895221982,ok
2026-06-05T19:27:50,resnet50,rn50_DS3_2048<-1024_14x14_1x1s2_BS,20,1024,2048,14,14,1,2,BS,,false,true,main,4,6,1x6,4x2,1x6,27212,27195,27230,2,0.1,0.9998718315137599,ok
2026-06-05T19:28:14,resnet50,rn50_DS3_2048<-1024_14x14_1x1s2_BS,20,1024,2048,14,14,1,2,BS,,false,true,helper_sbm,4,6,1x6,4x2,1x6,25201,25178,25224,2,0.2,0.9998718315137599,ok
2026-06-05T19:28:38,resnet50,rn50_stem_64<-16_115x115_4x4s1_HS,16,16,64,115,115,4,1,HS,256,false,true,main,8,2,4x2,8x1,4x2,81166,81157,81174,2,0.0,0.9998881814618187,ok
2026-06-05T19:29:01,resnet50,rn50_stem_64<-16_115x115_4x4s1_HS,16,16,64,115,115,4,1,HS,256,false,true,helper_sbm,8,2,4x2,8x1,4x2,81177,81172,81182,2,0.0,0.9998881814618187,ok
2026-06-05T19:29:26,sdxl_unet,sdxl_384<-1152_128x128_s1,1,1152,384,128,128,3,1,BS,none,false,true,main,52,2,4x2,4x2,4x2,,,,0,,,OOM
2026-06-05T19:29:50,sdxl_unet,sdxl_384<-1152_128x128_s1,1,1152,384,128,128,3,1,BS,none,false,true,helper_sbm,52,2,4x2,4x2,4x2,,,,0,,,OOM
2026-06-05T19:30:14,sdxl_unet,sdxl_768<-1152_64x64_s1,1,1152,768,64,64,3,1,BS,none,false,true,main,13,3,1x3,1x3,1x3,576810,576787,576834,2,0.0,0.9967778981364203,ok
2026-06-05T19:30:37,sdxl_unet,sdxl_768<-1152_64x64_s1,1,1152,768,64,64,3,1,BS,none,false,true,helper_sbm,13,3,1x3,1x3,1x3,570264,570170,570359,2,0.0,0.9967778981364203,ok
2026-06-05T19:31:03,sdxl_unet,sdxl_1536<-1536_16x16_s1,1,1536,1536,16,16,3,1,BS,none,false,true,main,1,5,1x5,1x5,1x5,188876,188843,188910,2,0.0,0.9949579078592198,ok
2026-06-05T19:31:28,sdxl_unet,sdxl_1536<-1536_16x16_s1,1,1536,1536,16,16,3,1,BS,none,false,true,helper_sbm,1,5,1x5,1x5,1x5,188180,188163,188198,2,0.0,0.9949579078592198,ok
