file	line	function	category	heavy_lifting	variant	loop_depth	loop_vars	sig	arg0	arg1	arg2	flow	sync_bucket	sync_seq	sync_style	shape	region_stats
ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/kernels/moreh_layer_norm_backward_input_grad_large_kernel.cpp	177	pack_tile_with_dt	ttnn-op:moreh	sfpu-unary	pack_tile	2	wt,ncht	pack_tile(V,V)	dst0	cb_dycopy		copy→sfpu-tile→pack	modern[CWR]	CWPR	modern	modern-canonical/single	P1_F0_If4_L41
ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/kernels/moreh_layer_norm_backward_input_grad_large_kernel.cpp	210	pack_tile_with_dt	ttnn-op:moreh	sfpu-unary	pack_tile	2	wt,ncht	pack_tile(V,V)	dst0	cb_dycopy		copy→sfpu-tile→pack	modern[ACWR]	ACWPR	modern	modern-canonical/single	P1_F0_If2_L29
ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/kernels/moreh_layer_norm_backward_input_grad_large_kernel.cpp	228	pack_tile_with_dt	ttnn-op:moreh	copy	pack_tile	2	wt,ncht	pack_tile(V,V)	dst0	cb_dyadd		copy→pack	modern[ACWR]	CWPRACWPRA	modern	modern-canonical/single	P1_F0_If0_L12
ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/kernels/moreh_layer_norm_backward_input_grad_large_kernel.cpp	242	pack_tile_with_dt	ttnn-op:moreh	eltwise-fpu-binary	pack_tile	2	wt,ncht	pack_tile(V,V)	dst0	cb_dyadd		eltwise-binary→pack	modern[ACWR]	ACWPRACWPR	modern	modern-canonical/single	P1_F0_If0_L14
ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/kernels/moreh_layer_norm_backward_input_grad_large_kernel.cpp	262	pack_tile_with_dt	ttnn-op:moreh	eltwise-fpu-binary	pack_tile	2	wt,ncht	pack_tile(V,V)	dst0	cb_ydy		eltwise-binary→pack	modern[ACWR]	CWPRACWPR	modern	modern-canonical/single	P1_F0_If0_L15
ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/kernels/moreh_layer_norm_backward_input_grad_large_kernel.cpp	280	pack_tile_with_dt	ttnn-op:moreh	copy	pack_tile	0		pack_tile(V,V)	dst0	cb_ydyadd		copy→pack	modern[ACWR]	CWPRACWPRA	modern	modern-canonical/single	P1_F0_If0_L14
ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/kernels/moreh_layer_norm_backward_input_grad_large_kernel.cpp	296	pack_tile_with_dt	ttnn-op:moreh	eltwise-fpu-binary	pack_tile	0		pack_tile(V,V)	dst0	cb_ydyadd		eltwise-binary→pack	modern[ACWR]	ACWPRACWPR	modern	modern-canonical/single	P1_F0_If0_L16
ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/kernels/moreh_layer_norm_backward_input_grad_large_kernel.cpp	331	pack_tile_with_dt	ttnn-op:moreh	eltwise-fpu-bcast	pack_tile	0		pack_tile(V,V)	dst0	cb_recip_nrstd		eltwise-bcast→pack	modern[ACWR]	ACWPR	modern	modern-canonical/single	P1_F0_If1_L17
ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/kernels/moreh_layer_norm_backward_input_grad_large_kernel.cpp	382	pack_tile_with_dt	ttnn-op:moreh	sfpu-unary	pack_tile	1	wt	pack_tile(V,V)	dst0	cb_dycopy		copy→sfpu-tile→pack	modern[CWR]	CWPR	modern	modern-canonical/single	P1_F0_If4_L41
ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/kernels/moreh_layer_norm_backward_input_grad_large_kernel.cpp	415	pack_tile_with_dt	ttnn-op:moreh	sfpu-unary	pack_tile	1	wt	pack_tile(V,V)	dst0	cb_dycopy		copy→sfpu-tile→pack	modern[ACWR]	ACWPR	modern	modern-canonical/single	P1_F0_If2_L29
ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/kernels/moreh_layer_norm_backward_input_grad_large_kernel.cpp	434	pack_tile_with_dt	ttnn-op:moreh	eltwise-fpu-binary	pack_tile	1	wt	pack_tile(V,V)	dst0	cb_ndy		eltwise-binary→pack	modern[ACWR]	CWPRACWPR	modern	modern-canonical/single	P1_F0_If0_L14
ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/kernels/moreh_layer_norm_backward_input_grad_large_kernel.cpp	457	pack_tile_with_dt	ttnn-op:moreh	eltwise-fpu-bcast	pack_tile	1	wt	pack_tile(V,V)	dst0	cb_ndymdysum		eltwise-bcast→pack	modern[ACWR]	WPRACWPR	modern	modern-canonical/single	P1_F0_If1_L19
ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/kernels/moreh_layer_norm_backward_input_grad_large_kernel.cpp	496	pack_tile_with_dt	ttnn-op:moreh	sfpu-unary	pack_tile	1	wt	pack_tile(V,V)	dst0	cb_xmm		copy→sfpu-tile→pack	modern[ACWR]	CWPRA	modern	modern-canonical/single	P1_F0_If3_L35
ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/kernels/moreh_layer_norm_backward_input_grad_large_kernel.cpp	518	pack_tile_with_dt	ttnn-op:moreh	eltwise-fpu-bcast	pack_tile	1	wt	pack_tile(V,V)	dst0	cb_y		eltwise-bcast→pack	modern[ACWR]	CWPRACWPR	modern	modern-canonical/single	P1_F0_If1_L19
ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/kernels/moreh_layer_norm_backward_input_grad_large_kernel.cpp	541	pack_tile_with_dt	ttnn-op:moreh	eltwise-fpu-bcast	pack_tile	1	wt	pack_tile(V,V)	dst0	cb_yydysum		eltwise-bcast→pack	modern[ACWR]	WPRACWPR	modern	modern-canonical/single	P1_F0_If1_L19
ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/kernels/moreh_layer_norm_backward_input_grad_large_kernel.cpp	560	pack_tile_with_dt	ttnn-op:moreh	eltwise-fpu-binary	pack_tile	0		pack_tile(V,V)	dst0	cb_tmp4		eltwise-binary→pack	modern[ACWR]	CWPRACWPR	modern	modern-canonical/single	P1_F0_If0_L16
ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/kernels/moreh_layer_norm_backward_input_grad_large_kernel.cpp	578	pack_tile_with_dt	ttnn-op:moreh	eltwise-fpu-binary	pack_tile	0		pack_tile(V,V)	dst0	cb_dx		eltwise-binary→pack	modern[ACWR]	CWPRACWPR	modern	modern-canonical/single	P1_F0_If0_L14
ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/kernels/moreh_layer_norm_backward_gamma_beta_grad_kernel.cpp	108	pack_tile_with_dt	ttnn-op:moreh	sfpu-unary	pack_tile	2	inner_idx,outer_idx	pack_tile(V,V)	dst0	cb_dycopy		copy→sfpu-tile→pack	modern[ACWR]	ACWPR	modern	modern-canonical/single	P1_F0_If2_L30
ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/kernels/moreh_layer_norm_backward_gamma_beta_grad_kernel.cpp	126	pack_tile_with_dt	ttnn-op:moreh	copy	pack_tile	2	inner_idx,outer_idx	pack_tile(V,V)	dst0	cb_dyadd		copy→pack	modern[ACWR]	CWPRACWPRA	modern	modern-canonical/single	P1_F0_If0_L12
ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/kernels/moreh_layer_norm_backward_gamma_beta_grad_kernel.cpp	140	pack_tile_with_dt	ttnn-op:moreh	eltwise-fpu-binary	pack_tile	2	inner_idx,outer_idx	pack_tile(V,V)	dst0	cb_dyadd		eltwise-binary→pack	modern[ACWR]	ACWPRACWPR	modern	modern-canonical/single	P1_F0_If0_L14
ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/kernels/moreh_layer_norm_backward_gamma_beta_grad_kernel.cpp	183	pack_tile_with_dt	ttnn-op:moreh	sfpu-unary	pack_tile	2	inner_idx,outer_idx	pack_tile(V,V)	dst0	cb_xmm		copy→sfpu-tile→pack	modern[CWR]	CWPR	modern	modern-canonical/single	P1_F0_If3_L37
ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/kernels/moreh_layer_norm_backward_gamma_beta_grad_kernel.cpp	207	pack_tile_with_dt	ttnn-op:moreh	eltwise-fpu-bcast	pack_tile	2	inner_idx,outer_idx	pack_tile(V,V)	dst0	cb_y		eltwise-bcast→pack	modern[ACWR]	WPRACWPRA	modern	modern-canonical/single	P1_F0_If1_L21
ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/kernels/moreh_layer_norm_backward_gamma_beta_grad_kernel.cpp	224	pack_tile_with_dt	ttnn-op:moreh	eltwise-fpu-binary	pack_tile	2	inner_idx,outer_idx	pack_tile(V,V)	dst0	cb_ydy		eltwise-binary→pack	modern[ACWR]	CWPRACWPRA	modern	modern-canonical/single	P1_F0_If0_L14
ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/kernels/moreh_layer_norm_backward_gamma_beta_grad_kernel.cpp	241	pack_tile_with_dt	ttnn-op:moreh	copy	pack_tile	2	inner_idx,outer_idx	pack_tile(V,V)	dst0	cb_ydyadd		copy→pack	modern[ACWR]	CWPRACWPRA	modern	modern-canonical/single	P1_F0_If0_L14
ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/kernels/moreh_layer_norm_backward_gamma_beta_grad_kernel.cpp	257	pack_tile_with_dt	ttnn-op:moreh	eltwise-fpu-binary	pack_tile	2	inner_idx,outer_idx	pack_tile(V,V)	dst0	cb_ydyadd		eltwise-binary→pack	modern[ACWR]	ACWPRACWPR	modern	modern-canonical/single	P1_F0_If0_L16
ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/kernels/moreh_layer_norm_backward_gamma_beta_grad_kernel.cpp	286	pack_tile_with_dt	ttnn-op:moreh	copy	pack_tile	0		pack_tile(V,V)	dst0	cb_dgamma		copy→pack	modern[ACWR]	RACWPR	modern	modern-canonical/single	P1_F0_If0_L14
ttnn/cpp/ttnn/operations/moreh/moreh_layer_norm_backward/device/kernels/moreh_layer_norm_backward_gamma_beta_grad_kernel.cpp	311	pack_tile_with_dt	ttnn-op:moreh	copy	pack_tile	0		pack_tile(V,V)	dst0	cb_dbeta		copy→pack	modern[ACWR]	PRACWPR	modern	modern-canonical/single	P1_F0_If0_L14
ttnn/cpp/ttnn/operations/moreh/moreh_dot/device/kernels/moreh_dot.cpp	30	pack_tile	ttnn-op:moreh	eltwise-fpu-binary	pack_tile	1	block	pack_tile(0,E)	0	tt::CBIndex::c_24		eltwise-binary→pack	raw_dst[ar]+macro[QL]	QaLrQPL	ACQ-REL-macro	ACQ-REL-macro/single	P1_F0_If0_L15
ttnn/cpp/ttnn/operations/moreh/moreh_adam/device/kernels/moreh_adam.cpp	133	pack_tile_with_dt	ttnn-op:moreh	sfpu-unary	pack_tile	1	b	pack_tile(V,V)	dst0	cb_tmp1		copy→sfpu-tile→pack	modern[ACWR]	ACWPRA	modern	modern-canonical/single	P1_F0_If0_L12
ttnn/cpp/ttnn/operations/moreh/moreh_adam/device/kernels/moreh_adam.cpp	149	pack_tile_with_dt	ttnn-op:moreh	sfpu-unary	pack_tile	1	b	pack_tile(V,V)	dst0	cb_tmp1		copy→sfpu-tile→pack	modern[ACWR]	ACWPRACWPRA	modern	modern-canonical/single	P1_F0_If0_L15
ttnn/cpp/ttnn/operations/moreh/moreh_adam/device/kernels/moreh_adam.cpp	167	pack_tile_with_dt	ttnn-op:moreh	sfpu-unary	pack_tile	1	b	pack_tile(V,V)	dst0	tmp_cb_max_exp_avg_sq		copy→sfpu-tile→pack	modern[ACWR]	CWPRACWPRA	modern	modern-canonical/single	P1_F0_If0_L14
ttnn/cpp/ttnn/operations/moreh/moreh_adam/device/kernels/moreh_adam.cpp	180	pack_tile_with_dt	ttnn-op:moreh	copy	pack_tile	1	b	pack_tile(V,V)	dst0	cb_max_exp_avg_sq_out		copy→pack	modern[ACWR]	ACWPRACWPRA	modern	modern-canonical/single	P1_F0_If0_L11
ttnn/cpp/ttnn/operations/moreh/moreh_adam/device/kernels/moreh_adam.cpp	201	pack_tile_with_dt	ttnn-op:moreh	sfpu-unary	pack_tile	1	b	pack_tile(V,V)	dst0	cb_tmp1		copy→sfpu-tile→pack	modern[ACWR]	CWPRAPCW	modern	modern-canonical/single	P1_F0_If3_L26
ttnn/cpp/ttnn/operations/moreh/moreh_adam/device/kernels/moreh_adam.cpp	225	pack_tile_with_dt	ttnn-op:moreh	sfpu-unary	pack_tile	1	b	pack_tile(V,V)	dst0	cb_tmp1		copy→sfpu-tile→pack	modern[ACWR]	PCWRACWPRA	modern	modern-canonical/single	P1_F0_If0_L15
ttnn/cpp/ttnn/operations/moreh/moreh_adam/device/kernels/moreh_adam.cpp	241	pack_tile_with_dt	ttnn-op:moreh	sfpu-unary	pack_tile	1	b	pack_tile(V,V)	dst0	cb_tmp2		copy→sfpu-tile→pack	modern[ACWR]	CWPRACWPRA	modern	modern-canonical/single	P1_F0_If0_L12
ttnn/cpp/ttnn/operations/moreh/moreh_adam/device/kernels/moreh_adam.cpp	258	pack_tile_with_dt	ttnn-op:moreh	sfpu-unary	pack_tile	1	b	pack_tile(V,V)	dst0	cb_tmp2		copy→sfpu-tile→pack	modern[ACWR]	CWPRACWPR	modern	modern-canonical/single	P1_F0_If0_L15
ttnn/cpp/ttnn/operations/moreh/moreh_abs_pow/device/kernels/moreh_abs_pow_kernel.cpp	74	pack_tile_with_dt	ttnn-op:moreh	sfpu-unary	pack_tile	2	col_idx,row_idx	pack_tile(V,V)	dst0	cb_xabs		copy→sfpu-tile→pack	modern[ACWR]	ACWPR	modern	modern-canonical/single	P1_F0_If1_L22
ttnn/cpp/ttnn/operations/moreh/moreh_adamw/device/kernels/moreh_adamw.cpp	111	pack_tile_with_dt	ttnn-op:moreh	eltwise-fpu-binary	pack_tile	1	b	pack_tile(V,V)	dst0	cb_tmp1		eltwise-binary→pack	modern[ACWR]	ACWPR	modern	modern-canonical/single	P1_F0_If0_L10
ttnn/cpp/ttnn/operations/moreh/moreh_adamw/device/kernels/moreh_adamw.cpp	148	pack_tile_with_dt	ttnn-op:moreh	sfpu-unary	pack_tile	1	b	pack_tile(V,V)	dst0	cb_tmp1		sfpu-tile→pack	modern[ACWR]	ACWPRA	modern	modern-canonical/single	P1_F0_If0_L12
ttnn/cpp/ttnn/operations/moreh/moreh_adamw/device/kernels/moreh_adamw.cpp	165	pack_tile_with_dt	ttnn-op:moreh	sfpu-unary	pack_tile	1	b	pack_tile(V,V)	dst0	tmp_cb_max_exp_avg_sq		copy→sfpu-tile→pack	modern[ACWR]	CWPRACWPR	modern	modern-canonical/single	P1_F0_If0_L14
ttnn/cpp/ttnn/operations/moreh/moreh_adamw/device/kernels/moreh_adamw.cpp	189	pack_tile_with_dt	ttnn-op:moreh	sfpu-unary	pack_tile	1	b	pack_tile(V,V)	dst0	cb_tmp1		copy→sfpu-tile→pack	modern[ACWR]	WPRACWPR	modern	modern-canonical/single	P1_F0_If3_L23
ttnn/cpp/ttnn/operations/moreh/moreh_adamw/device/kernels/moreh_adamw.cpp	209	pack_tile_with_dt	ttnn-op:moreh	sfpu-unary	pack_tile	1	b	pack_tile(V,V)	dst0	cb_tmp1		copy→sfpu-tile→pack	modern[ACWR]	CWPRACWPR	modern	modern-canonical/single	P1_F0_If0_L14
ttnn/cpp/ttnn/operations/moreh/moreh_adamw/device/kernels/moreh_adamw.cpp	227	pack_tile_with_dt	ttnn-op:moreh	sfpu-unary	pack_tile	1	b	pack_tile(V,V)	dst0	cb_tmp2		sfpu-tile→pack	modern[ACWR]	CWPRACWPR	modern	modern-canonical/single	P1_F0_If0_L12
ttnn/cpp/ttnn/operations/moreh/moreh_mean/device/kernels/moreh_mean_w.cpp	84	pack_tile_with_dt	ttnn-op:moreh	sfpu-unary	pack_tile	2	ht,nc	pack_tile(V,V)	reduce_dst_idx	cb_masked_input		copy→sfpu-tile→pack	modern[ACWR]	CWPRACWPRA	modern	modern-canonical/single	P1_F0_If0_L17
ttnn/cpp/ttnn/operations/moreh/moreh_mean/device/kernels/moreh_mean_h.cpp	69	pack_tile_with_dt	ttnn-op:moreh	sfpu-unary	pack_tile	2	wt,nc	pack_tile(V,V)	reduce_dst_idx	cb_masked_input		copy→sfpu-tile→pack	modern[ACWR]	ACWPR	modern	modern-canonical/single	P1_F0_If0_L16
ttnn/cpp/ttnn/operations/moreh/moreh_mean/device/kernels/moreh_mean_nc.cpp	54	pack_tile_with_dt	ttnn-op:moreh	eltwise-fpu-binary	pack_tile	2	j,i	pack_tile(V,V)	dst0	cb_intermed0		eltwise-binary→pack	modern[ACWR]	ACWPRA	modern	modern-canonical/single	P1_F0_If2_L20
ttnn/cpp/ttnn/operations/moreh/moreh_mean/device/kernels/moreh_mean_nc.cpp	70	pack_tile_with_dt	ttnn-op:moreh	eltwise-fpu-bcast	pack_tile	1	i	pack_tile(V,V)	dst0	cb_out0		eltwise-bcast→pack	modern[ACWR]	CWPRACWPR	modern	modern-canonical/single	P1_F0_If0_L10
ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/compute_depthwise_conv1d.cpp	50	pack_tile	ttnn-op:conv	eltwise-fpu-binary	pack_tile	1	i	pack_tile(0,V)	0	mul_partials_cb_id		eltwise-binary→pack	raw_dst[ar]+macro[QL]	QaLrQPLQ	ACQ-REL-macro	ACQ-REL-macro/single	P1_F0_If0_L4
ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/compute_depthwise_conv1d.cpp	61	pack_tile	ttnn-op:conv	copy	pack_tile	1	i	pack_tile(0,V)	0	out_cb_id		copy→pack	macro[QL]	QPLQPLQ	ACQ-REL-macro	ACQ-REL-macro/single	P1_F0_If0_L6
ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/compute_depthwise_conv1d.cpp	71	pack_tile	ttnn-op:conv	eltwise-fpu-binary	pack_tile	1	i	pack_tile(0,V)	0	temp_cb_id		eltwise-binary→pack	macro[QL]	QPLQPLQPLQ	ACQ-REL-macro	ACQ-REL-macro/single	P1_F0_If0_L4
ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/compute_depthwise_conv1d.cpp	82	pack_tile	ttnn-op:conv	copy	pack_tile	1	i	pack_tile(0,V)	0	out_cb_id		copy→pack	macro[QL]	QPLQPLQPL	ACQ-REL-macro	ACQ-REL-macro/single	P1_F0_If0_L6
ttnn/cpp/ttnn/operations/eltwise/unary_backward/tanh_bw/device/kernels/compute/eltwise_bw_tanh_deriv.cpp	51	pack_tile	ttnn-op:eltwise	sfpu-unary	pack_tile	2	i,block	pack_tile(0,V)	0	cb_grad_in		copy→sfpu-tile→pack	modern[ACWR]	ACWPR	modern	modern-canonical/single	P1_F0_If0_L13
ttnn/cpp/ttnn/operations/eltwise/unary_backward/gelu_bw/device/kernels/compute/eltwise_bw_gelu_poly.cpp	51	pack_tile	ttnn-op:eltwise	sfpu-unary	pack_tile	2	i,block	pack_tile(0,V)	0	cb_grad_in		copy→sfpu-tile→pack	modern[ACWR]	ACWPR	modern	modern-canonical/single	P1_F0_If0_L13
ttnn/cpp/ttnn/operations/eltwise/binary/device/kernels/compute/eltwise_binary_sfpu_kernel.cpp	78	pack_tile	ttnn-op:eltwise	sfpu-unary	pack_tile	2	i,block	pack_tile(L,V)	i	cb_inp0		copy→sfpu-macro→pack	modern[ACWR]	ACWPR	modern	modern-canonical/single-in-loop	P1_F2_If0_L13
ttnn/cpp/ttnn/operations/eltwise/binary/device/kernels/compute/eltwise_binary_sfpu_kernel.cpp	100	pack_tile	ttnn-op:eltwise	sfpu-unary	pack_tile	2	i,block	pack_tile(L,V)	i	cb_inp1		copy→sfpu-macro→pack	modern[ACWR]	WPRACWPR	modern	modern-canonical/single-in-loop	P1_F2_If0_L13
ttnn/cpp/ttnn/operations/eltwise/binary/device/kernels/compute/eltwise_binary_sfpu_kernel.cpp	190	pack_tile	ttnn-op:eltwise	sfpu-unary	pack_tile	2	i,block	pack_tile(E,V)	i * 2	cb_out0		sfpu-macro→pack	modern[CR]	PCR	modern	modern-canonical/single-in-loop	P1_F2_If22_L83
ttnn/cpp/ttnn/operations/eltwise/binary/device/kernels/compute/bcast_w.cpp	28	pack_tile	ttnn-op:eltwise	eltwise-fpu-bcast	pack_tile	3	w,h,b	pack_tile(0,E)	0	tt::CBIndex::c_2		eltwise-bcast→pack	raw_dst[ar]	aPr	raw-dst	raw-dst/single	P1_F0_If0_L8
ttnn/cpp/ttnn/operations/eltwise/binary/device/kernels/compute/eltwise_binary_kernel.cpp	64	pack_tile	ttnn-op:eltwise	sfpu-unary	pack_tile	2	i,block	pack_tile(L,V)	i	cb_inp0		copy→sfpu-macro→pack	modern[ACWR]	ACWPR	modern	modern-canonical/single-in-loop	P1_F2_If0_L13
ttnn/cpp/ttnn/operations/eltwise/binary/device/kernels/compute/eltwise_binary_kernel.cpp	97	pack_tile	ttnn-op:eltwise	sfpu-unary	pack_tile	2	i,block	pack_tile(L,V)	i	cb_inp1		copy→sfpu-macro→pack	modern[ACWR]	ACWPR	modern	modern-canonical/single-in-loop	P1_F2_If0_L13
ttnn/cpp/ttnn/operations/eltwise/binary/device/kernels/compute/eltwise_binary_kernel.cpp	132	pack_tile	ttnn-op:eltwise	sfpu-unary	pack_tile	2	i,block	pack_tile(L,V)	i	cb_out0		copy→sfpu-macro→pack	modern[ACWR]	ACWPR	modern	modern-canonical/single-in-loop	P1_F2_If2_L20
ttnn/cpp/ttnn/operations/eltwise/binary/device/kernels/compute/bcast_hw.cpp	33	pack_tile	ttnn-op:eltwise	eltwise-fpu-bcast	pack_tile	3	w,h,b	pack_tile(0,E)	0	tt::CBIndex::c_2		eltwise-bcast→pack	raw_dst[ar]	aPr	raw-dst	raw-dst/single	P1_F0_If1_L12
ttnn/cpp/ttnn/operations/eltwise/binary/device/kernels/compute/bcast_h.cpp	30	pack_tile	ttnn-op:eltwise	eltwise-fpu-bcast	pack_tile	3	w,h,b	pack_tile(0,E)	0	tt::CBIndex::c_2		eltwise-bcast→pack	raw_dst[ar]	aPr	raw-dst	raw-dst/single	P1_F0_If0_L10
ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/compute/mish_kernel.cpp	66	pack_tile	ttnn-op:eltwise	sfpu-unary	pack_tile	1	i	pack_tile(0,V)	0	cb_output		copy→sfpu-tile→pack	modern[CWR]	CWPR	modern	modern-canonical/single	P1_F0_If3_L34
ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/compute/eltwise_sfpu.cpp	42	pack_tile	ttnn-op:eltwise	sfpu-unary	pack_tile	1	i	pack_tile(0,V)	0	cb_output		copy→sfpu-macro→pack	modern[ACWR]	ACWPR	modern	modern-canonical/single	P1_F0_If1_L20
ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/compute/where_tss_kernel.cpp	52	pack_tile	ttnn-op:eltwise	sfpu-unary	pack_tile	1	i	pack_tile(0,V)	0	cb_output		copy→sfpu-macro→pack	modern[ACWR]	ACWPR	modern	modern-canonical/single	P1_F0_If3_L22
ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/compute/logsigmoid_kernel.cpp	48	pack_tile	ttnn-op:eltwise	sfpu-unary	pack_tile	1	i	pack_tile(0,V)	0	cb_output		copy→sfpu-tile→pack	modern[ACWR]	ACWPR	modern	modern-canonical/single	P1_F0_If0_L20
ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/compute/logit_kernel.cpp	46	pack_tile	ttnn-op:eltwise	sfpu-unary	pack_tile	1	i	pack_tile(0,V)	0	cb_tmp0		copy→sfpu-tile→pack	modern[ACWR]	ACWPRA	modern	modern-canonical/single	P1_F0_If1_L13
ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/compute/logit_kernel.cpp	70	pack_tile	ttnn-op:eltwise	sfpu-unary	pack_tile	1	i	pack_tile(0,V)	0	cb_output		copy→sfpu-tile→pack	modern[ACWR]	PRACWPR	modern	modern-canonical/single	P1_F0_If0_L20
ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/compute/eltwise_identity_kernel.cpp	34	pack_tile	ttnn-op:eltwise	copy	pack_tile	1	i	pack_tile(0,V)	0	cb_output		copy→pack	modern[ACWR]	ACWPR	modern	modern-canonical/single	P1_F0_If0_L16
ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/compute/hardswish_kernel.cpp	52	pack_tile	ttnn-op:eltwise	sfpu-unary	pack_tile	1	i	pack_tile(0,V)	0	cb_output		copy→sfpu-tile→pack	modern[ACWR]	ACWPR	modern	modern-canonical/single	P1_F0_If2_L30
ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/compute/lgamma_kernel.cpp	131	pack_tile	ttnn-op:eltwise	sfpu-unary	pack_tile	1	i	pack_tile(0,V)	0	cb_output		copy→sfpu-tile→pack	modern[CWR]	CWPR	modern	modern-canonical/single	P1_F0_If0_L102
ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/compute/tanhshrink_kernel.cpp	57	pack_tile	ttnn-op:eltwise	sfpu-unary	pack_tile	1	i	pack_tile(0,V)	0	cb_output		copy→sfpu-tile→pack	modern[CWR]	CWPR	modern	modern-canonical/single	P1_F0_If2_L30
ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/compute/lgamma_fast_kernel.cpp	101	pack_tile	ttnn-op:eltwise	sfpu-unary	pack_tile	1	i	pack_tile(0,V)	0	cb_output		copy→sfpu-tile→pack	modern[CWR]	CWPR	modern	modern-canonical/single	P1_F0_If0_L73
ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_binary_sfpu_scalar.cpp	55	pack_tile	ttnn-op:eltwise	copy	pack_tile	1	i	pack_tile(E,V)	i * 2	cb_out		copy→pack	modern[ACWR]	ACWPR	modern	modern-canonical/single-in-loop	P1_F3_If1_L21
ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_where_sfpu_scalar.cpp	74	pack_tile	ttnn-op:eltwise	copy	pack_tile	2	i,tile_id	pack_tile(E,V)	i * 3	cb_out		copy→pack	modern[CWR]	CWPR	modern	modern-canonical/single-in-loop	P1_F3_If6_L42
ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_binary.cpp	54	pack_tile	ttnn-op:eltwise	eltwise-fpu-binary	pack_tile	1	j	pack_tile(0,V)	0	cb_out		eltwise-binary→pack	modern[ACWR]	ACWPR	modern	modern-canonical/single	P1_F0_If0_L8
ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_binary_sfpu_no_bcast.cpp	62	pack_tile	ttnn-op:eltwise	copy	pack_tile	1	i	pack_tile(E,V)	i * 2	cb_out		copy→pack	modern[ACWR]	ACWPR	modern	modern-canonical/single-in-loop	P1_F3_If1_L21
ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_binary_no_bcast.cpp	55	pack_tile	ttnn-op:eltwise	eltwise-fpu-binary	pack_tile	1	i	pack_tile(L,V)	i	cb_out		eltwise-binary→pack	modern[ACWR]	ACWPR	modern	modern-canonical/single-in-loop	P1_F2_If0_L12
ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_utils.hpp	32	pack_tile	ttnn-op:eltwise	copy	pack_tile	1	i	pack_tile(L,V)	i	cb_post		copy→pack	modern[ACWR]	ACWPR	modern	modern-canonical/single-in-loop	P1_F2_If0_L13
