GLOBAL CALL COUNT,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,DEVICE ID,DEVICE ARCH,OP NAME,CORE COUNT,AVAILABLE WORKER CORE COUNT,DEVICE TRACE FIRMWARE DURATION [ns],DEVICE TRACE KERNEL DURATION [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE FW DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,DEVICE KERNEL DURATION [ns],DEVICE KERNEL START CYCLE,DEVICE KERNEL END CYCLE,DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DM START CYCLE,DEVICE KERNEL DM END CYCLE,DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns]
1027,,,3,blackhole,,80,110,,,305,5614,12710291055811,12710291063390,5113,12710291056331,12710291063234,5013,12710291056466,12710291063234,4930,4156,4178,226,532,,0,0
2051,,,3,blackhole,,80,110,,,206,5744,12710291502817,12710291510572,5172,12710291503442,12710291510424,5160,12710291503458,12710291510424,5110,4107,4119,262,554,,326089,326092
3075,,,3,blackhole,,108,110,,,461,924359,12710415630413,12710416878298,915708,12710415641946,12710416878152,915707,12710415641948,12710416878152,915707,911928,912447,912324,912696,,91949261,91949311
4099,,,3,blackhole,,108,110,,,264,970496,12710530899784,12710532209953,961873,12710530911279,12710532209807,961873,12710530911279,12710532209807,961873,958094,958609,958490,958856,,84469019,84469019
5123,,,3,blackhole,,109,110,,,430,870474,12710645842386,12710647017526,868931,12710645844321,12710647017378,868931,12710645844321,12710647017378,868930,838304,853238,853119,853506,,84173703,84173703
6147,,,3,blackhole,,98,110,,,304,488160,12710729768318,12710730427334,478619,12710729781051,12710730427187,478609,12710729781065,12710730427187,478607,475671,475990,475893,476249,,61306391,61306449
7171,,,3,blackhole,,99,110,,,281,329584,12710783202909,12710783647848,319665,12710783216151,12710783647699,319665,12710783216151,12710783647699,319658,317304,317542,317434,317799,,39102914,39102914
8195,,,3,blackhole,,80,110,,,201,13180,12710790769923,12710790787716,12596,12710790770564,12710790787568,12587,12710790770575,12710790787568,12545,12099,11970,264,9767,,5276382,5276034
9219,,,3,blackhole,,80,110,,,166,12943,12710791526946,12710791544419,12351,12710791527597,12710791544271,12351,12710791527597,12710791544271,12307,11810,11678,261,9504,,548165,548165
10243,,,3,blackhole,,107,110,,,241,22216,12710798890941,12710798920933,20687,12710798892854,12710798920782,20685,12710798892857,12710798920782,20685,20404,20316,276,20358,,5443288,5443348
