Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
35.37,MatmulDeviceOperation (in0:width_sharded),224.45,5,Compute,41.02,50.85,47.82,3.88,48.66
14.32,SdpaDecodeDeviceOperation (in0:height_sharded),90.87,1,Other,,,,,
8.83,PagedUpdateCacheDeviceOperation (in0:dram_interleaved),56.01,2,DM,,,,,
6.36,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),40.36,4,TM,,,,,
6.10,PermuteDeviceOperation (in0:dram_interleaved),38.70,6,TM,,,,,
5.03,NLPCreateQKVHeadsDecodeDeviceOperation (in0:l1_interleaved),31.92,1,Other,,,,,
3.88,ConcatDeviceOperation (in0:dram_interleaved),24.65,2,TM,,,,,
2.68,SliceDeviceOperation (in0:dram_interleaved),16.98,4,TM,,,,,
2.64,BinaryNgDeviceOperation (in0:dram_interleaved),16.73,6,Compute,,,,,
2.63,UntilizeDeviceOperation (in0:dram_interleaved),16.71,4,TM,,,,,
2.49,BinaryNgDeviceOperation (in0:width_sharded),15.83,3,Compute,,,,,
2.42,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),15.36,4,TM,,,,,
2.31,LayerNormDeviceOperation (in0:width_sharded),14.69,2,Compute,,,,,
1.26,TransposeDeviceOperation (in0:dram_interleaved),8.03,2,TM,,,,,
0.78,EmbeddingsDeviceOperation (in0:dram_interleaved),4.93,2,Compute,,,,,
0.75,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),4.74,1,TM,,,,,
0.65,InterleavedToShardedDeviceOperation (in0:dram_interleaved),4.11,4,DM,,,,,
0.56,UnaryDeviceOperation (in0:dram_interleaved),3.54,2,Compute,,,,,
0.45,ShardedToInterleavedDeviceOperation (in0:height_sharded),2.87,2,DM,,,,,
0.31,ShardedToInterleavedDeviceOperation (in0:width_sharded),1.98,1,DM,,,,,
0.19,ReshardDeviceOperation (in0:width_sharded),1.20,1,DM,,,,,
