Detected CSV format: v2.1 (with device arch and worker core count)
Using architecture from CSV: blackhole
Architecture: blackhole, Worker cores: 110
Sorting CSV by 'HOST START TS' column...
Using operations after 'PERF_PREFILL_B32'.
Using operations until 'PERF_PREFILL_B32_END'.
Detected data from 1 devices. Merging device data...

🚀 Performance Report 🚀
========================

ID   Total %  Bound  OP Code                                           Device   Device Time  Op-to-Op Gap  Cores  DRAM     DRAM %  FLOPs        FLOPs %  Math Fidelity
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
179    0.4 %         LayerNormDeviceOperation                                3        73 μs                   32                                               BF16, BF16 => BF16
180   11.5 %   SLOW  MatmulDeviceOperation b={32} x 32 x 3072 x 9216         3     2,264 μs         11 μs     96  17 GB/s   3.4 %  25.6 TFLOPs    4.8 %  LoFi BF16 x BFP4 => BF16
181    0.7 %         NlpCreateHeadsDeviceOperation                           3       129 μs          1 μs     32                                                     BF16 => BF16
182    0.0 %         SliceDeviceOperation                                    3         1 μs          1 μs      3                                                     BF16 => BF16
183    0.0 %         SliceDeviceOperation                                    3         1 μs          1 μs      3                                                     BF16 => BF16
184    0.1 %         SliceDeviceOperation                                    3        23 μs          0 μs    110                                                     BF16 => BF16
185    0.2 %         UntilizeDeviceOperation                                 3        45 μs          1 μs    103                                                     BF16 => BF16
186    0.9 %         SliceDeviceOperation                                    3       167 μs          1 μs    110                                                     BF16 => BF16
187    0.4 %         TilizeWithValPaddingDeviceOperation                     3        72 μs          1 μs    103                                                     BF16 => BF16
188    0.1 %         UnaryDeviceOperation                                    3        22 μs          1 μs    110                                                     BF16 => BF16
189    0.5 %         UntilizeWithUnpaddingDeviceOperation                    3        93 μs          1 μs    103                                                     BF16 => BF16
190    0.5 %         UntilizeWithUnpaddingDeviceOperation                    3        93 μs          1 μs    103                                                     BF16 => BF16
191    0.7 %         PermuteDeviceOperation                                  3       131 μs          1 μs    110                                                     BF16 => BF16
192    0.7 %         PermuteDeviceOperation                                  3       133 μs          0 μs    110                                                     BF16 => BF16
193    1.8 %         ConcatDeviceOperation                                   3       358 μs          1 μs    110                                               BF16, BF16 => BF16
194    1.1 %         PermuteDeviceOperation                                  3       218 μs          0 μs    110                                                     BF16 => BF16
195    0.4 %         TilizeWithValPaddingDeviceOperation                     3        73 μs          1 μs    103                                                     BF16 => BF16
