Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
35.39,MatmulDeviceOperation (in0:width_sharded),224.75,5,Compute,41.07,50.46,47.76,3.79,48.60
14.32,SdpaDecodeDeviceOperation (in0:height_sharded),90.94,1,Other,,,,,
8.79,PagedUpdateCacheDeviceOperation (in0:dram_interleaved),55.86,2,DM,,,,,
6.36,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),40.40,4,TM,,,,,
6.06,PermuteDeviceOperation (in0:dram_interleaved),38.51,6,TM,,,,,
5.02,NLPCreateQKVHeadsDecodeDeviceOperation (in0:l1_interleaved),31.89,1,Other,,,,,
3.88,ConcatDeviceOperation (in0:dram_interleaved),24.61,2,TM,,,,,
2.64,UntilizeDeviceOperation (in0:dram_interleaved),16.77,4,TM,,,,,
2.60,SliceDeviceOperation (in0:dram_interleaved),16.51,4,TM,,,,,
2.60,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),16.49,4,TM,,,,,
2.56,BinaryNgDeviceOperation (in0:dram_interleaved),16.24,6,Compute,,,,,
2.51,BinaryNgDeviceOperation (in0:width_sharded),15.92,3,Compute,,,,,
2.31,LayerNormDeviceOperation (in0:width_sharded),14.64,2,Compute,,,,,
1.27,TransposeDeviceOperation (in0:dram_interleaved),8.04,2,TM,,,,,
0.77,EmbeddingsDeviceOperation (in0:dram_interleaved),4.92,2,Compute,,,,,
0.74,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),4.71,1,TM,,,,,
0.65,InterleavedToShardedDeviceOperation (in0:dram_interleaved),4.13,4,DM,,,,,
0.56,UnaryDeviceOperation (in0:dram_interleaved),3.58,2,Compute,,,,,
0.46,ShardedToInterleavedDeviceOperation (in0:height_sharded),2.90,2,DM,,,,,
0.31,ShardedToInterleavedDeviceOperation (in0:width_sharded),1.97,1,DM,,,,,
0.21,ReshardDeviceOperation (in0:width_sharded),1.34,1,DM,,,,,
