device_config,op_type,use_case,M,K,N,core_grid,M_block,K_block,N_block,subblock_h,subblock_w,device_kernel_duration_ns,status
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,6,4,1,4,1473465,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,6,6,2,2,1437260,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,6,8,1,4,1357590,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,6,12,1,4,1341191,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,6,16,1,4,1384340,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,8,1,2,1,3615914,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,8,2,2,2,2079259,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,8,3,1,3,1631868,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,8,4,1,4,1487586,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,8,6,2,2,1435781,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,8,8,1,4,1343962,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,8,12,1,4,1329025,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,8,16,1,4,1382890,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,9,1,2,1,3569325,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,9,2,2,2,2058442,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,9,3,1,3,1616236,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,9,4,1,4,1490688,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,9,6,2,2,1459105,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,9,8,1,4,1339655,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,9,12,1,4,1341264,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,9,16,1,4,1405572,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,12,1,2,1,3564896,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,12,2,2,2,2013233,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,12,3,1,3,1614566,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,12,4,1,4,1532625,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,12,6,2,2,1443670,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,12,8,1,4,1342106,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,12,12,1,4,1386700,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,12,16,1,4,1421711,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,18,1,2,1,3605558,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,18,2,2,2,2022992,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,18,3,1,3,1633436,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,18,4,1,4,1577360,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,18,6,2,2,1427468,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,18,8,1,4,1358138,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,18,12,1,4,1433395,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,24,1,2,1,3559489,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,24,2,2,2,2014752,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,24,3,1,3,1663968,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,24,4,1,4,1566060,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,24,6,2,2,1416437,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,24,8,1,4,1377279,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,36,1,2,1,3833794,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,36,2,2,2,2183037,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,36,3,1,3,1698885,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,36,4,1,4,1564191,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,2,36,6,2,2,1387894,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,1,1,3,1,4315781,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,1,2,3,1,2436242,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,1,3,1,3,1791700,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,1,4,1,4,1573206,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,1,6,1,3,1478347,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,1,8,1,4,1417322,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,1,12,1,4,1373550,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,1,16,1,4,1413023,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,2,1,3,1,3602888,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,2,2,3,1,2012759,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,2,3,1,3,1509565,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,2,4,1,4,1317583,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,2,6,1,3,1271707,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,2,8,1,4,1217484,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,2,12,1,4,1184374,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,2,16,1,4,1221152,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,3,1,3,1,3353352,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,3,2,3,1,1896799,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,3,3,1,3,1419994,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,3,4,1,4,1276678,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,3,6,1,3,1221204,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,3,8,1,4,1146969,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,3,12,1,4,1133889,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,3,16,1,4,1165382,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,4,1,3,1,3270060,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,4,2,3,1,1843655,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,4,3,1,3,1404511,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,4,4,1,4,1292933,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,4,6,1,3,1191552,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,4,8,1,4,1124258,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,4,12,1,4,1105699,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,4,16,1,4,1134049,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,6,1,3,1,3114347,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,6,2,3,1,1775612,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,6,3,1,3,1379480,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,6,4,1,4,1311393,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,6,6,1,3,1168444,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,6,8,1,4,1100291,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,6,12,1,4,1076331,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,6,16,1,4,1120016,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,8,1,3,1,3108126,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,8,2,3,1,1768447,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,8,3,1,3,1367432,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,8,4,1,4,1310395,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,8,6,1,3,1166808,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,8,8,1,4,1093514,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,8,12,1,4,1075430,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,8,16,1,4,1113745,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,9,1,3,1,3058176,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,9,2,3,1,1740959,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,9,3,1,3,1372041,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,9,4,1,4,1314878,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,9,6,1,3,1157284,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,9,8,1,4,1099468,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,9,12,1,4,1080078,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,9,16,1,4,1126380,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,12,1,3,1,3165467,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,12,2,3,1,1766002,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,12,3,1,3,1389490,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,12,4,1,4,1319525,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,12,6,1,3,1165646,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,12,8,1,4,1118425,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,12,12,1,4,1079052,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,12,16,1,4,1136850,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,18,1,3,1,3301997,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,18,2,3,1,1824958,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,18,3,1,3,1430760,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,18,4,1,4,1331718,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,18,6,1,3,1147104,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,18,8,1,4,1152201,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,24,1,3,1,3349317,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,24,2,3,1,1833509,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,24,3,1,3,1435675,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,24,4,1,4,1342399,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,24,6,1,3,1140076,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,24,8,1,4,1179362,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,36,1,3,1,3758983,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,36,2,3,1,2040051,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,36,3,1,3,1522456,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,3,36,4,1,4,1372153,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,1,1,4,1,4497753,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,1,2,2,2,2537723,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,1,3,4,1,1923250,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,1,4,1,4,1662300,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,1,6,2,2,1574803,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,1,8,1,4,1551949,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,1,12,1,4,1507204,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,1,16,1,4,1564965,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,2,1,4,1,3980971,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,2,2,2,2,2165935,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,2,3,4,1,1645440,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,2,4,1,4,1429314,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,2,6,2,2,1298124,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,2,8,1,4,1221263,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,2,12,1,4,1179864,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,2,16,1,4,1248997,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,3,1,4,1,3760804,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,3,2,2,2,2062945,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,3,3,4,1,1546331,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,3,4,1,4,1378714,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,3,6,2,2,1226363,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,3,8,1,4,1147776,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,3,12,1,4,1128878,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,3,16,1,4,1191489,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,4,1,4,1,3713797,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,4,2,2,2,2037460,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,4,3,4,1,1523148,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,4,4,1,4,1378218,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,4,6,2,2,1196618,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,4,8,1,4,1132343,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,4,12,1,4,1105742,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,4,16,1,4,1164876,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,6,1,4,1,3586179,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,6,2,2,2,1968504,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,6,3,4,1,1483241,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,6,4,1,4,1358165,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,6,6,2,2,1178885,OK
wh_4x8,mmrs,mmrs,1024,2304,6144,8x7,4,6,8,1,4,1126920,OK
