Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
57.66,MatmulDeviceOperation (in0:width_sharded),2036.56,48,Compute,30.53,52.11,42.67,9.08,47.13
7.64,LayerNormDeviceOperation (in0:width_sharded),269.90,32,Compute,,,,,
6.62,ReduceScatterDeviceOperation (in0:width_sharded),233.85,16,DM,,,,,
5.89,BinaryNgDeviceOperation (in0:width_sharded),208.09,32,Compute,,,,,
5.44,AllGatherDeviceOperation (in0:dram_interleaved),192.10,16,DM,,,,,
4.73,SdpaDecodeDeviceOperation (in0:height_sharded),167.07,8,Compute,,,,,
2.56,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),90.51,16,TM,,,,,
1.69,LayerNormDeviceOperation (in0:l1_interleaved),59.85,16,Compute,,,,,
1.29,PagedUpdateCacheDeviceOperation (in0:dram_interleaved),45.40,16,DM,,,,,
1.08,InterleavedToShardedDeviceOperation (in0:dram_interleaved),38.22,40,DM,,,,,
1.07,ShardedToInterleavedDeviceOperation (in0:width_sharded),37.69,24,DM,,,,,
0.95,TransposeDeviceOperation (in0:dram_interleaved),33.64,16,TM,,,,,
0.90,RotaryEmbeddingHfDeviceOperation (in0:height_sharded),31.65,16,Other,,,,,
0.82,NLPCreateQKVHeadsDecodeDeviceOperation (in0:l1_interleaved),28.85,8,Other,,,,,
0.51,EmbeddingsDeviceOperation (in0:dram_interleaved),18.03,16,Compute,,,,,
0.38,SliceDeviceOperation (in0:dram_interleaved),13.59,8,TM,,,,,
0.28,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),9.93,8,TM,,,,,
0.26,ShardedToInterleavedDeviceOperation (in0:height_sharded),9.08,16,DM,,,,,
0.23,InterleavedToShardedDeviceOperation (in0:l1_interleaved),8.13,16,DM,,,,,
