ARCH: blackhole, CHIP_FREQ[MHz]: 1350, Max Compute Cores: 130
PCIe slot, core_x, core_y, RISC processor type, timer_id, time[cycles since reset], data, run host ID, trace id, trace id counter, zone name, type, source line, source file, meta data
0,1,2,BRISC,55593,3103198851399,0,1024,,,BRISC-FW,ZONE_START,433,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisc.cc,
0,1,2,BRISC,62524,3103198852327,0,1024,,,BRISC-KERNEL,ZONE_START,78,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisck.cc,
0,1,2,BRISC,62524,3103424694522,0,1024,,,BRISC-KERNEL,ZONE_END,78,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisck.cc,
0,1,2,BRISC,9090,3103424694644,969981513126759064,1024,,,,TS_DATA,0,,{"counter type":"FPU_COUNTER";"ref cnt":225841420;"value":144558744}
0,1,2,BRISC,9090,3103424694717,969981513047319216,1024,,,,TS_DATA,0,,{"counter type":"SFPU_COUNTER";"ref cnt":225841420;"value":65118896}
0,1,2,BRISC,9090,3103424694784,969981513138995915,1024,,,,TS_DATA,0,,{"counter type":"MATH_COUNTER";"ref cnt":225841420;"value":156795595}
0,1,2,BRISC,55593,3103424694959,0,1024,,,BRISC-FW,ZONE_END,433,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisc.cc,
0,1,2,BRISC,55593,3105927768445,0,2048,,,BRISC-FW,ZONE_START,433,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisc.cc,
0,1,2,BRISC,62524,3105927769279,0,2048,,,BRISC-KERNEL,ZONE_START,78,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisck.cc,
0,1,2,BRISC,62524,3106153754332,0,2048,,,BRISC-KERNEL,ZONE_END,78,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisck.cc,
