csv,activation,method,degree,segments,precision,bf16_maxulp,runtime_us,compiles,range
abs_p2_s2_uniform_any_ulp.csv,abs,abs_value,2,2,bf16,0.00,1.71,1,[-128.0,128.0]
hardmish_p3_s3_uniform_any_ulp.csv,hardmish,gated_affine_product,3,3,bf16,0.00,1.72,1,[-10.0,10.0]
hardshrink_p2_s3_uniform_any_ulp.csv,hardshrink,threshold_identity,2,3,bf16,0.00,1.74,1,[-11.0,11.0]
hardswish_p6_s3_uniform_any_ulp.csv,hardswish,gated_affine_product,6,3,bf16,0.02,1.78,1,[-10.0,10.0]
softshrink_p2_s3_uniform_any_ulp.csv,softshrink,threshold_softshift,2,3,bf16,0.00,1.78,1,[-11.0,11.0]
softsign_n1d1_s2_uniform_rational_ulp.csv,softsign,abs_denominator_rational,1d1,2,bf16,0.00,1.80,1,[-10.0,10.0]
