csv,activation,method,degree,segments,precision,bf16_maxulp,runtime_us,compiles,range
digamma_n8d7_s1_uniform_rational_ulp.csv,digamma,rational,8d7,1,bf16,1.00,4.25,1,"[0.01,102.0]"
digamma_n9d1_s1_uniform_rational_ulp.csv,digamma,rational,9d1,1,bf16,8.00,3.42,1,"[0.01,102.0]"
digamma_n9d3_s1_uniform_rational_ulp.csv,digamma,rational,9d3,1,bf16,0.25,3.75,1,"[0.01,102.0]"
digamma_n9d5_s1_uniform_rational_ulp.csv,digamma,rational,9d5,1,bf16,0.50,4.08,1,"[0.01,102.0]"
digamma_n9d7_s2_uniform_rational_ulp.csv,digamma,rational,9d7,2,bf16,0.00,7.56,1,"[0.01,102.0]"
digamma_p10_s32_uniform_any_ulp.csv,digamma,poly,10,32,bf16,45.00,22.95,1,"[0.01,102.0]"
digamma_p11_s16_uniform_any_ulp.csv,digamma,poly,11,16,bf16,45.00,14.00,1,"[0.01,102.0]"
digamma_p11_s3_uniform_any_ulp.csv,digamma,poly,11,3,bf16,45.00,4.24,1,"[0.01,102.0]"
digamma_p12_s1_uniform_any_ulp.csv,digamma,poly,12,1,bf16,201.09,1.74,1,"[0.01,102.0]"
digamma_p12_s4_uniform_any_ulp.csv,digamma,poly,12,4,bf16,45.00,5.18,1,"[0.01,102.0]"
digamma_p13_s2_uniform_any_ulp.csv,digamma,poly,13,2,bf16,45.00,3.47,1,"[0.01,102.0]"
digamma_p13_s8_uniform_any_ulp.csv,digamma,poly,13,8,bf16,45.00,9.98,1,"[0.01,102.0]"
digamma_p14_s32_uniform_any_ulp.csv,digamma,poly,14,32,bf16,45.00,24.16,1,"[0.01,102.0]"
digamma_p15_s16_uniform_any_ulp.csv,digamma,poly,15,16,bf16,45.00,14.86,1,"[0.01,102.0]"
digamma_p15_s3_uniform_any_ulp.csv,digamma,poly,15,3,bf16,45.00,4.25,1,"[0.01,102.0]"
digamma_p16_s1_uniform_any_ulp.csv,digamma,poly,16,1,bf16,201.09,1.74,1,"[0.01,102.0]"
digamma_p16_s4_uniform_any_ulp.csv,digamma,poly,16,4,bf16,45.00,5.18,1,"[0.01,102.0]"
digamma_p1_s2_uniform_any_ulp.csv,digamma,poly,1,2,bf16,201.02,1.81,1,"[0.01,102.0]"
digamma_p1_s8_uniform_any_ulp.csv,digamma,poly,1,8,bf16,201.02,4.54,1,"[0.01,102.0]"
digamma_p2_s32_uniform_any_ulp.csv,digamma,poly,2,32,bf16,201.02,16.64,1,"[0.01,102.0]"
digamma_p3_s16_uniform_any_ulp.csv,digamma,poly,3,16,bf16,201.02,9.66,1,"[0.01,102.0]"
digamma_p3_s3_uniform_any_ulp.csv,digamma,poly,3,3,bf16,201.02,2.58,1,"[0.01,102.0]"
digamma_p4_s1_uniform_any_ulp.csv,digamma,poly,4,1,bf16,201.09,1.74,1,"[0.01,102.0]"
digamma_p4_s4_uniform_any_ulp.csv,digamma,poly,4,4,bf16,201.02,3.30,1,"[0.01,102.0]"
digamma_p5_s2_uniform_any_ulp.csv,digamma,poly,5,2,bf16,201.02,2.16,1,"[0.01,102.0]"
digamma_p5_s8_uniform_any_ulp.csv,digamma,poly,5,8,bf16,201.02,5.81,1,"[0.01,102.0]"
digamma_p6_s32_uniform_any_ulp.csv,digamma,poly,6,32,bf16,201.02,19.42,1,"[0.01,102.0]"
digamma_p7_s16_uniform_any_ulp.csv,digamma,poly,7,16,bf16,201.02,11.55,1,"[0.01,102.0]"
digamma_p7_s3_uniform_any_ulp.csv,digamma,poly,7,3,bf16,201.02,3.02,1,"[0.01,102.0]"
digamma_p8_s1_uniform_any_ulp.csv,digamma,poly,8,1,bf16,201.09,1.74,1,"[0.01,102.0]"
digamma_p8_s4_uniform_any_ulp.csv,digamma,poly,8,4,bf16,201.02,3.75,1,"[0.01,102.0]"
digamma_p9_s2_uniform_any_ulp.csv,digamma,poly,9,2,bf16,201.02,2.37,1,"[0.01,102.0]"
digamma_p9_s8_uniform_any_ulp.csv,digamma,poly,9,8,bf16,201.02,8.33,1,"[0.01,102.0]"
elu_p10_s4_uniform_any_ulp.csv,elu,poly,10,4,bf16,0.06,3.08,1,"[-10.0,10.0]"
elu_p11_s4_uniform_any_ulp.csv,elu,poly,11,4,bf16,0.06,3.30,1,"[-10.0,10.0]"
elu_p12_s4_uniform_any_ulp.csv,elu,poly,12,4,bf16,0.06,3.29,1,"[-10.0,10.0]"
elu_p14_s1_uniform_any_ulp.csv,elu,poly,14,1,bf16,144.00,1.71,1,"[-10.0,10.0]"
elu_p16_s1_uniform_any_ulp.csv,elu,poly,16,1,bf16,144.00,1.72,1,"[-10.0,10.0]"
elu_p1_s2_uniform_any_ulp.csv,elu,poly,1,2,bf16,13.12,1.82,1,"[-10.0,10.0]"
elu_p1_s8_uniform_any_ulp.csv,elu,poly,1,8,bf16,6.81,3.99,1,"[-10.0,10.0]"
elu_p2_s32_uniform_any_ulp.csv,elu,poly,2,32,bf16,0.06,14.02,1,"[-10.0,10.0]"
elu_p3_s16_uniform_any_ulp.csv,elu,poly,3,16,bf16,0.06,8.06,1,"[-10.0,10.0]"
elu_p3_s3_uniform_any_ulp.csv,elu,poly,3,3,bf16,3.38,2.19,1,"[-10.0,10.0]"
elu_p4_s1_uniform_any_ulp.csv,elu,poly,4,1,bf16,144.00,1.70,1,"[-10.0,10.0]"
elu_p4_s4_uniform_any_ulp.csv,elu,poly,4,4,bf16,0.25,2.63,1,"[-10.0,10.0]"
elu_p5_s2_uniform_any_ulp.csv,elu,poly,5,2,bf16,0.44,2.12,1,"[-10.0,10.0]"
elu_p5_s8_uniform_any_ulp.csv,elu,poly,5,8,bf16,0.06,4.79,1,"[-10.0,10.0]"
elu_p6_s3_uniform_any_ulp.csv,elu,poly,6,3,bf16,0.19,2.51,1,"[-10.0,10.0]"
elu_p7_s1_uniform_any_ulp.csv,elu,poly,7,1,bf16,144.00,1.72,1,"[-10.0,10.0]"
elu_p7_s8_uniform_any_ulp.csv,elu,poly,7,8,bf16,0.06,5.01,1,"[-10.0,10.0]"
elu_p8_s4_uniform_any_ulp.csv,elu,poly,8,4,bf16,0.06,3.07,1,"[-10.0,10.0]"
elu_p9_s3_uniform_any_ulp.csv,elu,poly,9,3,bf16,0.06,2.83,1,"[-10.0,10.0]"
erf_n10d2_s1_uniform_rational_ulp.csv,erf,rational,10d2,1,bf16,328.00,3.70,1,"[-10.0,10.0]"
erf_n10d6_s1_uniform_rational_ulp.csv,erf,rational,10d6,1,bf16,15.50,4.42,1,"[-10.0,10.0]"
erf_n11d4_s1_uniform_rational_ulp.csv,erf,rational,11d4,1,bf16,0.50,4.25,1,"[-10.0,10.0]"
erf_n12d4_s1_uniform_rational_ulp.csv,erf,rational,12d4,1,bf16,0.50,3.04,1,"[-10.0,10.0]"
erf_n14d1_s1_uniform_rational_ulp.csv,erf,rational,14d1,1,bf16,20.00,4.25,1,"[-10.0,10.0]"
erf_n2d2_s1_uniform_rational_ulp.csv,erf,rational,2d2,1,bf16,35.00,2.08,1,"[-10.0,10.0]"
erf_n4d1_s1_uniform_rational_ulp.csv,erf,rational,4d1,1,bf16,82.00,2.71,1,"[-10.0,10.0]"
erf_n5d1_s1_uniform_rational_ulp.csv,erf,rational,5d1,1,bf16,62.50,2.22,1,"[-10.0,10.0]"
erf_n5d5_s1_uniform_rational_ulp.csv,erf,rational,5d5,1,bf16,1.50,2.54,1,"[-10.0,10.0]"
erf_n6d5_s1_uniform_rational_ulp.csv,erf,rational,6d5,1,bf16,1.50,2.54,1,"[-10.0,10.0]"
erf_n7d3_s1_uniform_rational_ulp.csv,erf,rational,7d3,1,bf16,1.50,2.53,1,"[-10.0,10.0]"
erf_n7d7_s1_uniform_rational_ulp.csv,erf,rational,7d7,1,bf16,0.50,2.87,1,"[-10.0,10.0]"
erf_n8d5_s1_uniform_rational_ulp.csv,erf,rational,8d5,1,bf16,1.50,2.70,1,"[-10.0,10.0]"
erf_n9d1_s1_uniform_rational_ulp.csv,erf,rational,9d1,1,bf16,36.00,2.54,1,"[-10.0,10.0]"
erf_n9d5_s1_uniform_rational_ulp.csv,erf,rational,9d5,1,bf16,1.00,4.09,1,"[-10.0,10.0]"
erf_p10_s3_uniform_any_ulp.csv,erf,poly,10,3,bf16,2.00,2.59,1,"[-10.0,10.0]"
erf_p11_s3_uniform_any_ulp.csv,erf,poly,11,3,bf16,1.00,2.76,1,"[-10.0,10.0]"
erf_p13_s1_uniform_any_ulp.csv,erf,poly,13,1,bf16,20.00,2.43,1,"[-10.0,10.0]"
erf_p1_s16_uniform_any_ulp.csv,erf,poly,1,16,bf16,25.00,6.76,1,"[-10.0,10.0]"
erf_p1_s3_uniform_any_ulp.csv,erf,poly,1,3,bf16,128.00,1.97,1,"[-10.0,10.0]"
erf_p2_s1_uniform_any_ulp.csv,erf,poly,2,1,bf16,251.00,1.70,1,"[-10.0,10.0]"
erf_p2_s4_uniform_any_ulp.csv,erf,poly,2,4,bf16,89.00,2.27,1,"[-10.0,10.0]"
erf_p3_s2_uniform_any_ulp.csv,erf,poly,3,2,bf16,82.00,2.02,1,"[-10.0,10.0]"
erf_p3_s8_uniform_any_ulp.csv,erf,poly,3,8,bf16,20.00,4.02,1,"[-10.0,10.0]"
erf_p4_s32_uniform_any_ulp.csv,erf,poly,4,32,bf16,0.50,14.69,1,"[-10.0,10.0]"
erf_p5_s16_uniform_any_ulp.csv,erf,poly,5,16,bf16,0.50,9.00,1,"[-10.0,10.0]"
erf_p5_s3_uniform_any_ulp.csv,erf,poly,5,3,bf16,13.50,2.29,1,"[-10.0,10.0]"
erf_p6_s1_uniform_any_ulp.csv,erf,poly,6,1,bf16,62.50,1.87,1,"[-10.0,10.0]"
erf_p6_s8_uniform_any_ulp.csv,erf,poly,6,8,bf16,6.00,4.38,1,"[-10.0,10.0]"
erf_p7_s4_uniform_any_ulp.csv,erf,poly,7,4,bf16,16.50,3.28,1,"[-10.0,10.0]"
erf_p8_s3_uniform_any_ulp.csv,erf,poly,8,3,bf16,5.00,2.43,1,"[-10.0,10.0]"
erf_p9_s2_uniform_any_ulp.csv,erf,poly,9,2,bf16,36.00,2.97,1,"[-10.0,10.0]"
erfc_n10d1_s2_uniform_rational_ulp.csv,erfc,rational,10d1,2,bf16,11.75,5.80,1,"[-5.0,5.0]"
erfc_n10d3_s2_uniform_rational_ulp.csv,erfc,rational,10d3,2,bf16,1.75,6.46,1,"[-5.0,5.0]"
erfc_n10d5_s2_uniform_rational_ulp.csv,erfc,rational,10d5,2,bf16,2.25,7.12,1,"[-5.0,5.0]"
erfc_n11d2_s1_uniform_rational_ulp.csv,erfc,rational,11d2,1,bf16,14.00,3.92,1,"[-5.0,5.0]"
erfc_n11d4_s1_uniform_rational_ulp.csv,erfc,rational,11d4,1,bf16,1.50,4.25,1,"[-5.0,5.0]"
erfc_n12d1_s1_uniform_rational_ulp.csv,erfc,rational,12d1,1,bf16,82.00,3.91,1,"[-5.0,5.0]"
erfc_n12d3_s1_uniform_rational_ulp.csv,erfc,rational,12d3,1,bf16,13.00,4.25,1,"[-5.0,5.0]"
erfc_n13d1_s1_uniform_rational_ulp.csv,erfc,rational,13d1,1,bf16,64.00,4.09,1,"[-5.0,5.0]"
erfc_n13d3_s1_uniform_rational_ulp.csv,erfc,rational,13d3,1,bf16,6.00,4.41,1,"[-5.0,5.0]"
erfc_n14d2_s2_uniform_rational_ulp.csv,erfc,rational,14d2,2,bf16,206.00,7.34,1,"[-5.0,5.0]"
erfc_n2d1_s1_uniform_rational_ulp.csv,erfc,rational,2d1,1,bf16,128.00,2.28,1,"[-5.0,5.0]"
erfc_n3d2_s1_uniform_rational_ulp.csv,erfc,rational,3d2,1,bf16,128.00,2.49,1,"[-5.0,5.0]"
erfc_n4d1_s1_uniform_rational_ulp.csv,erfc,rational,4d1,1,bf16,128.00,2.38,1,"[-5.0,5.0]"
erfc_n4d3_s2_uniform_rational_ulp.csv,erfc,rational,4d3,2,bf16,62.89,4.24,1,"[-5.0,5.0]"
erfc_n5d3_s1_uniform_rational_ulp.csv,erfc,rational,5d3,1,bf16,126.17,3.10,1,"[-5.0,5.0]"
erfc_n5d5_s1_uniform_rational_ulp.csv,erfc,rational,5d5,1,bf16,128.00,3.42,1,"[-5.0,5.0]"
erfc_n6d2_s2_uniform_rational_ulp.csv,erfc,rational,6d2,2,bf16,56.44,4.80,1,"[-5.0,5.0]"
erfc_n6d4_s2_uniform_rational_ulp.csv,erfc,rational,6d4,2,bf16,12.75,5.46,1,"[-5.0,5.0]"
erfc_n6d6_s2_uniform_rational_ulp.csv,erfc,rational,6d6,2,bf16,11.75,6.07,1,"[-5.0,5.0]"
erfc_n7d2_s2_uniform_rational_ulp.csv,erfc,rational,7d2,2,bf16,32.62,5.13,1,"[-5.0,5.0]"
erfc_n7d4_s2_uniform_rational_ulp.csv,erfc,rational,7d4,2,bf16,4.75,5.80,1,"[-5.0,5.0]"
erfc_n7d6_s2_uniform_rational_ulp.csv,erfc,rational,7d6,2,bf16,1.25,6.46,1,"[-5.0,5.0]"
erfc_n8d2_s1_uniform_rational_ulp.csv,erfc,rational,8d2,1,bf16,71.00,3.43,1,"[-5.0,5.0]"
erfc_n8d4_s1_uniform_rational_ulp.csv,erfc,rational,8d4,1,bf16,11.50,3.75,1,"[-5.0,5.0]"
erfc_n8d6_s1_uniform_rational_ulp.csv,erfc,rational,8d6,1,bf16,3.00,4.09,1,"[-5.0,5.0]"
erfc_n8d8_s1_uniform_rational_ulp.csv,erfc,rational,8d8,1,bf16,3.00,4.41,1,"[-5.0,5.0]"
erfc_n9d2_s1_uniform_rational_ulp.csv,erfc,rational,9d2,1,bf16,35.00,3.59,1,"[-5.0,5.0]"
erfc_n9d4_s1_uniform_rational_ulp.csv,erfc,rational,9d4,1,bf16,6.50,3.92,1,"[-5.0,5.0]"
erfc_n9d6_s1_uniform_rational_ulp.csv,erfc,rational,9d6,1,bf16,1.25,4.25,1,"[-5.0,5.0]"
erfc_p10_s1_uniform_any_ulp.csv,erfc,poly,10,1,bf16,128.00,2.20,1,"[-5.0,5.0]"
erfc_p11_s1_uniform_any_ulp.csv,erfc,poly,11,1,bf16,128.00,2.46,1,"[-5.0,5.0]"
erfc_p13_s1_uniform_any_ulp.csv,erfc,poly,13,1,bf16,128.00,2.46,1,"[-5.0,5.0]"
erfc_p1_s2_uniform_any_ulp.csv,erfc,poly,1,2,bf16,64.00,1.86,1,"[-5.0,5.0]"
erfc_p1_s8_uniform_any_ulp.csv,erfc,poly,1,8,bf16,16.00,4.32,1,"[-5.0,5.0]"
erfc_p2_s32_uniform_any_ulp.csv,erfc,poly,2,32,bf16,0.50,17.09,1,"[-5.0,5.0]"
erfc_p3_s16_uniform_any_ulp.csv,erfc,poly,3,16,bf16,0.50,10.34,1,"[-5.0,5.0]"
erfc_p3_s3_uniform_any_ulp.csv,erfc,poly,3,3,bf16,18.00,2.80,1,"[-5.0,5.0]"
erfc_p4_s1_uniform_any_ulp.csv,erfc,poly,4,1,bf16,128.00,1.83,1,"[-5.0,5.0]"
erfc_p4_s4_uniform_any_ulp.csv,erfc,poly,4,4,bf16,4.00,3.44,1,"[-5.0,5.0]"
erfc_p5_s2_uniform_any_ulp.csv,erfc,poly,5,2,bf16,64.00,2.58,1,"[-5.0,5.0]"
erfc_p6_s16_uniform_any_ulp.csv,erfc,poly,6,16,bf16,0.50,11.83,1,"[-5.0,5.0]"
erfc_p6_s4_uniform_any_ulp.csv,erfc,poly,6,4,bf16,0.50,4.19,1,"[-5.0,5.0]"
erfc_p7_s3_uniform_any_ulp.csv,erfc,poly,7,3,bf16,1.16,3.58,1,"[-5.0,5.0]"
erfc_p8_s2_uniform_any_ulp.csv,erfc,poly,8,2,bf16,64.00,3.13,1,"[-5.0,5.0]"
erfc_p9_s2_uniform_any_ulp.csv,erfc,poly,9,2,bf16,64.00,3.24,1,"[-5.0,5.0]"
erfinv_n10d2_s1_uniform_rational_ulp.csv,erfinv,rational,10d2,1,bf16,1.00,2.71,1,"[-0.99,0.99]"
erfinv_n10d6_s1_uniform_rational_ulp.csv,erfinv,rational,10d6,1,bf16,0.03,3.04,1,"[-0.99,0.99]"
erfinv_n11d4_s1_uniform_rational_ulp.csv,erfinv,rational,11d4,1,bf16,0.03,3.04,1,"[-0.99,0.99]"
erfinv_n12d3_s1_uniform_rational_ulp.csv,erfinv,rational,12d3,1,bf16,1.00,2.87,1,"[-0.99,0.99]"
erfinv_n13d3_s1_uniform_rational_ulp.csv,erfinv,rational,13d3,1,bf16,0.50,3.04,1,"[-0.99,0.99]"
erfinv_n1d1_s1_uniform_rational_ulp.csv,erfinv,rational,1d1,1,bf16,77.00,1.93,1,"[-0.99,0.99]"
erfinv_n3d2_s1_uniform_rational_ulp.csv,erfinv,rational,3d2,1,bf16,4.00,2.22,1,"[-0.99,0.99]"
erfinv_n4d3_s1_uniform_rational_ulp.csv,erfinv,rational,4d3,1,bf16,4.00,2.22,1,"[-0.99,0.99]"
erfinv_n5d3_s1_uniform_rational_ulp.csv,erfinv,rational,5d3,1,bf16,2.00,2.38,1,"[-0.99,0.99]"
erfinv_n6d2_s1_uniform_rational_ulp.csv,erfinv,rational,6d2,1,bf16,2.00,2.38,1,"[-0.99,0.99]"
erfinv_n6d6_s1_uniform_rational_ulp.csv,erfinv,rational,6d6,1,bf16,0.50,2.71,1,"[-0.99,0.99]"
erfinv_n7d4_s1_uniform_rational_ulp.csv,erfinv,rational,7d4,1,bf16,0.50,2.71,1,"[-0.99,0.99]"
erfinv_n8d1_s1_uniform_rational_ulp.csv,erfinv,rational,8d1,1,bf16,8.00,2.38,1,"[-0.99,0.99]"
erfinv_n8d5_s1_uniform_rational_ulp.csv,erfinv,rational,8d5,1,bf16,0.50,2.71,1,"[-0.99,0.99]"
erfinv_n9d1_s1_uniform_rational_ulp.csv,erfinv,rational,9d1,1,bf16,5.00,2.54,1,"[-0.99,0.99]"
erfinv_n9d5_s1_uniform_rational_ulp.csv,erfinv,rational,9d5,1,bf16,0.06,2.87,1,"[-0.99,0.99]"
erfinv_p1_s2_uniform_any_ulp.csv,erfinv,poly,1,2,bf16,101.50,1.78,1,"[-0.99,0.99]"
erfinv_p4_s1_uniform_any_ulp.csv,erfinv,poly,4,1,bf16,40.00,1.75,1,"[-0.99,0.99]"
exp2_n10d2_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,10d2,2,bf16,0.50,5.96,1,"[-7.0,7.0]"
exp2_n10d4_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,10d4,2,bf16,0.00,6.62,1,"[-7.0,7.0]"
exp2_n10d6_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,10d6,2,bf16,0.00,7.29,1,"[-7.0,7.0]"
exp2_n11d2_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,11d2,2,bf16,0.02,6.30,1,"[-7.0,7.0]"
exp2_n11d4_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,11d4,2,bf16,0.00,6.96,1,"[-7.0,7.0]"
exp2_n12d1_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,12d1,2,bf16,0.50,6.40,1,"[-7.0,7.0]"
exp2_n12d3_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,12d3,2,bf16,0.00,6.96,1,"[-7.0,7.0]"
exp2_n13d1_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,13d1,2,bf16,0.50,6.72,1,"[-7.0,7.0]"
exp2_n13d3_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,13d3,2,bf16,0.00,7.29,1,"[-7.0,7.0]"
exp2_n14d2_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,14d2,2,bf16,0.00,7.28,1,"[-7.0,7.0]"
exp2_n1d1_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,1d1,2,bf16,222.88,2.87,1,"[-7.0,7.0]"
exp2_n2d2_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,2d2,2,bf16,108.00,3.42,1,"[-7.0,7.0]"
exp2_n3d2_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,3d2,2,bf16,64.25,3.76,1,"[-7.0,7.0]"
exp2_n4d1_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,4d1,2,bf16,104.00,3.80,1,"[-7.0,7.0]"
exp2_n4d3_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,4d3,2,bf16,18.00,4.30,1,"[-7.0,7.0]"
exp2_n5d1_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,5d1,2,bf16,21.00,4.14,1,"[-7.0,7.0]"
exp2_n5d3_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,5d3,2,bf16,0.50,4.63,1,"[-7.0,7.0]"
exp2_n5d5_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,5d5,2,bf16,4.50,5.30,1,"[-7.0,7.0]"
exp2_n6d2_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,6d2,2,bf16,2.50,4.64,1,"[-7.0,7.0]"
exp2_n6d4_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,6d4,2,bf16,2.00,5.36,1,"[-7.0,7.0]"
exp2_n6d6_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,6d6,2,bf16,0.50,5.96,1,"[-7.0,7.0]"
exp2_n7d2_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,7d2,2,bf16,2.00,4.97,1,"[-7.0,7.0]"
exp2_n7d4_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,7d4,2,bf16,0.50,5.63,1,"[-7.0,7.0]"
exp2_n7d6_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,7d6,2,bf16,0.00,6.29,1,"[-7.0,7.0]"
exp2_n8d1_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,8d1,2,bf16,8.13,5.07,1,"[-7.0,7.0]"
exp2_n8d3_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,8d3,2,bf16,0.50,5.63,1,"[-7.0,7.0]"
exp2_n8d5_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,8d5,2,bf16,0.50,6.30,1,"[-7.0,7.0]"
exp2_n8d7_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,8d7,2,bf16,0.00,6.95,1,"[-7.0,7.0]"
exp2_n9d1_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,9d1,2,bf16,4.71,5.40,1,"[-7.0,7.0]"
exp2_n9d3_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,9d3,2,bf16,0.50,5.96,1,"[-7.0,7.0]"
exp2_n9d5_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,9d5,2,bf16,0.00,6.63,1,"[-7.0,7.0]"
exp2_n9d7_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,9d7,2,bf16,0.00,7.29,1,"[-7.0,7.0]"
exp2_p13_s1_uniform_any_ulp.csv,exp2,exponent_alu_exp2,13,1,bf16,-,-,0,"[-7.0,7.0]"
exp2_p1_s1_uniform_any_ulp.csv,exp2,exponent_alu_exp2,1,1,bf16,4.00,1.94,1,"[-7.0,7.0]"
exp2_p5_s1_uniform_any_ulp.csv,exp2,exponent_alu_exp2,5,1,bf16,0.00,2.33,1,"[-7.0,7.0]"
exp2_p9_s1_uniform_any_ulp.csv,exp2,exponent_alu_exp2,9,1,bf16,-,-,0,"[-7.0,7.0]"
exp_n10d2_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,10d2,2,bf16,110.00,5.96,1,"[-10.0,10.0]"
exp_n10d4_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,10d4,2,bf16,44.00,6.63,1,"[-10.0,10.0]"
exp_n10d6_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,10d6,2,bf16,9.00,7.28,1,"[-10.0,10.0]"
exp_n11d2_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,11d2,2,bf16,59.00,6.29,1,"[-10.0,10.0]"
exp_n11d4_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,11d4,2,bf16,11.00,6.95,1,"[-10.0,10.0]"
exp_n12d1_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,12d1,2,bf16,38.00,6.40,1,"[-10.0,10.0]"
exp_n12d3_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,12d3,2,bf16,8.00,6.96,1,"[-10.0,10.0]"
exp_n13d1_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,13d1,2,bf16,24.00,6.73,1,"[-10.0,10.0]"
exp_n13d3_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,13d3,2,bf16,3.00,7.29,1,"[-10.0,10.0]"
exp_n14d2_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,14d2,2,bf16,4.00,7.28,1,"[-10.0,10.0]"
exp_n1d1_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,1d1,2,bf16,172.03,2.87,1,"[-10.0,10.0]"
exp_n2d2_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,2d2,2,bf16,171.94,3.53,1,"[-10.0,10.0]"
exp_n3d2_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,3d2,2,bf16,171.66,3.78,1,"[-10.0,10.0]"
exp_n4d1_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,4d1,2,bf16,174.88,3.81,1,"[-10.0,10.0]"
exp_n4d3_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,4d3,2,bf16,244.81,4.31,1,"[-10.0,10.0]"
exp_n5d1_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,5d1,2,bf16,252.88,4.13,1,"[-10.0,10.0]"
exp_n5d3_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,5d3,2,bf16,225.31,4.64,1,"[-10.0,10.0]"
exp_n5d5_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,5d5,2,bf16,168.42,5.30,1,"[-10.0,10.0]"
exp_n6d2_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,6d2,2,bf16,158.06,4.64,1,"[-10.0,10.0]"
exp_n6d4_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,6d4,2,bf16,268.06,5.35,1,"[-10.0,10.0]"
exp_n6d6_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,6d6,2,bf16,223.50,5.96,1,"[-10.0,10.0]"
exp_n7d2_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,7d2,2,bf16,129.25,4.97,1,"[-10.0,10.0]"
exp_n7d4_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,7d4,2,bf16,194.88,5.62,1,"[-10.0,10.0]"
exp_n7d6_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,7d6,2,bf16,266.50,6.29,1,"[-10.0,10.0]"
exp_n8d1_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,8d1,2,bf16,320.00,5.07,1,"[-10.0,10.0]"
exp_n8d3_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,8d3,2,bf16,138.75,5.63,1,"[-10.0,10.0]"
exp_n8d5_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,8d5,2,bf16,108.75,6.29,1,"[-10.0,10.0]"
exp_n8d7_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,8d7,2,bf16,65.50,6.96,1,"[-10.0,10.0]"
exp_n9d1_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,9d1,2,bf16,257.50,5.40,1,"[-10.0,10.0]"
