Detected CSV format: v2.1 (with device arch and worker core count)
Using architecture from CSV: blackhole
Architecture: blackhole, Worker cores: 110
Warning: 'HOST START TS' column not found. CSV will not be sorted.
Using operations after 'MULTICHIP_DECODE'.
Using operations until 'MULTICHIP_DECODE_END'.
Detected data from 4 devices. Merging device data...

🚀 Performance Report 🚀
========================

ID     Total %  Bound  OP Code                                 Device   Device Time  Op-to-Op Gap  Cores  DRAM      DRAM %  FLOPs        FLOPs %  Math Fidelity
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 3216    0.0 %         TypecastDeviceOperation                       3         1 μs                    1                                                   INT32 => UINT32
 3218    0.0 %         EmbeddingsDeviceOperation                     3         3 μs          1 μs      1                                              UINT32, BF16 => BF16
 3220    0.0 %         EmbeddingsDeviceOperation                     3         3 μs          1 μs      1                                              UINT32, BF16 => BF16
 3223    0.0 %         ShardedToInterleavedDeviceOperation           3         2 μs          1 μs     32                                                      BF16 => BF16
 3233    0.0 %         BinaryNgDeviceOperation                       3         5 μs          0 μs    110                                                BF16, BF16 => BF16
 3234    0.0 %         TransposeDeviceOperation                      3         4 μs          1 μs    110                                                      BF16 => BF16
 3237    0.0 %         RepeatDeviceOperation                         3         2 μs          0 μs    110                                                      BF16 => BF16
 3240    0.0 %         RepeatDeviceOperation                         3         2 μs          0 μs    110                                                      BF16 => BF16
 3245    0.0 %         ConcatDeviceOperation                         3         4 μs          2 μs    110                                                BF16, BF16 => BF16
 3253    0.0 %         InterleavedToShardedDeviceOperation           3         2 μs          1 μs     32                                                      BF16 => BF16
 3256    0.0 %   SLOW  MatmulDeviceOperation 32 x 768 x 3072         3         8 μs          1 μs     12  149 GB/s  29.1 %  19.1 TFLOPs   28.8 %  LoFi BF16 x BFP4 => BF16
 3257    0.0 %         ReshardDeviceOperation                        3         2 μs          1 μs     32                                                      BF16 => BF16
 3263    0.0 %         ReshardDeviceOperation                        3         1 μs          1 μs     24                                                      BF16 => BF16
 3264    0.0 %   SLOW  MatmulDeviceOperation 32 x 3072 x 6144        3        41 μs          1 μs     12  231 GB/s  45.0 %  29.5 TFLOPs   44.5 %  LoFi BF16 x BFP4 => BF16
 3269    0.0 %         ReshardDeviceOperation                        3         2 μs          1 μs     32                                                      BF16 => BF16
 3274    0.0 %         ShardedToInterleavedDeviceOperation           3         1 μs          1 μs     32                                                      BF16 => BF16
 3275    0.0 %         ReshapeViewDeviceOperation                    3        34 μs          1 μs    110                                                      BF16 => BF16
 3276    0.0 %         CopyDeviceOperation                           3        26 μs          1 μs    110                                                      BF16 => BF16
 3277   98.1 %         ReshapeViewDeviceOperation                    2        20 μs     93,352 μs     96                                                      BF16 => BF16
 3278    0.0 %         InterleavedToShardedDeviceOperation           2         1 μs          1 μs     32                                                      BF16 => BF16
 3281    0.0 %   SLOW  MatmulDeviceOperation 32 x 3072 x 1280        2        10 μs          1 μs     12  196 GB/s  38.3 %  25.1 TFLOPs   37.8 %  LoFi BF16 x BFP4 => BF16
 3282    0.0 %         ShardedToInterleavedDeviceOperation           2         2 μs          1 μs      4                                                      BF16 => BF16
 3283    0.0 %         NLPCreateQKVHeadsDecodeDeviceOperation        2         4 μs          1 μs     32                                                      BF16 => BF16
 3290    0.0 %         CopyDeviceOperation                           2         3 μs          1 μs    110                                                      BF16 => BF16
 3292    0.0 %         CopyDeviceOperation                           2         3 μs          1 μs    110                                                      BF16 => BF16
 3294    0.0 %         TransposeDeviceOperation                      2         4 μs          1 μs    110                                                      BF16 => BF16
 3295    0.0 %         SliceDeviceOperation                          2         3 μs          1 μs    110                                                      BF16 => BF16
 3297    0.0 %         UnaryDeviceOperation                          2         3 μs          0 μs    110                                                      BF16 => BF16
 3299    0.0 %         BinaryNgDeviceOperation                       2         6 μs          1 μs    110                                                BF16, BF16 => BF16
 3307    0.0 %         UntilizeWithUnpaddingDeviceOperation          2         6 μs          3 μs     32                                                      BF16 => BF16
 3309    0.0 %         TilizeWithValPaddingDeviceOperation           2        12 μs         10 μs     32                                                      BF16 => BF16
 3312    0.0 %         UnaryDeviceOperation                          2         2 μs          0 μs    110                                                      BF16 => BF16
 3314    0.0 %         BinaryNgDeviceOperation                       2         6 μs          2 μs    110                                                BF16, BF16 => BF16
 3322    0.0 %         NLPConcatHeadsDecodeDeviceOperation           2         8 μs          1 μs      3                                                      BF16 => BF16
 3323    0.0 %         ReshardDeviceOperation                        2         1 μs          1 μs      2                                                      BF16 => BF16
 3326    0.0 %         ShardedToInterleavedDeviceOperation           2         2 μs          1 μs     32                                                      BF16 => BF16
 3355    0.0 %         UntilizeDeviceOperation                       1         7 μs          1 μs      2                                                      BF16 => BF16
 3361    0.0 %         TransposeDeviceOperation                      1         4 μs          1 μs    110                                                      BF16 => BF16
 3364    0.0 %         SliceDeviceOperation                          1         3 μs          0 μs    110                                                      BF16 => BF16
 3368    0.0 %         BinaryNgDeviceOperation                       1         6 μs          1 μs    110                                                BF16, BF16 => BF16
 3372    0.0 %         UntilizeWithUnpaddingDeviceOperation          1         6 μs          8 μs     32                                                      BF16 => BF16
 3374    0.0 %         TilizeWithValPaddingDeviceOperation           1        12 μs         12 μs     32                                                      BF16 => BF16
 3383    0.0 %         BinaryNgDeviceOperation                       1         6 μs          1 μs    110                                                BF16, BF16 => BF16
 3384    0.0 %         BinaryNgDeviceOperation                       1         6 μs          1 μs    110                                                BF16, BF16 => BF16
 3386    0.0 %         PagedUpdateCacheDeviceOperation               1         4 μs          1 μs     32                                                BFP8, BF16 => BFP8
 3387    0.0 %         PagedUpdateCacheDeviceOperation               1         4 μs          1 μs     32                                                BFP8, BF16 => BFP8
 3402    0.0 %         BinaryNgDeviceOperation                       1        14 μs          1 μs    110                                                BF16, BF16 => BF16
 3403    0.0 %         ReshardDeviceOperation                        1         2 μs          1 μs      8                                                      BF16 => BF16
 3404    0.0 %   SLOW  MatmulDeviceOperation 32 x 6144 x 3072        1        37 μs          1 μs     12  258 GB/s  50.3 %  33.0 TFLOPs   49.7 %  LoFi BF16 x BFP4 => BF16
 3406    0.0 %         ShardedToInterleavedDeviceOperation           1         2 μs          0 μs     32                                                      BF16 => BF16
 3415    0.0 %         LayerNormDeviceOperation                      0         6 μs          1 μs     32                                                BF16, BF16 => BF16
 3416    0.0 %         ReshardDeviceOperation                        0         2 μs          1 μs      4                                                      BF16 => BF16
 3421    0.0 %         UntilizeDeviceOperation                       0         7 μs          1 μs      2                                                      BF16 => BF16
 3425    0.0 %         ShardedToInterleavedDeviceOperation           0         2 μs          1 μs     32                                                      BF16 => BF16
 3434    0.0 %         ConcatDeviceOperation                         0         3 μs          0 μs    110                                                BF16, BF16 => BF16
 3439    0.0 %         TransposeDeviceOperation                      0         4 μs          0 μs    110                                                      BF16 => BF16
 3446    0.0 %         SliceDeviceOperation                          0         3 μs          1 μs    110                                                      BF16 => BF16
 3447    0.0 %         SliceDeviceOperation                          0         3 μs          1 μs    110                                                      BF16 => BF16
 3453    0.0 %         InterleavedToShardedDeviceOperation           0         2 μs          1 μs     32                                                      BF16 => BF16
 3456    0.0 %         SdpaDecodeDeviceOperation                     0        10 μs          3 μs     64                                                BF16, BFP8 => BF16
 3463    0.0 %         ReduceScatterDeviceOperation                  0        23 μs          0 μs     12                                                      BF16 => BF16
 3464    0.0 %         AllGatherDeviceOperation                      0        14 μs          1 μs     12                                                      BF16 => BF16
 3465    0.0 %         BinaryNgDeviceOperation                       0         2 μs          1 μs    110                                                BF16, BF16 => BF16
 3466    0.0 %         LayerNormDeviceOperation                      0         6 μs          1 μs     32                                                BF16, BF16 => BF16
 3469    0.0 %   SLOW  MatmulDeviceOperation 32 x 3072 x 6144        0        41 μs          1 μs     12  229 GB/s  44.7 %  29.3 TFLOPs   44.1 %  LoFi BF16 x BFP4 => BF16
 3475    0.0 %         ReduceScatterDeviceOperation                  0        23 μs          0 μs     12                                                      BF16 => BF16
 3476    0.0 %         AllGatherDeviceOperation                      0        14 μs          1 μs     12                                                      BF16 => BF16
 3477    0.0 %         BinaryNgDeviceOperation                       0         2 μs          0 μs    110                                                BF16, BF16 => BF16
 3489    0.0 %         UntilizeDeviceOperation                       3         7 μs          1 μs      2                                                      BF16 => BF16
 3496    0.0 %         CopyDeviceOperation                           3         3 μs          1 μs    110                                                      BF16 => BF16
 3502    0.0 %         ConcatDeviceOperation                         3         3 μs          1 μs    110                                                BF16, BF16 => BF16
 3512    0.0 %         RepeatDeviceOperation                         3         2 μs          1 μs    110                                                      BF16 => BF16
 3513    0.0 %         TilizeWithValPaddingDeviceOperation           3        12 μs         10 μs     32                                                      BF16 => BF16
 3515    0.0 %         SliceDeviceOperation                          3         3 μs          0 μs    110                                                      BF16 => BF16
 3517    0.0 %         ConcatDeviceOperation                         3         4 μs          2 μs    110                                                BF16, BF16 => BF16
 3521    0.0 %         InterleavedToShardedDeviceOperation           3         2 μs          0 μs     32                                                      BF16 => BF16
 3523    0.0 %         PagedUpdateCacheDeviceOperation               3         4 μs          1 μs     32                                                BFP8, BF16 => BFP8
 3524    0.0 %         SdpaDecodeDeviceOperation                     3        10 μs          3 μs     64                                                BF16, BFP8 => BF16
 3530    0.0 %         ShardedToInterleavedDeviceOperation           3         2 μs          1 μs     32                                                      BF16 => BF16
 3533    0.0 %         BinaryNgDeviceOperation                       3         2 μs          1 μs    110                                                BF16, BF16 => BF16
