Detected CSV format: v2.1 (with device arch and worker core count)
Using architecture from CSV: blackhole
Architecture: blackhole, Worker cores: 110
Warning: 'HOST START TS' column not found. CSV will not be sorted.
Using operations after 'MULTICHIP_DECODE'.
Using operations until 'MULTICHIP_DECODE_END'.
Detected data from 4 devices. Merging device data...

🚀 Performance Report 🚀
========================

ID     Total %  Bound  OP Code                                 Device   Device Time  Op-to-Op Gap  Cores  DRAM      DRAM %  FLOPs        FLOPs %  Math Fidelity
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 3216    0.0 %         TypecastDeviceOperation                       3         1 μs                    1                                                   INT32 => UINT32
 3535    0.0 %         ReshardDeviceOperation                        3         1 μs          1 μs     24                                                      BF16 => BF16
 3546    0.0 %         ShardedToInterleavedDeviceOperation           3         1 μs          1 μs     32                                                      BF16 => BF16
 3547    0.0 %         ReshapeViewDeviceOperation                    3        34 μs          1 μs    110                                                      BF16 => BF16
 3549    0.0 %         ReshapeViewDeviceOperation                    2        20 μs          9 μs     96                                                      BF16 => BF16
 3552    0.0 %         ReshardDeviceOperation                        2         2 μs          1 μs      4                                                      BF16 => BF16
 3574    0.0 %         TransposeDeviceOperation                      2         4 μs          1 μs    110                                                      BF16 => BF16
 3577    0.0 %         RepeatDeviceOperation                         2         3 μs          0 μs    110                                                      BF16 => BF16
 3584    0.0 %         UnaryDeviceOperation                          2         2 μs          0 μs    110                                                      BF16 => BF16
 3590    0.0 %         PagedUpdateCacheDeviceOperation               2         4 μs          1 μs     32                                                BFP8, BF16 => BFP8
 3593    0.0 %         InterleavedToShardedDeviceOperation           2         2 μs          1 μs     32                                                      BF16 => BF16
 3597    0.0 %         ReshardDeviceOperation                        2         2 μs          1 μs     32                                                      BF16 => BF16
 3606    0.0 %         BinaryNgDeviceOperation                       2        14 μs          1 μs    110                                                BF16, BF16 => BF16
 3608    0.0 %   SLOW  MatmulDeviceOperation 32 x 6144 x 3072        2        37 μs          1 μs     12  256 GB/s  50.1 %  32.8 TFLOPs   49.5 %  LoFi BF16 x BFP4 => BF16
 3622    0.0 %         ShardedToInterleavedDeviceOperation           1         2 μs          1 μs      4                                                      BF16 => BF16
 3623    0.0 %         NLPCreateQKVHeadsDecodeDeviceOperation        1         4 μs          1 μs     32                                                      BF16 => BF16
 3624    0.0 %         TypecastDeviceOperation                       1         1 μs          2 μs      1                                                   INT32 => UINT32
 3633    0.0 %         TransposeDeviceOperation                      1         4 μs          1 μs    110                                                      BF16 => BF16
 3634    0.0 %         TransposeDeviceOperation                      1         4 μs          1 μs    110                                                      BF16 => BF16
 3637    0.0 %         UnaryDeviceOperation                          1         3 μs          1 μs    110                                                      BF16 => BF16
 3644    0.0 %         UntilizeWithUnpaddingDeviceOperation          1         6 μs          8 μs     32                                                      BF16 => BF16
 3647    0.0 %         UntilizeWithUnpaddingDeviceOperation          1         6 μs          1 μs     32                                                      BF16 => BF16
 3650    0.0 %         SliceDeviceOperation                          1         3 μs          1 μs    110                                                      BF16 => BF16
 3654    0.0 %         BinaryNgDeviceOperation                       1         6 μs          2 μs    110                                                BF16, BF16 => BF16
 3655    0.0 %         BinaryNgDeviceOperation                       1         6 μs          1 μs    110                                                BF16, BF16 => BF16
 3662    0.0 %         NLPConcatHeadsDecodeDeviceOperation           1         8 μs          1 μs      3                                                      BF16 => BF16
 3664    0.0 %   SLOW  MatmulDeviceOperation 32 x 768 x 3072         1         8 μs          1 μs     12  148 GB/s  28.9 %  19.0 TFLOPs   28.6 %  LoFi BF16 x BFP4 => BF16
 3673    0.0 %   SLOW  MatmulDeviceOperation 32 x 3072 x 6144        1        41 μs          1 μs     12  229 GB/s  44.6 %  29.3 TFLOPs   44.1 %  LoFi BF16 x BFP4 => BF16
 3675    0.0 %         ReshardDeviceOperation                        1         2 μs          1 μs      8                                                      BF16 => BF16
 3677    0.0 %         ReshardDeviceOperation                        1         2 μs          1 μs     32                                                      BF16 => BF16
 3678    0.0 %         ShardedToInterleavedDeviceOperation           1         2 μs          0 μs     32                                                      BF16 => BF16
 3684    0.0 %         CopyDeviceOperation                           1        26 μs          0 μs    110                                                      BF16 => BF16
 3686    0.0 %         InterleavedToShardedDeviceOperation           0         2 μs          1 μs     32                                                      BF16 => BF16
 3687    0.0 %         LayerNormDeviceOperation                      0         6 μs          1 μs     32                                                BF16, BF16 => BF16
 3689    0.0 %   SLOW  MatmulDeviceOperation 32 x 3072 x 1280        0        10 μs          1 μs     12  196 GB/s  38.3 %  25.1 TFLOPs   37.8 %  LoFi BF16 x BFP4 => BF16
 3694    0.0 %         EmbeddingsDeviceOperation                     0         3 μs          2 μs      1                                              UINT32, BF16 => BF16
 3695    0.0 %         UntilizeDeviceOperation                       0         7 μs          1 μs      2                                                      BF16 => BF16
 3696    0.0 %         EmbeddingsDeviceOperation                     0         3 μs          1 μs      1                                              UINT32, BF16 => BF16
 3697    0.0 %         ShardedToInterleavedDeviceOperation           0         2 μs          1 μs     32                                                      BF16 => BF16
 3698    0.0 %         CopyDeviceOperation                           0         3 μs          1 μs    110                                                      BF16 => BF16
 3699    0.0 %         ShardedToInterleavedDeviceOperation           0         2 μs          1 μs     32                                                      BF16 => BF16
 3703    0.0 %         SliceDeviceOperation                          0         3 μs          0 μs    110                                                      BF16 => BF16
 3704    0.0 %         SliceDeviceOperation                          0         3 μs          0 μs    110                                                      BF16 => BF16
 3707    0.0 %         BinaryNgDeviceOperation                       0         6 μs          0 μs    110                                                BF16, BF16 => BF16
 3708    0.0 %         BinaryNgDeviceOperation                       0         6 μs          0 μs    110                                                BF16, BF16 => BF16
 3709    0.0 %         BinaryNgDeviceOperation                       0         5 μs          1 μs    110                                                BF16, BF16 => BF16
 3711    0.0 %         TransposeDeviceOperation                      0         4 μs          0 μs    110                                                      BF16 => BF16
 3714    0.0 %         TilizeWithValPaddingDeviceOperation           0        12 μs         13 μs     32                                                      BF16 => BF16
 3724    0.0 %         BinaryNgDeviceOperation                       0         6 μs          0 μs    110                                                BF16, BF16 => BF16
 3731    0.0 %         ReshardDeviceOperation                        0         1 μs          1 μs      2                                                      BF16 => BF16
 3735    0.0 %         ReduceScatterDeviceOperation                  0        23 μs          0 μs     12                                                      BF16 => BF16
 3736    0.0 %         AllGatherDeviceOperation                      0        14 μs          1 μs     12                                                      BF16 => BF16
 3738    0.0 %         LayerNormDeviceOperation                      0         6 μs          1 μs     32                                                BF16, BF16 => BF16
 3740    0.0 %   SLOW  MatmulDeviceOperation 32 x 3072 x 6144        0        41 μs          1 μs     12  230 GB/s  45.0 %  29.5 TFLOPs   44.5 %  LoFi BF16 x BFP4 => BF16
 3747    0.0 %         ReduceScatterDeviceOperation                  0        26 μs          0 μs     12                                                      BF16 => BF16
 3748    0.0 %         AllGatherDeviceOperation                      0        14 μs          0 μs     12                                                      BF16 => BF16
 3749    0.0 %         BinaryNgDeviceOperation                       0         1 μs          0 μs    110                                                BF16, BF16 => BF16
 3753    0.0 %         ReshapeViewDeviceOperation                    3        20 μs          9 μs     96                                                      BF16 => BF16
 3763    0.0 %         UntilizeDeviceOperation                       3         7 μs          1 μs      2                                                      BF16 => BF16
 3767    0.0 %         ShardedToInterleavedDeviceOperation           3         2 μs          1 μs     32                                                      BF16 => BF16
 3770    0.0 %         TransposeDeviceOperation                      3         4 μs          1 μs    110                                                      BF16 => BF16
 3771    0.0 %         SliceDeviceOperation                          3         3 μs          1 μs    110                                                      BF16 => BF16
 3773    0.0 %         UnaryDeviceOperation                          3         3 μs          0 μs    110                                                      BF16 => BF16
 3774    0.0 %         ConcatDeviceOperation                         3         4 μs          1 μs    110                                                BF16, BF16 => BF16
 3779    0.0 %         TransposeDeviceOperation                      3         4 μs          0 μs    110                                                      BF16 => BF16
 3780    0.0 %         UntilizeWithUnpaddingDeviceOperation          3         6 μs          8 μs     32                                                      BF16 => BF16
 3785    0.0 %         TilizeWithValPaddingDeviceOperation           3        12 μs         10 μs     32                                                      BF16 => BF16
 3792    0.0 %         BinaryNgDeviceOperation                       3         5 μs          1 μs    110                                                BF16, BF16 => BF16
 3793    0.0 %         InterleavedToShardedDeviceOperation           3         2 μs          1 μs     32                                                      BF16 => BF16
 3794    0.0 %         PagedUpdateCacheDeviceOperation               3         4 μs          1 μs     32                                                BFP8, BF16 => BFP8
 3796    0.0 %         SdpaDecodeDeviceOperation                     3        10 μs          3 μs     64                                                BF16, BFP8 => BF16
 3798    0.0 %         NLPConcatHeadsDecodeDeviceOperation           3         8 μs          1 μs      3                                                      BF16 => BF16
 3799    0.0 %         ReshardDeviceOperation                        3         1 μs          1 μs      2                                                      BF16 => BF16
 3801    0.0 %         ReshardDeviceOperation                        3         2 μs          1 μs     32                                                      BF16 => BF16
 3810    0.0 %         BinaryNgDeviceOperation                       3        14 μs          1 μs    110                                                BF16, BF16 => BF16
 3820    0.0 %         CopyDeviceOperation                           3        25 μs          0 μs    110                                                      BF16 => BF16
 3822    0.0 %         InterleavedToShardedDeviceOperation           2         2 μs          1 μs     32                                                      BF16 => BF16
 3825    0.0 %   SLOW  MatmulDeviceOperation 32 x 3072 x 1280        2        10 μs          1 μs     12  196 GB/s  38.2 %  25.0 TFLOPs   37.7 %  LoFi BF16 x BFP4 => BF16
 3826    0.0 %         ShardedToInterleavedDeviceOperation           2         2 μs          1 μs      4                                                      BF16 => BF16
 3832    0.0 %         EmbeddingsDeviceOperation                     2         3 μs          1 μs      1                                              UINT32, BF16 => BF16
 3836    0.0 %         CopyDeviceOperation                           2         3 μs          1 μs    110                                                      BF16 => BF16
 3845    0.0 %         BinaryNgDeviceOperation                       2         5 μs          1 μs    110                                                BF16, BF16 => BF16
 3850    0.0 %         TilizeWithValPaddingDeviceOperation           2        12 μs         12 μs     32                                                      BF16 => BF16
 3852    0.0 %         RepeatDeviceOperation                         2         2 μs          1 μs    110                                                      BF16 => BF16
 3854    0.0 %         SliceDeviceOperation                          2         3 μs          1 μs    110                                                      BF16 => BF16
 3855    0.0 %         SliceDeviceOperation                          2         3 μs          0 μs    110                                                      BF16 => BF16
 3868    0.0 %   SLOW  MatmulDeviceOperation 32 x 768 x 3072         2         8 μs          1 μs     12  148 GB/s  29.0 %  19.0 TFLOPs   28.6 %  LoFi BF16 x BFP4 => BF16
 3880    0.0 %   SLOW  MatmulDeviceOperation 32 x 6144 x 3072        2        37 μs          1 μs     12  258 GB/s  50.3 %  33.0 TFLOPs   49.7 %  LoFi BF16 x BFP4 => BF16
 3891    0.0 %         LayerNormDeviceOperation                      1         6 μs          1 μs     32                                                BF16, BF16 => BF16
 3892    0.0 %         ReshardDeviceOperation                        1         2 μs          1 μs      4                                                      BF16 => BF16
 3895    0.0 %         NLPCreateQKVHeadsDecodeDeviceOperation        1         4 μs          1 μs     32                                                      BF16 => BF16
 3896    0.0 %         TypecastDeviceOperation                       1         1 μs          1 μs      1                                                   INT32 => UINT32
 3898    0.0 %         EmbeddingsDeviceOperation                     1         3 μs          2 μs      1                                              UINT32, BF16 => BF16
 3901    0.0 %         ShardedToInterleavedDeviceOperation           1         2 μs          1 μs     32                                                      BF16 => BF16
 3902    0.0 %         CopyDeviceOperation                           1         2 μs          1 μs    110                                                      BF16 => BF16
 3905    0.0 %         TransposeDeviceOperation                      1         4 μs          1 μs    110                                                      BF16 => BF16
 3908    0.0 %         SliceDeviceOperation                          1         3 μs          0 μs    110                                                      BF16 => BF16
 3911    0.0 %         BinaryNgDeviceOperation                       1         6 μs          1 μs    110                                                BF16, BF16 => BF16
 3912    0.0 %         BinaryNgDeviceOperation                       1         6 μs          1 μs    110                                                BF16, BF16 => BF16
 3919    0.0 %         UntilizeWithUnpaddingDeviceOperation          1         6 μs          1 μs     32                                                      BF16 => BF16
 3924    0.0 %         UnaryDeviceOperation                          1         2 μs          0 μs    110                                                      BF16 => BF16
 3925    0.0 %         ConcatDeviceOperation                         1         4 μs          3 μs    110                                                BF16, BF16 => BF16
 3926    0.0 %         BinaryNgDeviceOperation                       1         6 μs          2 μs    110                                                BF16, BF16 => BF16
 3931    0.0 %         PagedUpdateCacheDeviceOperation               1         4 μs          1 μs     32                                                BFP8, BF16 => BFP8
 3938    0.0 %         ShardedToInterleavedDeviceOperation           1         2 μs          0 μs     32                                                      BF16 => BF16
 3945    0.0 %   SLOW  MatmulDeviceOperation 32 x 3072 x 6144        1        41 μs          0 μs     12  228 GB/s  44.6 %  29.2 TFLOPs   44.0 %  LoFi BF16 x BFP4 => BF16
 3947    0.0 %         ReshardDeviceOperation                        1         2 μs          1 μs      8                                                      BF16 => BF16
 3949    0.0 %         ReshardDeviceOperation                        1         2 μs          1 μs     32                                                      BF16 => BF16
 3965    0.0 %         UntilizeDeviceOperation                       0         7 μs          1 μs      2                                                      BF16 => BF16
 3982    0.0 %         TransposeDeviceOperation                      0         4 μs          0 μs    110                                                      BF16 => BF16
 3985    0.0 %         RepeatDeviceOperation                         0         3 μs          0 μs    110                                                      BF16 => BF16
 3995    0.0 %         BinaryNgDeviceOperation                       0         6 μs          1 μs    110                                                BF16, BF16 => BF16
 4001    0.0 %         InterleavedToShardedDeviceOperation           0         2 μs          1 μs     32                                                      BF16 => BF16
 4007    0.0 %         ReduceScatterDeviceOperation                  0        24 μs          0 μs     12                                                      BF16 => BF16
 4008    0.0 %         AllGatherDeviceOperation                      0        15 μs          1 μs     12                                                      BF16 => BF16
 4009    0.0 %         BinaryNgDeviceOperation                       0         2 μs          1 μs    110                                                BF16, BF16 => BF16
 4010    0.0 %         LayerNormDeviceOperation                      0         6 μs          1 μs     32                                                BF16, BF16 => BF16
 4011    0.0 %         ReshardDeviceOperation                        0         1 μs          1 μs     24                                                      BF16 => BF16
 4012    0.0 %   SLOW  MatmulDeviceOperation 32 x 3072 x 6144        0        41 μs          1 μs     12  230 GB/s  45.0 %  29.5 TFLOPs   44.5 %  LoFi BF16 x BFP4 => BF16
 4018    0.0 %         ShardedToInterleavedDeviceOperation           0         2 μs          1 μs     32                                                      BF16 => BF16
 4019    0.0 %         ReduceScatterDeviceOperation                  0        26 μs          0 μs     12                                                      BF16 => BF16
 4020    0.0 %         AllGatherDeviceOperation                      0        14 μs          1 μs     12                                                      BF16 => BF16
 4021    0.0 %         BinaryNgDeviceOperation                       0         1 μs          1 μs    110                                                BF16, BF16 => BF16
 4022    0.0 %         ShardedToInterleavedDeviceOperation           0         1 μs          1 μs     32                                                      BF16 => BF16
 4023    0.0 %         ReshapeViewDeviceOperation                    0        34 μs          1 μs    110                                                      BF16 => BF16
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       100.0 %         204 device ops, 0 host ops, 0 signposts              1,555 μs     93,598 μs          61 GB/s  11.9 %

💡 Advice 💡
============

High Op-to-Op Gap
----------------
 3277   98.1 %         ReshapeViewDeviceOperation                    2        20 μs     93,352 μs     96                                                      BF16 => BF16
 3309    0.0 %         TilizeWithValPaddingDeviceOperation           2        12 μs         10 μs     32                                                      BF16 => BF16
 3372    0.0 %         UntilizeWithUnpaddingDeviceOperation          1         6 μs          8 μs     32                                                      BF16 => BF16
 3374    0.0 %         TilizeWithValPaddingDeviceOperation           1        12 μs         12 μs     32                                                      BF16 => BF16
 3513    0.0 %         TilizeWithValPaddingDeviceOperation           3        12 μs         10 μs     32                                                      BF16 => BF16
 3549    0.0 %         ReshapeViewDeviceOperation                    2        20 μs          9 μs     96                                                      BF16 => BF16
 3644    0.0 %         UntilizeWithUnpaddingDeviceOperation          1         6 μs          8 μs     32                                                      BF16 => BF16
 3714    0.0 %         TilizeWithValPaddingDeviceOperation           0        12 μs         13 μs     32                                                      BF16 => BF16
 3753    0.0 %         ReshapeViewDeviceOperation                    3        20 μs          9 μs     96                                                      BF16 => BF16
 3780    0.0 %         UntilizeWithUnpaddingDeviceOperation          3         6 μs          8 μs     32                                                      BF16 => BF16
 3785    0.0 %         TilizeWithValPaddingDeviceOperation           3        12 μs         10 μs     32                                                      BF16 => BF16
 3850    0.0 %         TilizeWithValPaddingDeviceOperation           2        12 μs         12 μs     32                                                      BF16 => BF16

These ops have a >6 μs gap since the previous operation. Running with tracing could save 93388 μs (98.1% of overall time)
Alternatively ensure device is not waiting for the host. Experts can try moving runtime args in the kernels to compile-time args.

Matmul Optimization
-------------------
 3256    0.0 %   SLOW  MatmulDeviceOperation 32 x 768 x 3072         3         8 μs          1 μs     12  149 GB/s  29.1 %  19.1 TFLOPs   28.8 %  LoFi BF16 x BFP4 => BF16
- No output subblock size found
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

 3264    0.0 %   SLOW  MatmulDeviceOperation 32 x 3072 x 6144        3        41 μs          1 μs     12  231 GB/s  45.0 %  29.5 TFLOPs   44.5 %  LoFi BF16 x BFP4 => BF16
- No output subblock size found
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

 3281    0.0 %   SLOW  MatmulDeviceOperation 32 x 3072 x 1280        2        10 μs          1 μs     12  196 GB/s  38.3 %  25.1 TFLOPs   37.8 %  LoFi BF16 x BFP4 => BF16
- No output subblock size found
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

 3404    0.0 %   SLOW  MatmulDeviceOperation 32 x 6144 x 3072        1        37 μs          1 μs     12  258 GB/s  50.3 %  33.0 TFLOPs   49.7 %  LoFi BF16 x BFP4 => BF16
- No output subblock size found
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

 3469    0.0 %   SLOW  MatmulDeviceOperation 32 x 3072 x 6144        0        41 μs          1 μs     12  229 GB/s  44.7 %  29.3 TFLOPs   44.1 %  LoFi BF16 x BFP4 => BF16
- No output subblock size found
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

 3608    0.0 %   SLOW  MatmulDeviceOperation 32 x 6144 x 3072        2        37 μs          1 μs     12  256 GB/s  50.1 %  32.8 TFLOPs   49.5 %  LoFi BF16 x BFP4 => BF16
- No output subblock size found
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

 3664    0.0 %   SLOW  MatmulDeviceOperation 32 x 768 x 3072         1         8 μs          1 μs     12  148 GB/s  28.9 %  19.0 TFLOPs   28.6 %  LoFi BF16 x BFP4 => BF16
- No output subblock size found
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

 3673    0.0 %   SLOW  MatmulDeviceOperation 32 x 3072 x 6144        1        41 μs          1 μs     12  229 GB/s  44.6 %  29.3 TFLOPs   44.1 %  LoFi BF16 x BFP4 => BF16
- No output subblock size found
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

