# PROVENANCE: blackhole p100a, 110 worker cores, 1.35 GHz, firmware bundle 19.9.0; tt-metal main 2dbd14bf632; 2026-09-12 multipass perf counter capture (5 passes over the counter groups fpu, instrn, unpack, pack and l1_0 to l1_4; 10 top-k cells), reduced 2026-09-16 by analysis/topk_counters_reduce.py. fraction_of_ref_cnt = counter value over that record's own ref cnt on the same core, median over the participating cores then over the two timed invocations (three warm-ups discarded). The composite cell COUNTERS-289 is excluded from any reading: its second and third ops report an unusable ref cnt (tenstorrent/tt-metal#56791).
cell,op,counter,fraction_of_ref_cnt,n_samples
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_2_EXT_UNPACKER_5,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_2_EXT_UNPACKER_5_GRANT,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_2_EXT_UNPACKER_6,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_2_EXT_UNPACKER_6_GRANT,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_2_EXT_UNPACKER_7,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_2_EXT_UNPACKER_7_GRANT,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_2_NOC_RING0_INCOMING_2,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_2_NOC_RING0_INCOMING_2_GRANT,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_2_NOC_RING0_INCOMING_3,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_2_NOC_RING0_INCOMING_3_GRANT,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_2_NOC_RING0_OUTGOING_2,0.0042,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_2_NOC_RING0_OUTGOING_2_GRANT,0.0042,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_2_NOC_RING0_OUTGOING_3,0.0042,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_2_NOC_RING0_OUTGOING_3_GRANT,0.0042,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_3_NOC_RING1_INCOMING_2,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_3_NOC_RING1_INCOMING_2_GRANT,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_3_NOC_RING1_INCOMING_3,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_3_NOC_RING1_INCOMING_3_GRANT,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_3_NOC_RING1_OUTGOING_2,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_3_NOC_RING1_OUTGOING_2_GRANT,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_3_NOC_RING1_OUTGOING_3,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_3_NOC_RING1_OUTGOING_3_GRANT,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_3_TDMA_PACK_EXT_0,0.0163,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_3_TDMA_PACK_EXT_0_GRANT,0.0162,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_3_TDMA_PACK_EXT_1,0.0163,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_3_TDMA_PACK_EXT_1_GRANT,0.0162,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_3_TDMA_PACK_EXT_2,0.0163,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_3_TDMA_PACK_EXT_2_GRANT,0.0162,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_3_TDMA_PACK_EXT_3,0.0163,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_3_TDMA_PACK_EXT_3_GRANT,0.0162,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_4_TAG_SEARCH_PACKER1,0.0163,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_4_TAG_SEARCH_PACKER1_GRANT,0.0162,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_4_TDMA_PACK_EXT_4,0.0164,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_4_TDMA_PACK_EXT_4_GRANT,0.0162,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_4_TDMA_PACK_EXT_5,0.0163,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,L1_4_TDMA_PACK_EXT_5_GRANT,0.0162,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,MATH_COUNTER,0.2449,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,MATH_INSTRN_AVAILABLE,0.027,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,MATH_INSTRN_STARTED,0.027,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,MATH_NOT_STALLED_DEST_WR_PORT,0.027,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,MATH_SRC_DATA_READY,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,MOVE_INSTRN_AVAILABLE_0,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,MOVE_INSTRN_AVAILABLE_1,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,MOVE_INSTRN_AVAILABLE_2,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,PACKER_BUSY,0.0293,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,PACKER_DEST_READ_AVAILABLE,0.0161,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,PACK_INSTRN_AVAILABLE_0,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,PACK_INSTRN_AVAILABLE_1,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,PACK_INSTRN_AVAILABLE_2,0.0161,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,SFPU_COUNTER,0.2368,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,SRCA_WRITE_ACTUAL,0.1094,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,SRCA_WRITE_AVAILABLE,0.1094,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,SRCA_WRITE_NOT_BLOCKED_OVR,0.0163,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,SRCA_WRITE_THREAD0,0.1094,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,SRCA_WRITE_THREAD1,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,SRCB_WRITE_ACTUAL,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,SRCB_WRITE_AVAILABLE,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,SRCB_WRITE_NOT_BLOCKED_PORT,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,SRCB_WRITE_THREAD0,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,SRCB_WRITE_THREAD1,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,SYNC_INSTRN_AVAILABLE_0,0.003,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,SYNC_INSTRN_AVAILABLE_1,0.0019,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,SYNC_INSTRN_AVAILABLE_2,0.0031,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,THCON_INSTRN_AVAILABLE_0,0.0012,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,THCON_INSTRN_AVAILABLE_1,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,THCON_INSTRN_AVAILABLE_2,0.0083,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,THREAD_INSTRUCTIONS_0,0.0202,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,THREAD_INSTRUCTIONS_1,0.2746,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,THREAD_INSTRUCTIONS_2,0.0367,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,THREAD_STALLS_0,0.097,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,THREAD_STALLS_1,0.0046,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,THREAD_STALLS_2,0.9346,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,UNPACK0_BUSY_THREAD0,0.1213,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,UNPACK0_BUSY_THREAD1,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,UNPACK1_BUSY_THREAD0,0.1212,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,UNPACK1_BUSY_THREAD1,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,UNPACK_INSTRN_AVAILABLE_0,0.0164,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,UNPACK_INSTRN_AVAILABLE_1,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,UNPACK_INSTRN_AVAILABLE_2,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,WAITING_FOR_MATH_IDLE_0,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,WAITING_FOR_MATH_IDLE_1,0.005,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,WAITING_FOR_MATH_IDLE_2,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,WAITING_FOR_MMIO_IDLE_0,0.001,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,WAITING_FOR_MMIO_IDLE_1,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,WAITING_FOR_MMIO_IDLE_2,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,WAITING_FOR_MOVE_IDLE_0,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,WAITING_FOR_MOVE_IDLE_1,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,WAITING_FOR_MOVE_IDLE_2,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,WAITING_FOR_NONFULL_SEM_0,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,WAITING_FOR_NONFULL_SEM_1,0.0003,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,WAITING_FOR_NONFULL_SEM_2,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,WAITING_FOR_NONZERO_SEM_0,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,WAITING_FOR_NONZERO_SEM_1,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,WAITING_FOR_NONZERO_SEM_2,0.9315,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,WAITING_FOR_PACK_IDLE_0,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,WAITING_FOR_PACK_IDLE_1,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,WAITING_FOR_PACK_IDLE_2,0.0087,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,WAITING_FOR_SFPU_IDLE_0,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,WAITING_FOR_SFPU_IDLE_1,0.0016,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,WAITING_FOR_SFPU_IDLE_2,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,WAITING_FOR_SRCA_CLEAR,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,WAITING_FOR_SRCA_VALID,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,WAITING_FOR_SRCB_CLEAR,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,WAITING_FOR_SRCB_VALID,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,WAITING_FOR_THCON_IDLE_0,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,WAITING_FOR_THCON_IDLE_1,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,WAITING_FOR_THCON_IDLE_2,0.0058,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,WAITING_FOR_UNPACK_IDLE_0,0.0973,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,WAITING_FOR_UNPACK_IDLE_1,0.0,2
COUNTERS-288-topk-rows32-N16384-K32-gridfull,TopK multi core,WAITING_FOR_UNPACK_IDLE_2,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,AVAILABLE_MATH,0.0218,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,DATA_HAZARD_STALLS_MOVD2A,0.0221,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,DEST_READ_GRANTED_0,0.0213,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,FPU_COUNTER,0.0079,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_0_NOC_RING0_INCOMING_0,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_0_NOC_RING0_INCOMING_0_GRANT,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_0_NOC_RING0_INCOMING_1,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_0_NOC_RING0_INCOMING_1_GRANT,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_0_NOC_RING0_OUTGOING_0,0.0316,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_0_NOC_RING0_OUTGOING_0_GRANT,0.0316,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_0_NOC_RING0_OUTGOING_1,0.0316,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_0_NOC_RING0_OUTGOING_1_GRANT,0.0316,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_0_PORT1_GRANT,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_0_TDMA_BUNDLE_0_GRANT,0.0114,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_0_TDMA_BUNDLE_0_RISC,0.0127,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_0_TDMA_BUNDLE_1_GRANT,0.0071,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_0_TDMA_BUNDLE_1_TRISC,0.0074,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_0_UNPACKER_0,0.0159,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_0_UNPACKER_0_GRANT,0.0158,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_0_UNPACKER_1_ECC,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_1_EXT_UNPACKER_1,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_1_EXT_UNPACKER_1_GRANT,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_1_EXT_UNPACKER_2,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_1_EXT_UNPACKER_2_GRANT,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_1_EXT_UNPACKER_3,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_1_EXT_UNPACKER_3_GRANT,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_1_NOC_RING1_INCOMING_0,0.0205,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_1_NOC_RING1_INCOMING_0_GRANT,0.0204,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_1_NOC_RING1_INCOMING_1,0.0205,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_1_NOC_RING1_INCOMING_1_GRANT,0.0204,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_1_NOC_RING1_OUTGOING_0,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_1_NOC_RING1_OUTGOING_0_GRANT,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_1_NOC_RING1_OUTGOING_1,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_1_NOC_RING1_OUTGOING_1_GRANT,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_1_PORT8_GRANT,0.0106,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_1_TDMA_PACKER_0,0.0107,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_2_EXT_UNPACKER_4,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_2_EXT_UNPACKER_4_GRANT,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_2_EXT_UNPACKER_5,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_2_EXT_UNPACKER_5_GRANT,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_2_EXT_UNPACKER_6,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_2_EXT_UNPACKER_6_GRANT,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_2_EXT_UNPACKER_7,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_2_EXT_UNPACKER_7_GRANT,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_2_NOC_RING0_INCOMING_2,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_2_NOC_RING0_INCOMING_2_GRANT,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_2_NOC_RING0_INCOMING_3,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_2_NOC_RING0_INCOMING_3_GRANT,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_2_NOC_RING0_OUTGOING_2,0.0319,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_2_NOC_RING0_OUTGOING_2_GRANT,0.0318,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_2_NOC_RING0_OUTGOING_3,0.0319,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_2_NOC_RING0_OUTGOING_3_GRANT,0.0318,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_4_TAG_SEARCH_PACKER1,0.0106,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_4_TAG_SEARCH_PACKER1_GRANT,0.0106,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_4_TDMA_PACK_EXT_4,0.0106,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_4_TDMA_PACK_EXT_4_GRANT,0.0106,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_4_TDMA_PACK_EXT_5,0.0106,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,L1_4_TDMA_PACK_EXT_5_GRANT,0.0106,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,MATH_COUNTER,0.0869,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,MATH_INSTRN_AVAILABLE,0.0221,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,MATH_INSTRN_STARTED,0.0221,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,MATH_NOT_STALLED_DEST_WR_PORT,0.0218,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,MATH_SRC_DATA_READY,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,PACKER_BUSY,0.0517,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,PACKER_DEST_READ_AVAILABLE,0.0213,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,SFPU_COUNTER,0.079,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,SRCA_WRITE_ACTUAL,0.0336,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,SRCA_WRITE_AVAILABLE,0.0336,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,SRCA_WRITE_NOT_BLOCKED_OVR,0.0159,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,SRCA_WRITE_THREAD0,0.0336,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,SRCA_WRITE_THREAD1,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,SRCB_WRITE_ACTUAL,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,SRCB_WRITE_AVAILABLE,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,SRCB_WRITE_NOT_BLOCKED_PORT,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,SRCB_WRITE_THREAD0,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,SRCB_WRITE_THREAD1,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,UNPACK0_BUSY_THREAD0,0.0487,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,UNPACK0_BUSY_THREAD1,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,UNPACK1_BUSY_THREAD0,0.0476,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkRoutePrep,UNPACK1_BUSY_THREAD1,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkLargeIndices,ANY_THREAD_STALL,0.0251,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkLargeIndices,AVAILABLE_MATH,0.0103,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkLargeIndices,CFG_INSTRN_AVAILABLE_0,0.0522,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkLargeIndices,CFG_INSTRN_AVAILABLE_1,0.0682,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkLargeIndices,CFG_INSTRN_AVAILABLE_2,0.0966,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkLargeIndices,DATA_HAZARD_STALLS_MOVD2A,0.0103,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkLargeIndices,DEST_READ_GRANTED_0,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkLargeIndices,FPU_COUNTER,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkLargeIndices,FPU_INSTRN_AVAILABLE_0,0.0051,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkLargeIndices,FPU_INSTRN_AVAILABLE_1,0.0052,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkLargeIndices,FPU_INSTRN_AVAILABLE_2,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkLargeIndices,L1_0_NOC_RING0_INCOMING_0,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkLargeIndices,L1_0_NOC_RING0_INCOMING_0_GRANT,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkLargeIndices,L1_0_NOC_RING0_INCOMING_1,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkLargeIndices,L1_0_NOC_RING0_INCOMING_1_GRANT,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkLargeIndices,L1_0_NOC_RING0_OUTGOING_0,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkLargeIndices,L1_0_NOC_RING0_OUTGOING_0_GRANT,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkLargeIndices,L1_0_NOC_RING0_OUTGOING_1,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkLargeIndices,L1_0_NOC_RING0_OUTGOING_1_GRANT,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkLargeIndices,L1_0_PORT1_GRANT,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkLargeIndices,L1_0_TDMA_BUNDLE_0_GRANT,0.4541,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkLargeIndices,L1_0_TDMA_BUNDLE_0_RISC,0.6891,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkLargeIndices,L1_0_TDMA_BUNDLE_1_GRANT,0.4208,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkLargeIndices,L1_0_TDMA_BUNDLE_1_TRISC,0.4795,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkLargeIndices,L1_0_UNPACKER_0,0.0,2
COUNTERS-289-topk-rows32-N65536-K128-gridNone,TopkLargeIndices,L1_0_UNPACKER_0_GRANT,0.0,2
