ID,Total %,Bound,OP Code,Device,Device Time,Op-to-Op Gap,Cores,DRAM,DRAM %,FLOPs,FLOPs %,Math Fidelity,Output Datatype,Input 0 Datatype,Input 1 Datatype,DRAM Sharded,Input 0 Memory,Inner Dim Block Size,Output Subblock H,Output Subblock W,Global Call Count,Raw OP Code
2338,0.07993867273504444,,RotaryEmbeddingDeviceOperation,3,7.288,,32,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,548867.0,RotaryEmbeddingDeviceOperation
2350,0.1411430901145104,,UntilizeWithUnpaddingDeviceOperation,3,5.014,7.854,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,561155.0,UntilizeWithUnpaddingDeviceOperation
2355,0.060206280823635966,,UntilizeDeviceOperation,3,4.979,0.51,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,566275.0,UntilizeDeviceOperation
2356,0.02962600920106408,,SliceDeviceOperation,3,2.24,0.461,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,567299.0,SliceDeviceOperation
2358,0.12908867170948654,,UntilizeWithUnpaddingDeviceOperation,3,4.976,6.793,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,569347.0,UntilizeWithUnpaddingDeviceOperation
2364,0.023604284265342432,,ShardedToInterleavedDeviceOperation,3,1.646,0.506,16,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_L1_WIDTH_SHARDED,,,,575491.0,ShardedToInterleavedDeviceOperation
2366,0.2602613647992775,SLOW,MatmulDeviceOperation 32 x 2048 x 5120,3,23.153,0.575,12,226.44495313782232,44.227529909730926,28.984954001641256,43.68151102195647,LoFi BF16 x BFP4 => BF16,BFLOAT16,BFLOAT16,BFLOAT4_B,True,DEV_0_L1_WIDTH_SHARDED,8,,,577539.0,MatmulDeviceOperation
2374,0.6950979100665802,SLOW,MatmulDeviceOperation 32 x 5120 x 6400,3,62.806,0.566,12,260.8667961659714,50.95054612616629,33.390949909244334,50.32152703818892,LoFi BF16 x BFP4 => BF16,BFLOAT16,BFLOAT16,BFLOAT4_B,True,DEV_0_L1_WIDTH_SHARDED,8,,,585731.0,MatmulDeviceOperation
2381,0.02289132958260671,,ShardedToInterleavedDeviceOperation,3,1.468,0.619,20,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_L1_WIDTH_SHARDED,,,,592899.0,ShardedToInterleavedDeviceOperation
2382,0.2402766966155164,,ReshapeViewDeviceOperation,3,21.32,0.586,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,593923.0,ReshapeViewDeviceOperation
2383,78.61347644490961,,ReshapeViewDeviceOperation,2,19.784,7147.398,40,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,535554.0,ReshapeViewDeviceOperation
2386,0.024953413895750013,,InterleavedToShardedDeviceOperation,2,1.781,0.494,20,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,538626.0,InterleavedToShardedDeviceOperation
2387,0.081726543708674,,LayerNormDeviceOperation,2,6.821,0.63,20,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_L1_WIDTH_SHARDED,,,,539650.0,LayerNormDeviceOperation
2392,0.023088763187056605,,ShardedToInterleavedDeviceOperation,2,1.583,0.522,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_L1_HEIGHT_SHARDED,,,,544770.0,ShardedToInterleavedDeviceOperation
2395,0.06748938712112079,,LayerNormDeviceOperation,2,5.606,0.547,32,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,547842.0,LayerNormDeviceOperation
2410,0.14128568105105754,,TilizeWithValPaddingDeviceOperation,2,4.217,8.664,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,563202.0,TilizeWithValPaddingDeviceOperation
2415,0.0754964166349219,,TilizeWithValPaddingDeviceOperation,2,6.234,0.649,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,568322.0,TilizeWithValPaddingDeviceOperation
2416,0.13126044135843531,,UntilizeWithUnpaddingDeviceOperation,2,5.04,6.927,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,569346.0,UntilizeWithUnpaddingDeviceOperation
2418,0.043150211105881554,,ConcatDeviceOperation,2,3.03,0.904,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,571394.0,ConcatDeviceOperation
2430,0.08220915918621817,,LayerNormDeviceOperation,2,6.924,0.571,20,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_L1_WIDTH_SHARDED,,,,583682.0,LayerNormDeviceOperation
2432,0.6929919516191146,SLOW,MatmulDeviceOperation 32 x 5120 x 6400,2,62.616,0.564,12,261.65836207997955,51.10514884374601,33.49227034623738,50.47422108024296,LoFi BF16 x BFP4 => BF16,BFLOAT16,BFLOAT16,BFLOAT4_B,True,DEV_0_L1_WIDTH_SHARDED,8,,,585730.0,MatmulDeviceOperation
2439,0.022880361049026163,,ShardedToInterleavedDeviceOperation,2,1.462,0.624,20,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_L1_WIDTH_SHARDED,,,,592898.0,ShardedToInterleavedDeviceOperation
2444,0.025150847500199906,,InterleavedToShardedDeviceOperation,1,1.766,0.527,20,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,538625.0,InterleavedToShardedDeviceOperation
2447,0.02259517917593188,,ShardedToInterleavedDeviceOperation,1,1.459,0.601,20,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_L1_WIDTH_SHARDED,,,,541697.0,ShardedToInterleavedDeviceOperation
2453,0.06803781380014828,,LayerNormDeviceOperation,1,5.678,0.525,32,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,547841.0,LayerNormDeviceOperation
2456,0.024975350962911112,,InterleavedToShardedDeviceOperation,1,1.721,0.556,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,550913.0,InterleavedToShardedDeviceOperation
2461,0.029428575596614187,,SliceDeviceOperation,1,2.234,0.449,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,556033.0,SliceDeviceOperation
2463,0.1675553189764735,,UntilizeWithUnpaddingDeviceOperation,1,4.966,10.31,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,558081.0,UntilizeWithUnpaddingDeviceOperation
2464,0.14560728328179404,,UntilizeWithUnpaddingDeviceOperation,1,4.993,8.282,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,559105.0,UntilizeWithUnpaddingDeviceOperation
2465,0.14448849285657797,,UntilizeWithUnpaddingDeviceOperation,1,4.983,8.19,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,560129.0,UntilizeWithUnpaddingDeviceOperation
2466,0.1438961920432283,,UntilizeWithUnpaddingDeviceOperation,1,4.954,8.165,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,561153.0,UntilizeWithUnpaddingDeviceOperation
2470,0.02803557183188441,,SliceDeviceOperation,1,1.991,0.565,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,565249.0,SliceDeviceOperation
2471,0.05978947654757508,,UntilizeDeviceOperation,1,4.981,0.47,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,566273.0,UntilizeDeviceOperation
2473,0.07477249341860565,,TilizeWithValPaddingDeviceOperation,1,6.207,0.61,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,568321.0,TilizeWithValPaddingDeviceOperation
2475,0.14540984967734413,,UntilizeWithUnpaddingDeviceOperation,1,4.993,8.264,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,570369.0,UntilizeWithUnpaddingDeviceOperation
2476,0.042590815893273536,,ConcatDeviceOperation,1,3.065,0.818,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,571393.0,ConcatDeviceOperation
2477,0.1809040243440022,,TilizeWithValPaddingDeviceOperation,1,5.263,11.23,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,572417.0,TilizeWithValPaddingDeviceOperation
2483,0.02860593557807298,,ShardedToInterleavedDeviceOperation,1,2.068,0.54,8,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_L1_WIDTH_SHARDED,,,,578561.0,ShardedToInterleavedDeviceOperation
2485,0.02194803569467946,,BinaryNgDeviceOperation,1,1.476,0.525,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_L1_WIDTH_SHARDED,,,,580609.0,BinaryNgDeviceOperation
2489,0.6915660422536432,SLOW,MatmulDeviceOperation 32 x 5120 x 6400,1,62.565,0.485,12,261.87165348038036,51.14680732038679,33.51957164548869,50.515365254703006,LoFi BF16 x BFP4 => BF16,BFLOAT16,BFLOAT16,BFLOAT4_B,True,DEV_0_L1_WIDTH_SHARDED,8,,,584705.0,MatmulDeviceOperation
2493,0.6845900548964138,SLOW,MatmulDeviceOperation 32 x 6400 x 5120,1,61.868,0.546,12,264.8218788388181,51.723023210706664,33.89720049136872,51.084467368599185,LoFi BF16 x BFP4 => BF16,BFLOAT16,BFLOAT16,BFLOAT4_B,True,DEV_0_L1_WIDTH_SHARDED,10,,,588801.0,MatmulDeviceOperation
