ID,Total %,Bound,OP Code,Device,Device Time,Op-to-Op Gap,Cores,DRAM,DRAM %,FLOPs,FLOPs %,Math Fidelity,Output Datatype,Input 0 Datatype,Input 1 Datatype,DRAM Sharded,Input 0 Memory,Inner Dim Block Size,Output Subblock H,Output Subblock W,Global Call Count,Raw OP Code
948,0.9541968657069266,,ReshapeViewDeviceOperation,2,43.611,,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,242690.0,ReshapeViewDeviceOperation
951,9.104735090632946,,AllGatherAsyncDeviceOperation,0,83.5415,332.585,12,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,243712.0,AllGatherAsyncDeviceOperation
957,1.6498409726589807,,LayerNormDeviceOperation,1,74.889,0.516,17,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,244737.0,LayerNormDeviceOperation
962,1.6172182965733823,SLOW,MatmulDeviceOperation 544 x 5120 x 2560,0,73.347,0.567,90.0,203.27266282192866,39.701691957407945,194.42695134088646,39.06791556971902,LoFi BF16 x BFP4 => BF16,BFLOAT16,BFLOAT16,BFLOAT4_B,False,DEV_0_DRAM_INTERLEAVED,10,1,4,245760.0,MatmulDeviceOperation
963,2.068925303808243,,ReshapeViewDeviceOperation,3,94.038,0.521,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,246787.0,ReshapeViewDeviceOperation
970,0.8564163563665251,,NlpCreateHeadsDeviceOperation,0,38.604,0.538,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,247808.0,NlpCreateHeadsDeviceOperation
972,0.5999421718759931,,LayerNormDeviceOperation,2,26.951,0.469,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,248834.0,LayerNormDeviceOperation
975,0.14455937015261439,,LayerNormDeviceOperation,3,6.066,0.541,64,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,249859.0,LayerNormDeviceOperation
980,0.03890215833681677,,SliceDeviceOperation,2,1.125,0.653,4,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,250882.0,SliceDeviceOperation
985,0.04979826342778118,,SliceDeviceOperation,1,1.136,1.14,4,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,251905.0,SliceDeviceOperation
990,1.8841072321147159,,RotaryEmbeddingDeviceOperation,0,85.666,0.446,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,252928.0,RotaryEmbeddingDeviceOperation
992,0.4034840843021586,,RotaryEmbeddingDeviceOperation,2,17.972,0.469,64,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_0_DRAM_INTERLEAVED,,,,253954.0,RotaryEmbeddingDeviceOperation
997,0.501724067953625,,SliceDeviceOperation,1,22.43,0.501,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,254977.0,SliceDeviceOperation
1001,0.08025484633264561,,SliceDeviceOperation,1,3.096,0.572,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,256001.0,SliceDeviceOperation
1005,0.04780720807983387,,SliceDeviceOperation,1,1.355,0.83,8,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,257025.0,SliceDeviceOperation
1010,0.1335101069579617,,CloneOperation,0,1.001,5.101,8,,,,,BF16 => BFP8,BFLOAT8_B,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,258048.0,CloneOperation
1014,0.6004235259161561,,UpdateKVCacheOperation,0,2.082,25.36,2,,,,,"BFP8, BFP8 => BFP8",BFLOAT8_B,BFLOAT8_B,BFLOAT8_B,False,DEV_0_DRAM_INTERLEAVED,,,,259072.0,UpdateKVCacheOperation
1017,0.5124888946699995,,SliceDeviceOperation,1,0.877,22.546,8,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,260097.0,SliceDeviceOperation
1019,0.33716662540514414,,CloneOperation,3,0.993,14.417,8,,,,,BF16 => BFP8,BFLOAT8_B,BFLOAT16,nan,False,DEV_0_DRAM_INTERLEAVED,,,,261123.0,CloneOperation
