Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
59.37,MatmulDeviceOperation (in0:dram_interleaved),483.64,6,Compute,39.27,50.77,45.25,3.93,43.84
9.23,LayerNormDeviceOperation (in0:width_sharded),75.20,4,Compute,,,,,
7.31,BinaryNgDeviceOperation (in0:dram_interleaved),59.53,4,Compute,,,,,
6.10,ReduceScatterDeviceOperation (in0:dram_interleaved),49.69,2,DM,,,,,
5.30,AllGatherDeviceOperation (in0:dram_interleaved),43.15,2,DM,,,,,
2.51,SDPAOperation (in0:dram_interleaved),20.44,1,Compute,,,,,
2.38,ShardedToInterleavedDeviceOperation (in0:width_sharded),19.43,4,DM,,,,,
2.16,NlpCreateHeadsDeviceOperation (in0:dram_interleaved),17.60,1,TM,,,,,
2.15,InterleavedToShardedDeviceOperation (in0:dram_interleaved),17.48,4,DM,,,,,
1.73,NLPConcatHeadsDeviceOperation (in0:dram_interleaved),14.11,1,TM,,,,,
1.13,LayerNormDeviceOperation (in0:dram_interleaved),9.21,2,Compute,,,,,
0.27,TypecastDeviceOperation (in0:dram_interleaved),2.19,2,TM,,,,,
0.25,PagedFillCacheDeviceOperation (in0:dram_interleaved),2.01,2,Other,,,,,
0.11,SliceDeviceOperation (in0:dram_interleaved),0.89,1,TM,,,,,
