Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
38.29,MatmulDeviceOperation (in0:l1_interleaved),8431.39,64,Compute,4.40,40.84,13.71,11.00,7.70
24.15,TopkLargeIndicesDeviceOperation (in0:dram_interleaved),5319.14,32,Other,,,,,
5.30,MatmulDeviceOperation (in0:width_sharded),1167.03,64,Compute,45.23,67.72,54.05,9.64,58.76
2.98,SparseMatmulDeviceOperation (in0:l1_interleaved),656.69,16,Compute,,,,,
2.98,TopkRouteFinishDeviceOperation (in0:dram_interleaved),655.81,32,Other,,,,,
2.49,TopkRoutePrepDeviceOperation (in0:dram_interleaved),548.23,32,Other,,,,,
2.06,SliceDeviceOperation (in0:dram_interleaved),454.21,40,TM,,,,,
1.91,LayerNormDeviceOperation (in0:width_sharded),421.32,72,Compute,,,,,
1.81,SdpaDecodeDeviceOperation (in0:dram_interleaved),398.71,16,Compute,,,,,
1.47,CopyDeviceOperation (in0:l1_interleaved),323.72,8,DM,,,,,
1.32,BinaryNgDeviceOperation (in0:dram_interleaved),291.78,96,Compute,,,,,
1.11,UntilizeCodegenDeviceOperation (in0:l1_interleaved),244.59,16,Other,,,,,
1.10,FillPadDeviceOperation (in0:l1_interleaved),242.49,40,TM,,,,,
1.06,BinaryNgDeviceOperation (in0:l1_interleaved),233.55,64,Compute,,,,,
1.06,TypecastDeviceOperation (in0:l1_interleaved),232.56,32,TM,,,,,
0.99,SamplingDeviceOperation (in0:dram_interleaved),218.53,8,Other,,,,,
0.85,MatmulDeviceOperation (in0:dram_interleaved),188.23,16,Compute,12.63,13.10,12.90,0.14,12.90
0.85,SliceDeviceOperation (in0:l1_interleaved),186.81,144,TM,,,,,
0.84,ReshapeViewDeviceOperation (in0:l1_interleaved),185.51,24,TM,,,,,
0.69,TransposeDeviceOperation (in0:dram_interleaved),152.45,48,TM,,,,,
0.67,ManualSeedDeviceOperation (in0:dram_interleaved),147.09,8,Other,,,,,
0.57,InterleavedToShardedDeviceOperation (in0:l1_interleaved),125.51,104,DM,,,,,
0.54,TilizeWithValPaddingDeviceOperation (in0:l1_interleaved),118.46,24,TM,,,,,
0.49,ShardedToInterleavedDeviceOperation (in0:width_sharded),108.10,88,DM,,,,,
0.49,TopKDeviceOperation (in0:l1_interleaved),107.05,8,Other,,,,,
0.34,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),73.96,24,TM,,,,,
0.33,TypecastDeviceOperation (in0:dram_interleaved),71.80,40,TM,,,,,
0.32,PagedUpdateCacheDeviceOperation (in0:dram_interleaved),70.43,16,DM,,,,,
0.30,UnaryDeviceOperation (in0:l1_interleaved),65.71,24,Compute,,,,,
0.29,InterleavedToShardedDeviceOperation (in0:dram_interleaved),64.50,88,DM,,,,,
0.28,RotaryEmbeddingLlamaDeviceOperation (in0:height_sharded),60.62,32,Compute,,,,,
0.27,BinaryNgDeviceOperation (in0:width_sharded),60.08,40,Compute,,,,,
0.25,ConcatDeviceOperation (in0:dram_interleaved),54.72,32,TM,,,,,
0.25,TransposeDeviceOperation (in0:l1_interleaved),54.02,16,TM,,,,,
0.20,ReduceDeviceOperation (in0:dram_interleaved),44.25,16,Compute,,,,,
0.16,UntilizeDeviceOperation (in0:dram_interleaved),35.23,8,TM,,,,,
0.13,FastReduceNCDeviceOperation (in0:l1_interleaved),29.21,16,Compute,,,,,
0.13,EmbeddingsDeviceOperation (in0:dram_interleaved),27.87,24,Compute,,,,,
0.13,UnaryDeviceOperation (in0:dram_interleaved),27.68,16,Compute,,,,,
0.11,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),25.32,16,TM,,,,,
0.11,UntilizeWithUnpaddingDeviceOperation (in0:l1_interleaved),24.11,24,TM,,,,,
0.11,ConcatDeviceOperation (in0:l1_interleaved),23.82,16,TM,,,,,
0.07,ShardedToInterleavedDeviceOperation (in0:height_sharded),16.42,32,DM,,,,,
0.07,ReduceDeviceOperation (in0:l1_interleaved),15.40,8,Compute,,,,,
0.06,EmbeddingsDeviceOperation (in0:l1_interleaved),12.88,8,Compute,,,,,
0.02,PlusOneDeviceOperation (in0:dram_interleaved),4.95,8,Other,,,,,
