ARCH: blackhole, CHIP_FREQ[MHz]: 1350, Max Compute Cores: 130
PCIe slot, core_x, core_y, RISC processor type, timer_id, time[cycles since reset], data, run host ID, trace id, trace id counter, zone name, type, source line, source file, meta data
0,1,2,BRISC,55593,710886120214,0,1024,,,BRISC-FW,ZONE_START,433,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisc.cc,
0,1,2,BRISC,62524,710886120960,0,1024,,,BRISC-KERNEL,ZONE_START,78,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisck.cc,
0,1,2,BRISC,62524,710886135032,0,1024,,,BRISC-KERNEL,ZONE_END,78,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisck.cc,
0,1,2,BRISC,9090,710886135155,57741540327680,1024,,,,TS_DATA,0,,{"counter type":"FPU_COUNTER";"ref cnt":13444;"value":256}
0,1,2,BRISC,9090,710886135227,57741540337595,1024,,,,TS_DATA,0,,{"counter type":"SFPU_COUNTER";"ref cnt":13444;"value":10171}
0,1,2,BRISC,9090,710886135294,57741540337851,1024,,,,TS_DATA,0,,{"counter type":"MATH_COUNTER";"ref cnt":13444;"value":10427}
0,1,2,BRISC,55593,710886135472,0,1024,,,BRISC-FW,ZONE_END,433,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisc.cc,
0,1,2,BRISC,55593,711651024286,0,2048,,,BRISC-FW,ZONE_START,433,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisc.cc,
0,1,2,BRISC,62524,711651024971,0,2048,,,BRISC-KERNEL,ZONE_START,78,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisck.cc,
0,1,2,BRISC,62524,711651076031,0,2048,,,BRISC-KERNEL,ZONE_END,78,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisck.cc,
0,1,2,BRISC,9090,711651076136,217175021322752,2048,,,,TS_DATA,0,,{"counter type":"FPU_COUNTER";"ref cnt":50565;"value":512}
0,1,2,BRISC,9090,711651076209,217175021369345,2048,,,,TS_DATA,0,,{"counter type":"SFPU_COUNTER";"ref cnt":50565;"value":47105}
0,1,2,BRISC,9090,711651076276,217175021369857,2048,,,,TS_DATA,0,,{"counter type":"MATH_COUNTER";"ref cnt":50565;"value":47617}
0,1,2,BRISC,55593,711651076435,0,2048,,,BRISC-FW,ZONE_END,433,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisc.cc,
0,1,2,BRISC,55593,711651661213,0,3072,,,BRISC-FW,ZONE_START,433,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisc.cc,
0,1,2,BRISC,62524,711651661903,0,3072,,,BRISC-KERNEL,ZONE_START,78,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisck.cc,
0,1,2,BRISC,62524,711651712971,0,3072,,,BRISC-KERNEL,ZONE_END,78,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisck.cc,
0,1,2,BRISC,9090,711651713076,217127776682496,3072,,,,TS_DATA,0,,{"counter type":"FPU_COUNTER";"ref cnt":50554;"value":512}
0,1,2,BRISC,9090,711651713149,217127776729089,3072,,,,TS_DATA,0,,{"counter type":"SFPU_COUNTER";"ref cnt":50554;"value":47105}
0,1,2,BRISC,9090,711651713216,217127776729601,3072,,,,TS_DATA,0,,{"counter type":"MATH_COUNTER";"ref cnt":50554;"value":47617}
0,1,2,BRISC,55593,711651713375,0,3072,,,BRISC-FW,ZONE_END,433,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisc.cc,
0,1,2,BRISC,55593,713851988854,0,4096,,,BRISC-FW,ZONE_START,433,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisc.cc,
0,1,2,BRISC,62524,713851989745,0,4096,,,BRISC-KERNEL,ZONE_START,78,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisck.cc,
0,1,2,BRISC,62524,714049972892,0,4096,,,BRISC-KERNEL,ZONE_END,78,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisck.cc,
0,1,2,BRISC,9090,714049973006,850328401413992448,4096,,,,TS_DATA,0,,{"counter type":"FPU_COUNTER";"ref cnt":197982509;"value":78966784}
0,1,2,BRISC,9090,714049973078,850328401423106528,4096,,,,TS_DATA,0,,{"counter type":"SFPU_COUNTER";"ref cnt":197982509;"value":88080864}
0,1,2,BRISC,9090,714049973145,850328401459709934,4096,,,,TS_DATA,0,,{"counter type":"MATH_COUNTER";"ref cnt":197982509;"value":124684270}
0,1,2,BRISC,55593,714049973304,0,4096,,,BRISC-FW,ZONE_END,433,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisc.cc,
0,1,2,BRISC,55593,716190245184,0,5120,,,BRISC-FW,ZONE_START,433,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisc.cc,
0,1,2,BRISC,62524,716190246067,0,5120,,,BRISC-KERNEL,ZONE_START,78,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisck.cc,
0,1,2,BRISC,62524,716383909120,0,5120,,,BRISC-KERNEL,ZONE_END,78,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisck.cc,
0,1,2,BRISC,9090,716383909232,831773708903575552,5120,,,,TS_DATA,0,,{"counter type":"FPU_COUNTER";"ref cnt":193662408;"value":78966784}
0,1,2,BRISC,9090,716383909306,831773708911119840,5120,,,,TS_DATA,0,,{"counter type":"SFPU_COUNTER";"ref cnt":193662408;"value":86511072}
0,1,2,BRISC,9090,716383909373,831773708947995841,5120,,,,TS_DATA,0,,{"counter type":"MATH_COUNTER";"ref cnt":193662408;"value":123387073}
0,1,2,BRISC,55593,716383909532,0,5120,,,BRISC-FW,ZONE_END,433,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisc.cc,
0,1,2,BRISC,55593,716385825630,0,6144,0,1,BRISC-FW,ZONE_START,433,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisc.cc,
0,1,2,BRISC,62524,716385826487,0,6144,0,1,BRISC-KERNEL,ZONE_START,78,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisck.cc,
0,1,2,BRISC,62524,716583863117,0,6144,0,1,BRISC-KERNEL,ZONE_END,78,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisck.cc,
0,1,2,BRISC,9090,716583863231,850557954531061760,6144,0,1,,TS_DATA,0,,{"counter type":"FPU_COUNTER";"ref cnt":198035956;"value":78966784}
0,1,2,BRISC,9090,716583863303,850557954540175840,6144,0,1,,TS_DATA,0,,{"counter type":"SFPU_COUNTER";"ref cnt":198035956;"value":88080864}
0,1,2,BRISC,9090,716583863371,850557954576768795,6144,0,1,,TS_DATA,0,,{"counter type":"MATH_COUNTER";"ref cnt":198035956;"value":124673819}
0,1,2,BRISC,55593,716583863528,0,6144,0,1,BRISC-FW,ZONE_END,433,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisc.cc,
0,1,2,BRISC,55593,716584803778,0,6144,0,2,BRISC-FW,ZONE_START,433,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisc.cc,
