OP_CODE,GL_CNT,GL,OP_NAME,PAD,STRIDE,FILT_H,FILT_W,INPUT_0_W,INPUT_0_Z,INPUT_0_Y,INPUT_0_X,INPUT_1_W,INPUT_1_Z,INPUT_1_Y,INPUT_1_X,MEASURED_NANO_SEC
Untilize,67,,,,,,,1,14,14,256,-,-,-,-,17874
OptimizedConv,68,,res4e_branch2b,1,1,3,3,1,14,14,256,1,1,2304,256,264309
tt::operations::primary::Matmul,69,,res4e_branch2c,0,1,1,1,1,14,14,256,1,1,256,1024,34462
EltwiseBinary,70,,,,,,,1,14,14,1024,1,1,1568,1024,5089
tt::operations::primary::Matmul,71,,res4f_branch2a,0,1,1,1,1,14,14,1024,1,1,1024,256,32593
Untilize,72,,,,,,,1,14,14,256,-,-,-,-,18004
OptimizedConv,73,,res4f_branch2b,1,1,3,3,1,14,14,256,1,1,2304,256,264433
tt::operations::primary::Matmul,74,,res4f_branch2c,0,1,1,1,1,14,14,256,1,1,256,1024,34584
EltwiseBinary,75,,,,,,,1,14,14,1024,1,1,1568,1024,18389
InterleavedToSharded,76,,,,,,,1,14,14,1024,1,1,1568,1024,12963
tt::operations::primary::Matmul,77,,res5a_branch2a,0,1,1,1,1,14,14,1024,1,1,1024,512,68145
Downsample,78,,,0,2,1,1,1,14,14,1024,-,-,-,-,22337
tt::operations::primary::Matmul,79,,res5a_branch1,0,1,1,1,1,7,7,1024,1,1,1024,2048,85114
Untilize,80,,,,,,,1,14,14,512,-,-,-,-,22819
OptimizedConv,81,,res5a_branch2b,1,2,3,3,1,14,14,512,1,1,4608,512,177700
tt::operations::primary::Matmul,82,,res5a_branch2c,0,1,1,1,1,7,7,512,1,1,512,2048,50297
EltwiseBinary,83,,,,,,,1,7,7,2048,1,1,416,2048,4800
tt::operations::primary::Matmul,84,,res5b_branch2a,0,1,1,1,1,7,7,2048,1,1,2048,512,55405
UntilizeWithUnpadding,85,,,,,,,1,7,7,512,-,-,-,-,8733
OptimizedConv,86,,res5b_branch2b,1,1,3,3,1,7,7,512,1,1,4608,512,228512
tt::operations::primary::Matmul,87,,res5b_branch2c,0,1,1,1,1,7,7,512,1,1,512,2048,50026
EltwiseBinary,88,,,,,,,1,7,7,2048,1,1,416,2048,4805
tt::operations::primary::Matmul,89,,res5b_branch2a,0,1,1,1,1,7,7,2048,1,1,2048,512,54256
UntilizeWithUnpadding,90,,,,,,,1,7,7,512,-,-,-,-,8740
OptimizedConv,91,,res5b_branch2b,1,1,3,3,1,7,7,512,1,1,4608,512,228413
tt::operations::primary::Matmul,92,,res5b_branch2c,0,1,1,1,1,7,7,512,1,1,512,2048,50800
EltwiseBinary,93,,,,,,,1,7,7,2048,1,1,416,2048,4800
UntilizeWithUnpadding,94,,,,,,,1,7,7,2048,-,-,-,-,12713
Pad,95,,,,,,,1,7,7,2048,-,-,-,-,88671
Tilize,96,,,,,,,1,7,7,2048,-,-,-,-,85631
Reduce,97,,,,,,,1,1,64,2048,-,-,-,-,13625
Untilize,98,,,,,,,1,1,32,2048,-,-,-,-,71360
Unpad,99,,,,,,,1,1,32,2048,-,-,-,-,1616
Pad,100,,,,,,,1,1,1,2048,-,-,-,-,25579
Tilize,101,,,,,,,1,1,32,2048,-,-,-,-,31418
tt::operations::primary::Matmul,102,,fc,,,,,1,1,32,2048,1,1,2048,1024,67309
UntilizeWithUnpadding,103,,,,,,,1,1,32,1024,-,-,-,-,26552
