Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
45.73,MatmulDeviceOperation (in0:l1_interleaved),999.67,3,Compute,4.70,16.92,8.78,7.05,4.81
23.70,MatmulDeviceOperation (in0:dram_interleaved),518.03,1,Compute,4.50,4.50,4.50,,4.50
6.48,BinaryNgDeviceOperation (in0:dram_interleaved),141.74,2,Compute,,,,,
3.66,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),79.90,1,TM,,,,,
2.68,UnaryDeviceOperation (in0:dram_interleaved),58.68,3,Compute,,,,,
2.22,MatmulDeviceOperation (in0:width_sharded),48.47,2,Compute,37.17,37.88,37.52,0.50,37.56
2.20,ReshapeViewDeviceOperation (in0:dram_interleaved),48.03,3,TM,,,,,
1.95,FastReduceNCDeviceOperation (in0:dram_interleaved),42.67,1,Compute,,,,,
1.17,RepeatDeviceOperation (in0:l1_interleaved),25.47,1,TM,,,,,
1.12,TopKDeviceOperation (in0:dram_interleaved),24.54,1,Other,,,,,
1.11,ReshapeViewDeviceOperation (in0:l1_interleaved),24.18,1,TM,,,,,
1.08,ReshapeViewDeviceOperation (in0:width_sharded),23.68,1,TM,,,,,
0.87,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),19.12,2,TM,,,,,
0.80,UntilizeWithUnpaddingDeviceOperation (in0:l1_interleaved),17.54,1,TM,,,,,
0.74,SdpaDecodeDeviceOperation (in0:height_sharded),16.22,1,Compute,,,,,
0.70,NLPCreateQKVHeadsDecodeDeviceOperation (in0:l1_interleaved),15.29,1,Other,,,,,
0.68,PagedUpdateCacheDeviceOperation (in0:dram_interleaved),14.85,2,DM,,,,,
0.67,UntilizeDeviceOperation (in0:dram_interleaved),14.57,2,TM,,,,,
0.49,TilizeDeviceOperation (in0:l1_interleaved),10.62,1,TM,,,,,
0.35,InterleavedToShardedDeviceOperation (in0:dram_interleaved),7.73,5,DM,,,,,
0.26,LayerNormDeviceOperation (in0:width_sharded),5.74,1,Compute,,,,,
0.25,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),5.56,1,TM,,,,,
0.25,RotaryEmbeddingHfDeviceOperation (in0:height_sharded),5.47,2,Other,,,,,
0.19,ScatterDeviceOperation (in0:dram_interleaved),4.05,1,Other,,,,,
0.15,ShardedToInterleavedDeviceOperation (in0:width_sharded),3.21,2,DM,,,,,
0.14,ReshardDeviceOperation (in0:width_sharded),3.04,2,DM,,,,,
0.14,BinaryNgDeviceOperation (in0:width_sharded),2.97,2,Compute,,,,,
0.09,TilizeDeviceOperation (in0:dram_interleaved),2.04,1,TM,,,,,
0.07,SliceDeviceOperation (in0:dram_interleaved),1.50,2,TM,,,,,
0.06,TransposeDeviceOperation (in0:dram_interleaved),1.30,1,TM,,,,,
