ARCH: blackhole, CHIP_FREQ[MHz]: 1350, Max Compute Cores: 130
PCIe slot, core_x, core_y, RISC processor type, timer_id, time[cycles since reset], data, run host ID, trace id, trace id counter, zone name, type, source line, source file, meta data
0,1,2,BRISC,55593,636728827128,0,1024,,,BRISC-FW,ZONE_START,433,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisc.cc,
0,1,2,BRISC,62524,636728827866,0,1024,,,BRISC-KERNEL,ZONE_START,78,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisck.cc,
0,1,2,BRISC,62524,636728841945,0,1024,,,BRISC-KERNEL,ZONE_END,78,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisck.cc,
0,1,2,BRISC,9090,636728842065,57763015164160,1024,,,,TS_DATA,0,,{"counter type":"FPU_COUNTER";"ref cnt":13449;"value":256}
0,1,2,BRISC,9090,636728842136,57763015174075,1024,,,,TS_DATA,0,,{"counter type":"SFPU_COUNTER";"ref cnt":13449;"value":10171}
0,1,2,BRISC,9090,636728842204,57763015174331,1024,,,,TS_DATA,0,,{"counter type":"MATH_COUNTER";"ref cnt":13449;"value":10427}
0,1,2,BRISC,55593,636728842382,0,1024,,,BRISC-FW,ZONE_END,433,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisc.cc,
0,1,2,BRISC,55593,637464796198,0,2048,,,BRISC-FW,ZONE_START,433,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisc.cc,
0,1,2,BRISC,62524,637464796880,0,2048,,,BRISC-KERNEL,ZONE_START,78,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisck.cc,
0,1,2,BRISC,62524,637464825723,0,2048,,,BRISC-KERNEL,ZONE_END,78,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisck.cc,
0,1,2,BRISC,9090,637464825828,121135257616896,2048,,,,TS_DATA,0,,{"counter type":"FPU_COUNTER";"ref cnt":28204;"value":512}
0,1,2,BRISC,9090,637464825900,121135257638841,2048,,,,TS_DATA,0,,{"counter type":"SFPU_COUNTER";"ref cnt":28204;"value":22457}
0,1,2,BRISC,9090,637464825967,121135257639353,2048,,,,TS_DATA,0,,{"counter type":"MATH_COUNTER";"ref cnt":28204;"value":22969}
0,1,2,BRISC,55593,637464826125,0,2048,,,BRISC-FW,ZONE_END,433,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisc.cc,
0,1,2,BRISC,55593,637465366352,0,3072,,,BRISC-FW,ZONE_START,433,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisc.cc,
0,1,2,BRISC,62524,637465367044,0,3072,,,BRISC-KERNEL,ZONE_START,78,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisck.cc,
0,1,2,BRISC,62524,637465395856,0,3072,,,BRISC-KERNEL,ZONE_END,78,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisck.cc,
0,1,2,BRISC,9090,637465395959,120864674677248,3072,,,,TS_DATA,0,,{"counter type":"FPU_COUNTER";"ref cnt":28141;"value":512}
0,1,2,BRISC,9090,637465396031,120864674699194,3072,,,,TS_DATA,0,,{"counter type":"SFPU_COUNTER";"ref cnt":28141;"value":22458}
0,1,2,BRISC,9090,637465396099,120864674699706,3072,,,,TS_DATA,0,,{"counter type":"MATH_COUNTER";"ref cnt":28141;"value":22970}
0,1,2,BRISC,55593,637465396256,0,3072,,,BRISC-FW,ZONE_END,433,/localdev/cglagovich/flux2-frontier-20260915/tt-metal/tt_metal/hw/firmware/src/tt-1xx/brisc.cc,
