slot,phase,repetition,tokens,prompt_wall_seconds,forward_wall_seconds,tokens_per_second_per_user,prompt_unattributed_wall_seconds,programs_before,programs_after
0,measured,0,65536,120.94294589999481,120.86529042899201,541.8753405774517,0.00021943903993815184,676,676
1,measured,0,65536,121.5426373740047,121.47336575598456,539.2017271958318,0.00023564102593809366,676,676
0,measured,1,65536,121.22426855900267,121.15303015793324,540.617821654268,0.00023520702961832285,676,676
1,measured,1,65536,121.16899480599386,121.09928947803564,540.864435699339,0.00023294291167985648,676,676
0,measured,2,65536,121.95998437900562,121.8801567559567,537.3565791574623,0.0002418569929432124,676,676
1,measured,2,65536,120.65556653999374,120.58344603996375,543.1659879387062,0.0002271160192321986,676,676
