slot,phase,repetition,tokens,prompt_wall_seconds,forward_wall_seconds,tokens_per_second_per_user,prompt_unattributed_wall_seconds,programs_before,programs_after
0,measured,0,16384,8.734832020985777,8.718288595977356,1875.7086525117822,5.1897994126193225e-05,244,244
1,measured,0,16384,8.772628771999734,8.755833375020302,1867.6271874508195,4.7623005229979753e-05,244,244
0,measured,1,16384,8.747287370002596,8.727025975007564,1873.0378124064237,4.873301077168435e-05,244,244
1,measured,1,16384,8.796333455000422,8.77106938502402,1862.5942369983989,4.939398786518723e-05,244,244
0,measured,2,16384,8.778167647993541,8.761432072060416,1866.448746139515,4.946596163790673e-05,244,244
1,measured,2,16384,8.770790704991668,8.754785577009898,1868.0185802034325,5.209997470956296e-05,244,244
