slot,phase,repetition,tokens,prompt_wall_seconds,forward_wall_seconds,tokens_per_second_per_user,prompt_unattributed_wall_seconds,programs_before,programs_after
0,measured,0,8192,2.8657750010024756,2.8553817039646674,2858.563563829805,2.51989986281842e-05,170,170
1,measured,0,8192,2.8822930039896164,2.8740735369792674,2842.181550821095,2.2122054360806942e-05,170,170
0,measured,1,8192,2.8707263369869906,2.8624485010222998,2853.6332058032476,2.3986009182408452e-05,170,170
1,measured,1,8192,2.883411432005232,2.8754819099849556,2841.0791152003503,2.410498564131558e-05,170,170
0,measured,2,8192,2.892967323976336,2.8846431779675186,2831.694617532088,2.2434978745877743e-05,170,170
1,measured,2,8192,2.882602189987665,2.8742833329888526,2841.8767003139806,2.4747016141191125e-05,170,170
