slot,phase,repetition,tokens,prompt_wall_seconds,forward_wall_seconds,tokens_per_second_per_user,prompt_unattributed_wall_seconds,programs_before,programs_after
0,measured,0,4096,1.0586492390139028,1.0543254149961285,3869.081324627683,1.1576019460335374e-05,134,134
1,measured,0,4096,1.057305071997689,1.053244824957801,3874.0001428924884,1.2267031706869602e-05,134,134
0,measured,1,4096,1.0565212560177315,1.0526273060240783,3876.8742007508245,1.1797965271398425e-05,134,134
1,measured,1,4096,1.066372201021295,1.0618785900005605,3841.0603690504536,1.2117990991100669e-05,134,134
0,measured,2,4096,1.0593949950125534,1.0551588509988505,3866.3577034847744,1.2981006875634193e-05,134,134
1,measured,2,4096,1.0620323389885016,1.0578493039938621,3856.7563807907236,1.3911980204284191e-05,134,134
