GLOBAL CALL COUNT,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,DEVICE ID,DEVICE ARCH,OP NAME,CORE COUNT,AVAILABLE WORKER CORE COUNT,DEVICE TRACE FIRMWARE DURATION [ns],DEVICE TRACE KERNEL DURATION [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE FW DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,DEVICE KERNEL DURATION [ns],DEVICE KERNEL START CYCLE,DEVICE KERNEL END CYCLE,DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DM START CYCLE,DEVICE KERNEL DM END CYCLE,DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns]
1027,,,3,blackhole,,80,110,,,319,5641,12673825244736,12673825252351,5147,12673825245243,12673825252191,5027,12673825245404,12673825252191,4951,4152,4170,233,520,,0,0
2051,,,3,blackhole,,80,110,,,200,5726,12673825703886,12673825711616,5136,12673825704534,12673825711467,5117,12673825704559,12673825711467,5080,4099,4127,259,549,,335098,335085
3075,,,3,blackhole,,108,110,,,450,916086,12673950042645,12673951279361,907447,12673950054162,12673951279216,907447,12673950054162,12673951279216,907446,903653,904161,904048,904414,,92105659,92105659
4099,,,3,blackhole,,108,110,,,280,904140,12674064166645,12674065387234,895510,12674064178150,12674065387088,895510,12674064178150,12674065387088,895510,891729,892242,892125,892495,,83628875,83628875
5123,,,3,blackhole,,109,110,,,442,872241,12674174852975,12674176030500,870708,12674174854896,12674176030352,870708,12674174854896,12674176030352,870704,839129,855010,854898,855282,,81087251,81087251
6147,,,3,blackhole,,98,110,,,290,486587,12674257078240,12674257735133,477035,12674257090989,12674257734986,477030,12674257090995,12674257734986,477030,474144,474465,474361,474721,,60044940,60044874
7171,,,3,blackhole,,99,110,,,270,331772,12674310798578,12674311246470,321880,12674310811783,12674311246321,321880,12674310811783,12674311246321,321879,319549,319780,319681,320042,,39316146,39316146
8195,,,3,blackhole,,80,110,,,191,13218,12674319212489,12674319230333,12627,12674319213135,12674319230182,12611,12674319213157,12674319230182,12581,12065,11944,264,9758,,5901153,5901308
9219,,,3,blackhole,,80,110,,,165,12961,12674319930397,12674319947895,12362,12674319931059,12674319947748,12353,12674319931072,12674319947748,12319,11845,11739,259,9504,,519159,519195
10243,,,3,blackhole,,107,110,,,254,23070,12674329633023,12674329664167,21550,12674329634928,12674329664020,21550,12674329634928,12674329664020,21550,21274,21170,276,21221,,7175812,7175812
11267,,,3,blackhole,,1,110,,,101,5984,12674336356755,12674336364834,5453,12674336357325,12674336364686,5443,12674336357338,12674336364686,5352,4718,4850,4857,4898,,4958374,4958047
12291,,,3,blackhole,,1,110,,,56,5996,12674336740039,12674336748133,5439,12674336740642,12674336747984,5439,12674336740642,12674336747984,5382,4712,4870,4846,4909,,278511,278511
13315,,,3,blackhole,,1,110,,,91,6082,12674341074115,12674341082326,5556,12674341074680,12674341082181,5556,12674341074680,12674341082181,5469,4761,4753,110,4814,,3204789,3204789
14339,,,3,blackhole,,99,110,,,282,332890,12674387569965,12674388019367,321902,12674387584651,12674388019219,321900,12674387584654,12674388019219,321900,319639,319890,319779,320133,,34446250,34446276
15363,,,3,blackhole,,4,110,,,102,2645,12674391597232,12674391600803,2038,12674391597905,12674391600656,2036,12674391597907,12674391600656,2036,1164,1221,182,1324,,2651168,2650494
16387,,,3,blackhole,,109,110,,,281,669474,12674407574142,12674408477932,667927,12674407576084,12674408477785,667925,12674407576086,12674408477785,667923,667621,667521,658396,667556,,11833656,11833649
17411,,,3,blackhole,,110,110,,,433,593957,12674436559563,12674437361405,592413,12674436561500,12674437361257,592412,12674436561501,12674437361257,592410,591116,591477,591447,591527,,20802766,20802758
