GLOBAL CALL COUNT,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,DEVICE ID,DEVICE ARCH,OP NAME,CORE COUNT,AVAILABLE WORKER CORE COUNT,DEVICE TRACE FIRMWARE DURATION [ns],DEVICE TRACE KERNEL DURATION [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE FW DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,DEVICE KERNEL DURATION [ns],DEVICE KERNEL START CYCLE,DEVICE KERNEL END CYCLE,DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DM START CYCLE,DEVICE KERNEL DM END CYCLE,DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns]
1027,,,3,blackhole,,64,110,,,313,4297,2592559084872,2592559090673,3422,2592559085898,2592559090518,3422,2592559085898,2592559090518,3420,2979,2996,224,3041,,0,0
2051,,,3,blackhole,,64,110,,,150,9307,2592567701550,2592567714115,8313,2592567702743,2592567713965,8313,2592567702743,2592567713965,8310,5456,5850,5813,5887,,6379739,6379739
3075,,,3,blackhole,,64,110,,,159,4254,2606148675300,2606148681043,3263,2606148676491,2606148680896,3263,2606148676491,2606148680896,3263,2824,2844,224,2890,,10060086430,10060086430
4099,,,3,blackhole,,1,110,,,75,6119,2606156090144,2606156098404,5564,2606156090743,2606156098255,5564,2606156090743,2606156098255,5499,4768,4804,111,4839,,5488337,5488337
5123,,,3,blackhole,,1,110,,,105,6087,2606156317094,2606156325311,5556,2606156317662,2606156325163,5556,2606156317662,2606156325163,5454,4756,4759,107,4800,,162515,162515
6147,,,3,blackhole,,1,110,,,210,26644,2606236286696,2606236322665,26095,2606236287285,2606236322513,25971,2606236287452,2606236322513,25884,12389,25028,25130,25323,,59231622,59231072
7171,,,3,blackhole,,80,110,,,444,44979,2606244535814,2606244596535,43162,2606244538100,2606244596369,43160,2606244538103,2606244596369,43160,40541,40756,40693,40836,,6085589,6085622
8195,,,3,blackhole,,1,110,,,76,25932,2606247291910,2606247326918,25340,2606247292550,2606247326759,25340,2606247292550,2606247326759,25264,25310,,,,,1997171,1997171
9219,,,3,blackhole,,1,110,,,14,1096,2606249819311,2606249820791,574,2606249819869,2606249820644,574,2606249819869,2606249820644,560,561,,,,,1846510,1846510
10243,,,3,blackhole,,1,110,,,5,1100,2606249943327,2606249944812,573,2606249943880,2606249944654,573,2606249943880,2606249944654,568,566,,,,,91233,91233
11267,,,3,blackhole,,1,110,,,221,2356,2606254437221,2606254440402,1799,2606254437796,2606254440224,1663,2606254437979,2606254440224,,52,1578,1471,1547,,3329144,3328463
12291,,,3,blackhole,,1,110,,,179,2276,2606254772376,2606254775449,1724,2606254772944,2606254775271,1595,2606254773118,2606254775271,,52,1549,1390,1511,,246502,246617
13315,,,3,blackhole,,1,110,,,250,5632,2606260147327,2606260154930,5098,2606260147899,2606260154781,4971,2606260148070,2606260154781,4848,2816,4256,4246,4408,,3979898,3979762
14339,,,3,blackhole,,1,110,,,255,5590,2606260255561,2606260263108,5062,2606260256122,2606260262956,4923,2606260256310,2606260262956,4831,2890,4231,4216,4359,,75064,75207
15363,,,3,blackhole,,64,110,,,786,9616,2606269314363,2606269327345,8970,2606269315095,2606269327204,8706,2606269315451,2606269327204,8569,2874,6039,6370,6256,,6705565,6705609
16387,,,3,blackhole,,1,110,,,6,1124,2606269508670,2606269510187,566,2606269509251,2606269510015,566,2606269509251,2606269510015,560,559,,,,,134867,134867
17411,,,3,blackhole,,32,110,,,183,2247,2606272079938,2606272082972,1330,2606272081035,2606272082830,1330,2606272081035,2606272082830,1330,1199,,,,,1904990,1904990
18435,,,3,blackhole,,32,110,,,208,31093,2606278897219,2606278939194,30164,2606278898312,2606278939033,30164,2606278898312,2606278939033,30163,28713,28947,28879,29026,,5048555,5048555
19459,,,3,blackhole,,64,110,,,127,2236,2606281655963,2606281658981,1247,2606281657153,2606281658836,1247,2606281657153,2606281658836,1246,843,,,,,2013961,2013961
20483,,,3,blackhole,,110,110,,,279,2254,2606284554509,2606284557552,1665,2606284555146,2606284557394,1665,2606284555146,2606284557394,1643,1190,,,,,2145176,2145176
21507,,,3,blackhole,,4,110,,,140,25381,2606293365370,2606293399635,24456,2606293366462,2606293399477,24444,2606293366477,2606293399477,24430,23662,23839,23823,23892,,6525354,6525128
22531,,,3,blackhole,,4,110,,,87,1927,2606298682604,2606298685205,1310,2606298683288,2606298685057,1310,2606298683288,2606298685057,1310,619,707,989,276,,3912828,3912828
23555,,,3,blackhole,,4,110,,,93,4524,2606303730554,2606303736662,3910,2606303731237,2606303736516,3910,2606303731237,2606303736516,3863,616,3436,3544,332,,3737557,3737557
24579,,,3,blackhole,,1,110,,,253,25148,2606309275728,2606309309678,24603,2606309276319,2606309309533,24603,2606309276319,2606309309533,24513,16511,23761,23872,24083,,4103564,4103564
25603,,,3,blackhole,,1,110,,,1,1279,2606309555735,2606309557462,741,2606309556319,2606309557320,741,2606309556319,2606309557320,741,549,,,,,182686,182686
26627,,,3,blackhole,,1,110,,,1,1273,2606312060044,2606312061763,758,2606312060602,2606312061625,758,2606312060602,2606312061625,758,559,,,,,1854827,1854827
27651,,,3,blackhole,,110,110,,,167,2535,2606317636171,2606317639593,1944,2606317636820,2606317639444,1943,2606317636821,2606317639444,1904,610,654,1458,334,,4130404,4129854
28675,,,3,blackhole,,110,110,,,179,1744,2606321529546,2606321531901,1164,2606321530181,2606321531752,1148,2606321530202,2606321531752,1143,675,734,763,319,,2882761,2881671
29699,,,3,blackhole,,1,110,,,70,2786,2606326709802,2606326713563,2236,2606326710398,2606326713416,2230,2606326710406,2606326713416,2165,1675,1687,1747,1998,,3836797,3836677
30723,,,3,blackhole,,1,110,,,99,1609,2606331825967,2606331828139,1083,2606331826530,2606331827992,1083,2606331826530,2606331827992,984,496,517,116,699,,3787621,3787621
31747,,,3,blackhole,,1,110,,,67,1647,2606335923779,2606335926002,1099,2606335924369,2606335925853,1099,2606335924369,2606335925853,1033,515,547,117,741,,3033638,3033638
32771,,,3,blackhole,,1,110,,,16,3618,2606339439733,2606339444617,3077,2606339440321,2606339444475,3077,2606339440321,2606339444475,3061,2847,,,,,2603278,2603278
33795,,,3,blackhole,,1,110,,,90,6104,2606339738722,2606339746962,5560,2606339739307,2606339746813,5560,2606339739307,2606339746813,5472,4764,4783,107,4819,,218394,218394
34819,,,3,blackhole,,1,110,,,86,2774,2606340031708,2606340035453,2241,2606340032279,2606340035305,2235,2606340032288,2606340035305,2156,1675,1686,1755,1991,,211411,211480
35843,,,3,blackhole,,110,110,,,188,18570,2606345401952,2606345427021,17983,2606345402598,2606345426875,17982,2606345402599,2606345426875,17937,17552,17573,17616,17359,,3975781,3975724
36867,,,3,blackhole,,24,110,,,187,241437,2606355356078,2606355682018,240154,2606355357651,2606355681859,240153,2606355357653,2606355681859,240153,230423,240099,240094,240103,,7356128,7356144
37891,,,3,blackhole,,110,110,,,267,21885,2606366557271,2606366586816,19816,2606366559894,2606366586646,19812,2606366559900,2606366586646,19795,19412,19450,19150,19178,,8057683,8057868
38915,,,3,blackhole,,110,110,,,166,32745,2606374014815,2606374059021,32145,2606374015480,2606374058876,32145,2606374015480,2606374058876,32110,31713,,,,,5502808,5502808
39939,,,3,blackhole,,110,110,,,216,3467,2606381869684,2606381874365,1445,2606381872272,2606381874223,1439,2606381872280,2606381874223,1439,1046,1090,741,770,,5786959,5786664
40963,,,3,blackhole,,96,110,,,162,1899,2606385109372,2606385111935,839,2606385110653,2606385111786,839,2606385110653,2606385111786,839,567,,,,,2396615,2396615
41987,,,3,blackhole,,96,110,,,165,1899,2606385634875,2606385637439,856,2606385636133,2606385637289,856,2606385636133,2606385637289,856,580,,,,,388271,388271
43011,,,3,blackhole,,110,110,,,178,2596,2606389877199,2606389880704,1997,2606389877862,2606389880558,1996,2606389877863,2606389880558,1973,593,631,1594,399,,3141107,3140700
44035,,,3,blackhole,,110,110,,,169,1950,2606395396250,2606395398882,1353,2606395396909,2606395398736,1353,2606395396909,2606395398736,1326,876,880,297,404,,4085179,4085179
45059,,,3,blackhole,,96,110,,,176,2195,2606399404049,2606399407012,1157,2606399405306,2606399406868,1157,2606399405306,2606399406868,1157,620,670,265,364,,2967735,2967735
46083,,,3,blackhole,,110,110,,,162,13707,2606402236668,2606402255172,13111,2606402237322,2606402255022,13111,2606402237322,2606402255022,13102,968,,,,,2096615,2096615
47107,,,3,blackhole,,110,110,,,199,11951,2606408532163,2606408548297,10411,2606408534100,2606408548155,10410,2606408534102,2606408548155,10407,10044,10076,9755,9788,,4651119,4651336
48131,,,3,blackhole,,110,110,,,186,23927,2606408781684,2606408813985,23335,2606408782327,2606408813829,23335,2606408782327,2606408813829,23305,23018,23051,23083,22941,,173462,173462
