Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
87.20,MatmulDeviceOperation (in0:dram_interleaved),5858.64,3,Compute,4.22,6.13,5.03,0.99,4.58
2.97,BinaryNgDeviceOperation (in0:dram_interleaved),199.73,4,Compute,,,,,
1.49,RepeatDeviceOperation (in0:dram_interleaved),100.20,1,Other,,,,,
1.46,MatmulDeviceOperation (in0:width_sharded),98.29,2,Compute,17.01,19.94,18.47,2.07,18.52
1.43,ReshapeViewDeviceOperation (in0:dram_interleaved),96.02,5,Other,,,,,
1.12,SliceDeviceOperation (in0:dram_interleaved),75.01,4,TM,,,,,
0.87,UnaryDeviceOperation (in0:dram_interleaved),58.66,3,Compute,,,,,
0.74,FastReduceNCDeviceOperation (in0:dram_interleaved),49.82,1,Other,,,,,
0.54,LayerNormDeviceOperation (in0:dram_interleaved),36.53,1,Compute,,,,,
0.41,NLPCreateQKVHeadsDecodeDeviceOperation (in0:dram_interleaved),27.76,1,Other,,,,,
0.37,TopKDeviceOperation (in0:dram_interleaved),24.64,1,Other,,,,,
0.28,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),19.08,2,TM,,,,,
0.27,TransposeDeviceOperation (in0:dram_interleaved),18.02,2,TM,,,,,
0.19,SdpaDecodeDeviceOperation (in0:height_sharded),12.91,1,Other,,,,,
0.18,PagedUpdateCacheDeviceOperation (in0:dram_interleaved),12.32,2,DM,,,,,
0.08,RotaryEmbeddingHfDeviceOperation (in0:height_sharded),5.65,2,Other,,,,,
0.08,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),5.50,1,TM,,,,,
0.08,InterleavedToShardedDeviceOperation (in0:dram_interleaved),5.37,4,DM,,,,,
0.06,ScatterDeviceOperation (in0:dram_interleaved),4.06,1,Other,,,,,
0.06,UntilizeDeviceOperation (in0:dram_interleaved),3.83,1,TM,,,,,
0.04,ShardedToInterleavedDeviceOperation (in0:width_sharded),2.99,2,DM,,,,,
0.03,TilizeDeviceOperation (in0:dram_interleaved),2.00,1,TM,,,,,
0.02,ReshardDeviceOperation (in0:width_sharded),1.47,1,DM,,,,,
